row  column  (images_25_1_306.edf Fe-K*images_25_1_306.edf Ar-K**2.3)
4  28  8.18119e+07
4  29  7.66365e+07
4  30  7.76727e+07
4  31  1.07888e+08
4  32  1.12267e+08
4  33  1.18788e+08
4  34  1.26616e+08
4  35  1.3004e+08
4  36  1.37054e+08
4  37  1.01693e+08
4  38  1.05572e+08
4  39  1.12115e+08
4  40  1.1639e+08
4  41  1.14564e+08
4  42  9.19976e+07
4  43  8.35661e+07
4  44  1.08149e+08
4  45  9.6076e+07
4  46  1.77964e+08
4  47  1.09197e+08
4  48  7.80577e+07
4  49  8.20759e+07
4  50  7.98127e+07
5  0  7.04934e+07
5  1  6.70296e+07
5  2  9.3114e+07
5  3  9.38325e+07
5  4  7.92584e+07
5  5  1.03789e+08
5  6  9.80056e+07
5  7  9.81005e+07
5  8  8.27893e+07
5  9  1.04169e+08
5  10  9.50818e+07
5  11  9.85478e+07
5  12  8.1432e+07
5  13  7.73769e+07
5  14  5.91866e+07
5  15  7.75207e+07
5  16  7.57053e+07
5  17  5.52493e+07
5  18  6.24092e+07
5  19  9.38658e+07
5  20  5.77364e+07
5  21  4.03027e+07
5  22  4.89935e+07
5  23  6.03598e+07
5  24  9.88358e+07
5  25  9.5653e+07
5  26  9.76568e+07
5  27  7.94498e+07
5  28  8.40954e+07
5  29  7.06398e+07
5  30  8.07449e+07
5  31  8.28115e+07
5  32  9.67522e+07
5  33  1.02032e+08
5  34  1.19855e+08
5  35  1.34381e+08
5  36  1.25946e+08
5  37  1.22101e+08
5  38  1.22616e+08
5  39  1.48244e+08
5  40  1.40428e+08
5  41  1.28218e+08
5  42  9.3663e+07
5  43  8.72427e+07
5  44  8.74558e+07
5  45  8.9448e+07
5  46  2.1666e+08
5  47  1.20148e+08
5  48  8.92792e+07
5  49  8.37942e+07
5  50  7.16951e+07
6  0  9.05085e+07
6  1  6.60346e+07
6  2  9.90384e+07
6  3  8.19053e+07
6  4  8.54928e+07
6  5  8.75384e+07
6  6  9.891e+07
6  7  8.06883e+07
6  8  7.44896e+07
6  9  8.76304e+07
6  10  1.19377e+08
6  11  9.30813e+07
6  12  9.53439e+07
6  13  8.835e+07
6  14  7.82822e+07
6  15  9.48544e+07
6  16  9.71119e+07
6  17  5.34557e+07
6  18  6.23112e+07
6  19  1.00731e+08
6  20  6.61e+07
6  21  5.87677e+07
6  22  4.60857e+07
6  23  7.65907e+07
6  24  1.02197e+08
6  25  1.10468e+08
6  26  8.81914e+07
6  27  9.16079e+07
6  28  6.61645e+07
6  29  5.79354e+07
6  30  1.00063e+08
6  31  7.71006e+07
6  32  1.035e+08
6  33  1.17538e+08
6  34  1.13556e+08
6  35  1.26742e+08
6  36  1.30269e+08
6  37  1.18149e+08
6  38  9.69798e+07
6  39  1.25547e+08
6  40  1.17365e+08
6  41  1.0966e+08
6  42  1.1872e+08
6  43  9.63945e+07
6  44  8.7868e+07
6  45  1.11657e+08
6  46  3.35443e+08
6  47  1.34162e+08
6  48  8.68475e+07
6  49  8.07928e+07
6  50  8.36857e+07
7  0  7.9303e+07
7  1  7.88382e+07
7  2  9.21554e+07
7  3  7.52609e+07
7  4  8.51311e+07
7  5  8.68995e+07
7  6  9.83921e+07
7  7  8.63632e+07
7  8  8.86112e+07
7  9  9.81712e+07
7  10  1.19732e+08
7  11  6.92288e+07
7  12  7.31282e+07
7  13  6.78076e+07
7  14  9.16812e+07
7  15  7.90277e+07
7  16  6.72428e+07
7  17  8.52324e+07
7  18  5.92617e+07
7  19  1.19245e+08
7  20  5.85705e+07
7  21  7.12371e+07
7  22  6.21402e+07
7  23  1.07056e+08
7  24  9.73226e+07
7  25  1.0029e+08
7  26  9.90681e+07
7  27  8.4795e+07
7  28  7.08048e+07
7  29  8.06975e+07
7  30  7.9718e+07
7  31  7.42115e+07
7  32  9.41348e+07
7  33  1.05549e+08
7  34  1.19014e+08
7  35  1.27513e+08
7  36  1.21117e+08
7  37  1.24489e+08
7  38  1.11055e+08
7  39  1.21623e+08
7  40  1.20511e+08
7  41  1.03704e+08
7  42  1.09748e+08
7  43  1.00202e+08
7  44  1.00547e+08
7  45  1.27929e+08
7  46  2.72237e+08
7  47  9.94192e+07
7  48  8.62766e+07
7  49  8.2507e+07
7  50  6.89604e+07
8  0  8.18698e+07
8  1  8.64401e+07
8  2  1.0198e+08
8  3  7.46184e+07
8  4  6.84846e+07
8  5  9.67462e+07
8  6  9.30162e+07
8  7  7.61251e+07
8  8  7.45811e+07
8  9  8.8902e+07
8  10  1.16943e+08
8  11  9.06118e+07
8  12  6.44773e+07
8  13  7.64251e+07
8  14  8.02313e+07
8  15  7.12151e+07
8  16  5.95344e+07
8  17  5.78899e+07
8  18  5.41225e+07
8  19  1.23627e+08
8  20  6.51051e+07
8  21  6.46357e+07
8  22  5.36445e+07
8  23  7.61052e+07
8  24  1.2545e+08
8  25  9.99648e+07
8  26  1.022e+08
8  27  1.01754e+08
8  28  7.97478e+07
8  29  9.12173e+07
8  30  9.0686e+07
8  31  7.34037e+07
8  32  7.9131e+07
8  33  8.48781e+07
8  34  1.01582e+08
8  35  1.26961e+08
8  36  1.30908e+08
8  37  1.32061e+08
8  38  1.08696e+08
8  39  1.16467e+08
8  40  1.18688e+08
8  41  9.93977e+07
8  42  1.16751e+08
8  43  9.59106e+07
8  44  9.23654e+07
8  45  1.02318e+08
8  46  2.0439e+08
8  47  1.13197e+08
8  48  8.04507e+07
8  49  7.40911e+07
8  50  6.37423e+07
9  0  6.86508e+07
9  1  8.95363e+07
9  2  8.36326e+07
9  3  7.01052e+07
9  4  8.35472e+07
9  5  8.30995e+07
9  6  9.52793e+07
9  7  7.91325e+07
9  8  7.89805e+07
9  9  8.14656e+07
9  10  1.07826e+08
9  11  8.26373e+07
9  12  7.66341e+07
9  13  8.42812e+07
9  14  9.26558e+07
9  15  9.70747e+07
9  16  8.85282e+07
9  17  7.01996e+07
9  18  7.04217e+07
9  19  1.0793e+08
9  20  7.78364e+07
9  21  7.16515e+07
9  22  8.07798e+07
9  23  1.10973e+08
9  24  1.49396e+08
9  25  1.00357e+08
9  26  8.84086e+07
9  27  8.91882e+07
9  28  8.22046e+07
9  29  8.48891e+07
9  30  7.65162e+07
9  31  9.79895e+07
9  32  8.54342e+07
9  33  1.08246e+08
9  34  1.19238e+08
9  35  1.02993e+08
9  36  9.79063e+07
9  37  1.17525e+08
9  38  1.06246e+08
9  39  1.48186e+08
9  40  1.33807e+08
9  41  1.15017e+08
9  42  1.12771e+08
9  43  8.34445e+07
9  44  8.84829e+07
9  45  1.13161e+08
9  46  1.76414e+08
9  47  8.41299e+07
9  48  7.41655e+07
9  49  7.08229e+07
9  50  7.48926e+07
10  0  8.14289e+07
10  1  8.47239e+07
10  2  8.27814e+07
10  3  6.53787e+07
10  4  6.8178e+07
10  5  9.9066e+07
10  6  8.34886e+07
10  7  8.34766e+07
10  8  7.55437e+07
10  9  7.83446e+07
10  10  7.24068e+07
10  11  8.52603e+07
10  12  7.14875e+07
10  13  6.24276e+07
10  14  1.04909e+08
10  15  7.11468e+07
10  16  6.76743e+07
10  17  6.09293e+07
10  18  7.13809e+07
10  19  7.73306e+07
10  20  6.97067e+07
10  21  7.57708e+07
10  22  8.03293e+07
10  23  1.14562e+08
10  24  1.27747e+08
10  25  9.9045e+07
10  26  9.94119e+07
10  27  1.07692e+08
10  28  9.82825e+07
10  29  9.27026e+07
10  30  9.19892e+07
10  31  7.80367e+07
10  32  7.91033e+07
10  33  8.97357e+07
10  34  1.03932e+08
10  35  1.01587e+08
10  36  1.20234e+08
10  37  9.94066e+07
10  38  9.19967e+07
10  39  9.4739e+07
10  40  1.29475e+08
10  41  9.10308e+07
10  42  1.02535e+08
10  43  8.45452e+07
10  44  9.71316e+07
10  45  9.32575e+07
10  46  1.21688e+08
10  47  1.13149e+08
10  48  9.81733e+07
10  49  7.13622e+07
10  50  6.19185e+07
11  0  9.73457e+07
11  1  8.21335e+07
11  2  8.81751e+07
11  3  7.98294e+07
11  4  7.54412e+07
11  5  7.15936e+07
11  6  7.88463e+07
11  7  8.31453e+07
11  8  6.26284e+07
11  9  7.44345e+07
11  10  9.80738e+07
11  11  8.79257e+07
11  12  8.6225e+07
11  13  8.09194e+07
11  14  9.72241e+07
11  15  7.94945e+07
11  16  7.10944e+07
11  17  8.64007e+07
11  18  5.11854e+07
11  19  7.00504e+07
11  20  8.42299e+07
11  21  8.34446e+07
11  22  8.3185e+07
11  23  1.05784e+08
11  24  1.13785e+08
11  25  9.5027e+07
11  26  1.02376e+08
11  27  1.18906e+08
11  28  7.37422e+07
11  29  8.23578e+07
11  30  9.86294e+07
11  31  7.5073e+07
11  32  8.67127e+07
11  33  8.81404e+07
11  34  1.01354e+08
11  35  1.02751e+08
11  36  1.044e+08
11  37  7.75767e+07
11  38  8.61394e+07
11  39  9.42423e+07
11  40  1.11866e+08
11  41  9.12117e+07
11  42  8.47053e+07
11  43  8.14703e+07
11  44  9.16318e+07
11  45  1.08822e+08
11  46  1.17574e+08
11  47  1.09883e+08
11  48  9.0185e+07
11  49  6.19732e+07
11  50  7.26026e+07
12  0  7.22429e+07
12  1  8.58107e+07
12  2  9.76464e+07
12  3  8.70904e+07
12  4  9.01785e+07
12  5  8.13993e+07
12  6  9.86001e+07
12  7  9.35985e+07
12  8  6.85464e+07
12  9  7.85026e+07
12  10  9.33871e+07
12  11  5.81541e+07
12  12  8.32071e+07
12  13  7.27934e+07
12  14  9.60257e+07
12  15  7.59532e+07
12  16  7.41144e+07
12  17  6.56386e+07
12  18  6.84287e+07
12  19  6.92514e+07
12  20  8.62969e+07
12  21  9.06127e+07
12  22  8.36654e+07
12  23  1.00038e+08
12  24  9.75323e+07
12  25  1.14614e+08
12  26  8.16285e+07
12  27  9.0373e+07
12  28  9.01525e+07
12  29  7.70682e+07
12  30  9.30386e+07
12  31  7.72766e+07
12  32  8.98912e+07
12  33  8.73516e+07
12  34  8.18521e+07
12  35  1.13456e+08
12  36  1.07691e+08
12  37  8.67492e+07
12  38  8.48964e+07
12  39  7.95102e+07
12  40  1.11762e+08
12  41  8.56157e+07
12  42  7.53499e+07
12  43  6.38742e+07
12  44  9.84603e+07
12  45  8.86054e+07
12  46  1.03795e+08
12  47  1.04659e+08
12  48  8.23542e+07
12  49  6.53816e+07
12  50  6.75772e+07
13  0  6.27677e+07
13  1  7.39628e+07
13  2  7.96894e+07
13  3  6.85961e+07
13  4  8.83141e+07
13  5  7.11783e+07
13  6  1.01564e+08
13  7  9.9889e+07
13  8  6.9689e+07
13  9  6.86166e+07
13  10  8.3464e+07
13  11  8.81089e+07
13  12  7.70759e+07
13  13  8.25887e+07
13  14  9.7471e+07
13  15  8.39918e+07
13  16  5.42294e+07
13  17  6.30533e+07
13  18  6.94362e+07
13  19  7.38661e+07
13  20  7.8723e+07
13  21  9.38514e+07
13  22  8.00032e+07
13  23  1.07976e+08
13  24  9.79969e+07
13  25  1.1492e+08
13  26  9.61724e+07
13  27  9.68053e+07
13  28  8.01954e+07
13  29  9.18261e+07
13  30  1.00599e+08
13  31  8.29972e+07
13  32  1.20045e+08
13  33  8.20755e+07
13  34  7.57536e+07
13  35  8.42684e+07
13  36  8.93283e+07
13  37  8.6254e+07
13  38  9.62756e+07
13  39  9.94319e+07
13  40  9.66202e+07
13  41  7.66719e+07
13  42  8.53561e+07
13  43  8.85613e+07
13  44  7.67086e+07
13  45  9.82465e+07
13  46  1.17632e+08
13  47  1.01996e+08
13  48  7.06192e+07
13  49  7.23137e+07
13  50  7.39296e+07
14  0  7.0288e+07
14  1  7.00573e+07
14  2  9.5252e+07
14  3  6.93174e+07
14  4  7.35314e+07
14  5  8.17054e+07
14  6  9.03875e+07
14  7  1.00312e+08
14  8  7.08882e+07
14  9  5.38116e+07
14  10  9.51305e+07
14  11  1.03243e+08
14  12  7.47936e+07
14  13  8.04047e+07
14  14  7.34597e+07
14  15  6.93386e+07
14  16  6.39452e+07
14  17  8.82985e+07
14  18  6.80443e+07
14  19  7.30046e+07
14  20  7.61563e+07
14  21  1.10217e+08
14  22  9.54278e+07
14  23  9.50584e+07
14  24  9.41029e+07
14  25  8.90585e+07
14  26  9.18148e+07
14  27  8.25938e+07
14  28  7.95559e+07
14  29  7.83256e+07
14  30  8.98979e+07
14  31  8.34444e+07
14  32  1.19762e+08
14  33  8.71884e+07
14  34  8.13819e+07
14  35  8.99152e+07
14  36  9.06317e+07
14  37  8.23421e+07
14  38  8.5039e+07
14  39  9.52934e+07
14  40  9.01707e+07
14  41  7.48146e+07
14  42  6.28799e+07
14  43  5.96298e+07
14  44  8.74009e+07
14  45  8.88234e+07
14  46  9.27356e+07
14  47  1.09066e+08
14  48  9.72638e+07
14  49  6.89009e+07
14  50  6.2781e+07
15  0  7.83752e+07
15  1  7.83529e+07
15  2  6.92791e+07
15  3  8.92918e+07
15  4  7.39642e+07
15  5  7.76643e+07
15  6  8.97195e+07
15  7  8.95091e+07
15  8  6.94198e+07
15  9  7.7369e+07
15  10  8.82716e+07
15  11  1.00282e+08
15  12  8.23644e+07
15  13  8.07683e+07
15  14  8.17264e+07
15  15  8.57355e+07
15  16  6.87484e+07
15  17  8.93682e+07
15  18  9.97558e+07
15  19  7.79699e+07
15  20  8.87813e+07
15  21  9.67586e+07
15  22  8.76077e+07
15  23  9.31243e+07
15  24  1.01454e+08
15  25  9.62412e+07
15  26  1.08314e+08
15  27  1.03727e+08
15  28  8.766e+07
15  29  9.85509e+07
15  30  7.86729e+07
15  31  8.74277e+07
15  32  1.21122e+08
15  33  1.01944e+08
15  34  8.44128e+07
15  35  1.05982e+08
15  36  9.32335e+07
15  37  7.61956e+07
15  38  7.08687e+07
15  39  1.29887e+08
15  40  9.04917e+07
15  41  6.16591e+07
15  42  7.12481e+07
15  43  7.23518e+07
15  44  8.83825e+07
15  45  6.85196e+07
15  46  8.83448e+07
15  47  9.56724e+07
15  48  8.36716e+07
15  49  8.11761e+07
15  50  7.40518e+07
16  0  8.99619e+07
16  1  7.5745e+07
16  2  9.12731e+07
16  3  7.14188e+07
16  4  8.18799e+07
16  5  7.65176e+07
16  6  9.17492e+07
16  7  8.46118e+07
16  8  8.88362e+07
16  9  8.06299e+07
16  10  8.08239e+07
16  11  9.33346e+07
16  12  6.98703e+07
16  13  9.41014e+07
16  14  9.5829e+07
16  15  8.38728e+07
16  16  8.88055e+07
16  17  9.5227e+07
16  18  7.62982e+07
16  19  8.54293e+07
16  20  8.24946e+07
16  21  8.89233e+07
16  22  8.60486e+07
16  23  9.13785e+07
16  24  1.26423e+08
16  25  1.30874e+08
16  26  1.14416e+08
16  27  9.18035e+07
16  28  9.97295e+07
16  29  9.06125e+07
16  30  9.86664e+07
16  31  1.06623e+08
16  32  1.29819e+08
16  33  1.29456e+08
16  34  9.3214e+07
16  35  8.33142e+07
16  36  9.06034e+07
16  37  8.50936e+07
16  38  8.55641e+07
16  39  1.27977e+08
16  40  8.24696e+07
16  41  6.64019e+07
16  42  6.70018e+07
16  43  4.29303e+07
16  44  8.20485e+07
16  45  7.84357e+07
16  46  8.24787e+07
16  47  9.83219e+07
16  48  8.92241e+07
16  49  7.96697e+07
16  50  6.96844e+07
17  0  1.02759e+08
17  1  8.98662e+07
17  2  7.09848e+07
17  3  7.93279e+07
17  4  8.03553e+07
17  5  8.22015e+07
17  6  9.64578e+07
17  7  9.13669e+07
17  8  7.26144e+07
17  9  9.05213e+07
17  10  1.10598e+08
17  11  9.66103e+07
17  12  9.20327e+07
17  13  9.19101e+07
17  14  1.04144e+08
17  15  7.95759e+07
17  16  9.14502e+07
17  17  7.62632e+07
17  18  1.09306e+08
17  19  8.4964e+07
17  20  9.39607e+07
17  21  8.76633e+07
17  22  8.44069e+07
17  23  1.03188e+08
17  24  1.18452e+08
17  25  1.07408e+08
17  26  8.39762e+07
17  27  1.0967e+08
17  28  8.17238e+07
17  29  9.68001e+07
17  30  8.74336e+07
17  31  1.23555e+08
17  32  1.26117e+08
17  33  1.30831e+08
17  34  8.07785e+07
17  35  9.21827e+07
17  36  9.17944e+07
17  37  9.24531e+07
17  38  9.09949e+07
17  39  1.22418e+08
17  40  6.29276e+07
17  41  7.31113e+07
17  42  4.99451e+07
17  43  6.74886e+07
17  44  9.20622e+07
17  45  8.38735e+07
17  46  8.02428e+07
17  47  9.19917e+07
17  48  8.54922e+07
17  49  7.77858e+07
17  50  7.2714e+07
18  0  9.75787e+07
18  1  9.93768e+07
18  2  9.16691e+07
18  3  1.04523e+08
18  4  8.73766e+07
18  5  7.17955e+07
18  6  8.8074e+07
18  7  8.84079e+07
18  8  7.12926e+07
18  9  1.07282e+08
18  10  9.04787e+07
18  11  9.63777e+07
18  12  1.05662e+08
18  13  1.04905e+08
18  14  1.21599e+08
18  15  1.13289e+08
18  16  8.20126e+07
18  17  7.74153e+07
18  18  9.28197e+07
18  19  8.77472e+07
18  20  9.21771e+07
18  21  8.68618e+07
18  22  9.68876e+07
18  23  8.09971e+07
18  24  8.57978e+07
18  25  1.04592e+08
18  26  1.0105e+08
18  27  7.81464e+07
18  28  9.24878e+07
18  29  8.76147e+07
18  30  9.43846e+07
18  31  9.9569e+07
18  32  1.55844e+08
18  33  1.69253e+08
18  34  9.3141e+07
18  35  9.41526e+07
18  36  9.1161e+07
18  37  7.56611e+07
18  38  8.05275e+07
18  39  1.23442e+08
18  40  8.13141e+07
18  41  7.84e+07
18  42  7.30615e+07
18  43  7.07331e+07
18  44  8.07775e+07
18  45  7.64552e+07
18  46  6.8711e+07
18  47  9.34775e+07
18  48  8.10371e+07
18  49  7.70134e+07
18  50  6.93737e+07
19  0  9.8441e+07
19  1  1.0555e+08
19  2  8.40329e+07
19  3  9.85915e+07
19  4  1.06571e+08
19  5  8.36624e+07
19  6  1.05735e+08
19  7  8.14149e+07
19  8  9.24626e+07
19  9  1.25412e+08
19  10  9.43285e+07
19  11  8.359e+07
19  12  8.15249e+07
19  13  1.13456e+08
19  14  1.37866e+08
19  15  9.75e+07
19  16  1.03583e+08
19  17  9.7023e+07
19  18  1.00158e+08
19  19  9.56501e+07
19  20  9.89396e+07
19  21  1.0389e+08
19  22  9.69828e+07
19  23  8.47556e+07
19  24  1.0843e+08
19  25  1.18229e+08
19  26  1.08727e+08
19  27  1.12124e+08
19  28  8.82487e+07
19  29  9.21702e+07
19  30  9.31765e+07
19  31  9.84269e+07
19  32  1.70225e+08
19  33  1.92772e+08
19  34  1.05252e+08
19  35  1.15939e+08
19  36  1.01422e+08
19  37  1.06135e+08
19  38  8.76128e+07
19  39  1.28309e+08
19  40  9.10875e+07
19  41  6.74606e+07
19  42  6.05488e+07
19  43  6.73275e+07
19  44  9.21614e+07
19  45  7.40707e+07
19  46  7.7306e+07
19  47  7.49368e+07
19  48  7.97295e+07
19  49  7.24248e+07
19  50  8.87214e+07
20  0  1.31832e+08
20  1  1.01621e+08
20  2  1.35724e+08
20  3  9.58948e+07
20  4  1.12808e+08
20  5  1.2069e+08
20  6  8.84418e+07
20  7  8.78784e+07
20  8  8.6523e+07
20  9  1.42368e+08
20  10  1.16905e+08
20  11  9.22863e+07
20  12  7.94103e+07
20  13  9.6199e+07
20  14  1.42521e+08
20  15  1.18171e+08
20  16  1.03624e+08
20  17  9.1155e+07
20  18  1.22563e+08
20  19  9.85991e+07
20  20  9.93446e+07
20  21  8.66952e+07
20  22  9.13337e+07
20  23  9.49195e+07
20  24  1.01082e+08
20  25  9.56911e+07
20  26  8.5201e+07
20  27  7.89618e+07
20  28  9.33003e+07
20  29  1.02437e+08
20  30  1.11544e+08
20  31  1.10734e+08
20  32  1.48081e+08
20  33  2.14121e+08
20  34  1.08075e+08
20  35  8.44703e+07
20  36  1.06955e+08
20  37  9.67644e+07
20  38  7.98126e+07
20  39  1.1635e+08
20  40  8.78934e+07
20  41  6.71664e+07
20  42  6.34144e+07
20  43  6.11534e+07
20  44  8.13815e+07
20  45  7.82941e+07
20  46  7.41584e+07
20  47  9.45647e+07
20  48  9.33472e+07
20  49  7.76488e+07
20  50  7.85294e+07
21  0  1.41156e+08
21  1  1.0694e+08
21  2  9.99671e+07
21  3  1.04294e+08
21  4  1.26185e+08
21  5  9.43141e+07
21  6  7.7633e+07
21  7  9.39247e+07
21  8  9.20839e+07
21  9  1.46526e+08
21  10  1.30828e+08
21  11  7.73874e+07
21  12  7.99069e+07
21  13  1.16917e+08
21  14  1.59547e+08
21  15  1.50971e+08
21  16  1.07093e+08
21  17  1.24414e+08
21  18  9.81914e+07
21  19  9.4405e+07
21  20  9.37052e+07
21  21  9.28084e+07
21  22  1.02046e+08
21  23  9.9532e+07
21  24  9.72143e+07
21  25  9.99365e+07
21  26  8.34642e+07
21  27  8.12799e+07
21  28  9.56133e+07
21  29  9.98586e+07
21  30  1.16306e+08
21  31  9.77195e+07
21  32  2.68012e+08
21  33  2.49282e+08
21  34  1.11109e+08
21  35  1.03389e+08
21  36  1.05559e+08
21  37  1.02042e+08
21  38  8.06064e+07
21  39  1.18343e+08
21  40  9.17652e+07
21  41  8.0388e+07
21  42  6.31173e+07
21  43  9.05452e+07
21  44  7.97089e+07
21  45  7.90414e+07
21  46  8.12888e+07
21  47  8.30281e+07
21  48  7.80183e+07
21  49  8.88586e+07
21  50  7.39308e+07
22  0  1.24749e+08
22  1  1.24159e+08
22  2  9.7807e+07
22  3  1.08131e+08
22  4  9.91267e+07
22  5  9.35154e+07
22  6  9.76216e+07
22  7  8.60855e+07
22  8  6.85557e+07
22  9  1.68341e+08
22  10  9.52607e+07
22  11  1.06664e+08
22  12  7.97228e+07
22  13  1.26561e+08
22  14  2.04495e+08
22  15  1.54267e+08
22  16  1.31237e+08
22  17  1.51219e+08
22  18  9.9188e+07
22  19  1.0458e+08
22  20  9.10364e+07
22  21  8.77703e+07
22  22  9.3025e+07
22  23  8.81077e+07
22  24  1.08171e+08
22  25  8.71745e+07
22  26  9.25327e+07
22  27  9.95891e+07
22  28  9.34424e+07
22  29  9.59773e+07
22  30  9.64858e+07
22  31  9.52795e+07
22  32  1.61613e+08
22  33  2.20391e+08
22  34  9.78243e+07
22  35  9.31339e+07
22  36  1.00221e+08
22  37  1.22774e+08
