row  column  (images_25_1_306.edf Cu-K*images_25_1_306.edf Ar-K**2.3)
2  33  1.37306e+07
2  34  8.14686e+06
2  35  1.86809e+07
2  36  7.77041e+06
2  37  1.31883e+07
2  38  1.546e+07
2  39  1.66713e+07
2  40  2.45564e+07
2  41  2.12664e+07
2  42  7.8589e+06
2  43  1.10778e+07
2  44  1.69078e+07
2  45  1.3356e+07
2  46  1.31853e+07
2  47  7.60476e+06
2  48  9.47054e+06
2  49  1.80147e+07
2  50  1.82167e+07
3  0  6.8644e+06
3  1  6.41697e+06
3  2  7.14871e+06
3  3  5.20968e+06
3  4  9.85047e+06
3  5  5.78925e+06
3  6  5.8173e+06
3  7  1.51281e+07
3  8  1.12299e+07
3  9  9.05626e+06
3  10  1.39594e+07
3  11  5.86251e+06
3  12  1.68494e+07
3  13  1.24729e+07
3  14  0
3  15  2.15463e+07
3  16  0
3  17  6.5299e+06
3  18  0
3  19  654232
3  20  5.11221e+06
3  21  9.45319e+06
3  22  6.98598e+06
3  23  0
3  24  1.16024e+07
3  25  5.96376e+06
3  26  9.80144e+06
3  27  6.26793e+06
3  28  1.50383e+07
3  29  8.60289e+06
3  30  8.26762e+06
3  31  2.1711e+07
3  32  2.16317e+07
3  33  8.12991e+06
3  34  5.15476e+06
3  35  5.86466e+06
3  36  9.46019e+06
3  37  9.51712e+06
3  38  7.29179e+06
3  39  966307
3  40  1.08391e+07
3  41  1.71019e+07
3  42  8.59522e+06
3  43  1.70033e+07
3  44  1.91068e+07
3  45  4.3652e+06
3  46  4.14194e+06
3  47  1.97265e+07
3  48  3.98248e+06
3  49  1.32868e+07
3  50  293678
4  0  1.08808e+07
4  1  3.89521e+06
4  2  1.65199e+07
4  3  2.48173e+06
4  4  1.16991e+07
4  5  8.65395e+06
4  6  1.14356e+07
4  7  1.28017e+07
4  8  998431
4  9  1.59411e+07
4  10  1.57785e+07
4  11  2.69178e+07
4  12  1.13155e+07
4  13  8.87691e+06
4  14  9.63917e+06
4  15  3.01561e+06
4  16  9.83524e+06
4  17  1.54292e+07
4  18  5.59728e+06
4  19  1.43115e+07
4  20  2.28683e+06
4  21  4.45975e+06
4  22  216890
4  23  4.56526e+06
4  24  0
4  25  9.94395e+06
4  26  1.46043e+07
4  27  4.94568e+06
4  28  5.28461e+06
4  29  5.60238e+06
4  30  1.70708e+06
4  31  1.92397e+07
4  32  6.47327e+06
4  33  1.31514e+07
4  34  2.12521e+07
4  35  1.58516e+07
4  36  8.94567e+06
4  37  2.13761e+07
4  38  0
4  39  1.22636e+07
4  40  1.38724e+07
4  41  1.52249e+07
4  42  2.03838e+07
4  43  1.50455e+07
4  44  1.49471e+07
4  45  2.01645e+07
4  46  9.2441e+06
4  47  1.12547e+07
4  48  1.28346e+07
4  49  9.43227e+06
4  50  1.46077e+07
5  0  0
5  1  4.15345e+06
5  2  1.1965e+07
5  3  1.74691e+07
5  4  1.11594e+07
5  5  1.68086e+07
5  6  1.17195e+07
5  7  1.18805e+07
5  8  2.06191e+07
5  9  1.24522e+07
5  10  9.82095e+06
5  11  1.18413e+07
5  12  1.25925e+07
5  13  8.73554e+06
5  14  8.14383e+06
5  15  7.04205e+06
5  16  1.34206e+07
5  17  9.33726e+06
5  18  0
5  19  0
5  20  6.01084e+06
5  21  0
5  22  6.02774e+06
5  23  2.01097e+06
5  24  0
5  25  1.26099e+07
5  26  8.94804e+06
5  27  3.26947e+06
5  28  8.7973e+06
5  29  7.53234e+06
5  30  8.13307e+06
5  31  1.84908e+07
5  32  4.62662e+06
5  33  1.60327e+07
5  34  5.03161e+06
5  35  5.46927e+06
5  36  6.6845e+06
5  37  1.03234e+07
5  38  1.44635e+07
5  39  1.18846e+07
5  40  2.0871e+07
5  41  1.65335e+07
5  42  3.25297e+06
5  43  6.5106e+06
5  44  8.55787e+06
5  45  4.47472e+06
5  46  1.58727e+07
5  47  9.85867e+06
5  48  7.64275e+06
5  49  1.09235e+07
5  50  1.66409e+07
6  0  1.23034e+07
6  1  1.80443e+07
6  2  1.54123e+07
6  3  1.26602e+07
6  4  1.45298e+07
6  5  1.52753e+07
6  6  1.45146e+07
6  7  7.4488e+06
6  8  3.85885e+06
6  9  0
6  10  8.09468e+06
6  11  8.83193e+06
6  12  5.97417e+06
6  13  5.20388e+06
6  14  5.06365e+06
6  15  1.17598e+07
6  16  6.41144e+06
6  17  9.69204e+06
6  18  1.31121e+07
6  19  0
6  20  6.59318e+06
6  21  1.77863e+07
6  22  1.69472e+07
6  23  1.19013e+07
6  24  5.78247e+06
6  25  4.3374e+06
6  26  6.50389e+06
6  27  2.73425e+06
6  28  7.14516e+06
6  29  0
6  30  9.74262e+06
6  31  1.30009e+07
6  32  1.64956e+07
6  33  1.86835e+07
6  34  6.28526e+06
6  35  1.62937e+07
6  36  1.28512e+07
6  37  2.12538e+07
6  38  1.47123e+07
6  39  6.34991e+06
6  40  5.62867e+06
6  41  2.63096e+06
6  42  6.67294e+06
6  43  2.01338e+07
6  44  1.16967e+07
6  45  1.28931e+07
6  46  1.83272e+07
6  47  1.45343e+07
6  48  0
6  49  4.8875e+06
6  50  1.12166e+07
7  0  627468
7  1  1.86485e+07
7  2  9.09011e+06
7  3  3.60787e+06
7  4  1.47546e+07
7  5  1.57028e+07
7  6  2.23488e+06
7  7  9.53029e+06
7  8  5.6995e+06
7  9  1.85566e+07
7  10  1.57265e+07
7  11  1.09377e+07
7  12  5.18979e+06
7  13  1.95853e+07
7  14  2.84503e+06
7  15  2.48392e+07
7  16  1.03006e+07
7  17  1.18847e+07
7  18  7.3955e+06
7  19  9.06556e+06
7  20  1.19628e+06
7  21  1.08893e+07
7  22  7.17395e+06
7  23  1.51487e+07
7  24  5.22059e+06
7  25  9.02089e+06
7  26  6.93977e+06
7  27  2.4577e+06
7  28  726518
7  29  1.16596e+07
7  30  6.43195e+06
7  31  1.06102e+07
7  32  2.27065e+06
7  33  1.89112e+07
7  34  3.17033e+06
7  35  1.28208e+07
7  36  1.46262e+07
7  37  1.10243e+07
7  38  1.32185e+07
7  39  1.2645e+07
7  40  1.30898e+07
7  41  1.95865e+06
7  42  5.10393e+06
7  43  4.75667e+06
7  44  1.25336e+07
7  45  7.44332e+06
7  46  1.32189e+07
7  47  1.36047e+07
7  48  1.19923e+07
7  49  1.52396e+07
7  50  9.13853e+06
8  0  1.2718e+07
8  1  9.08976e+06
8  2  8.4861e+06
8  3  6.0809e+06
8  4  1.87448e+07
8  5  1.35372e+07
8  6  1.51991e+07
8  7  7.83872e+06
8  8  7.85073e+06
8  9  8.29229e+06
8  10  0
8  11  7.39055e+06
8  12  1.82831e+07
8  13  5.43557e+06
8  14  1.75407e+07
8  15  0
8  16  1.07526e+07
8  17  4.60922e+06
8  18  1.65008e+07
8  19  0
8  20  1.31749e+07
8  21  724948
8  22  8.42601e+06
8  23  0
8  24  0
8  25  1.44033e+07
8  26  7.5107e+06
8  27  0
8  28  5.05086e+06
8  29  4.14795e+06
8  30  966597
8  31  3.34723e+06
8  32  6.49476e+06
8  33  7.67867e+06
8  34  9.24476e+06
8  35  2.47654e+07
8  36  1.16236e+07
8  37  1.42482e+07
8  38  8.38437e+06
8  39  1.05317e+07
8  40  3.33336e+06
8  41  3.84609e+06
8  42  1.23373e+07
8  43  9.00947e+06
8  44  214289
8  45  9.92628e+06
8  46  7.62312e+06
8  47  0
8  48  9.166e+06
8  49  1.69323e+07
8  50  9.21582e+06
9  0  1.3014e+07
9  1  1.72478e+07
9  2  1.05577e+07
9  3  1.52069e+07
9  4  6.82803e+06
9  5  1.4838e+07
9  6  510127
9  7  1.42449e+07
9  8  1.72323e+07
9  9  2.07901e+07
9  10  1.23319e+07
9  11  1.20192e+07
9  12  1.23237e+07
9  13  9.94414e+06
9  14  1.04233e+07
9  15  5.61008e+06
9  16  7.78312e+06
9  17  9.0504e+06
9  18  5.47964e+06
9  19  137896
9  20  3.55704e+06
9  21  5.72514e+06
9  22  1.83692e+07
9  23  1.59994e+06
9  24  7.17139e+06
9  25  0
9  26  1.59028e+07
9  27  4.23336e+06
9  28  1.63056e+07
9  29  1.18322e+07
9  30  7.66328e+06
9  31  1.40538e+07
9  32  0
9  33  2.19248e+07
9  34  5.96313e+06
9  35  1.17238e+07
9  36  0
9  37  1.29067e+07
9  38  1.58247e+07
9  39  4.97197e+06
9  40  9.4474e+06
9  41  8.43598e+06
9  42  1.38323e+06
9  43  9.51834e+06
9  44  1.29033e+07
9  45  1.3678e+07
9  46  1.33652e+07
9  47  3.10669e+06
9  48  1.29947e+07
9  49  1.32554e+07
9  50  1.47703e+07
10  0  1.40586e+07
10  1  5.57321e+06
10  2  1.55505e+07
10  3  1.36853e+07
10  4  9.48039e+06
10  5  1.71917e+07
10  6  0
10  7  7.26191e+06
10  8  1.13529e+07
10  9  9.36354e+06
10  10  1.14449e+07
10  11  1.40336e+07
10  12  1.7701e+07
10  13  6.88695e+06
10  14  1.41197e+07
10  15  4.22305e+06
10  16  6.85533e+06
10  17  9.62473e+06
10  18  1.59812e+07
10  19  9.91148e+06
10  20  7.50789e+06
10  21  8.50888e+06
10  22  1.10347e+07
10  23  1.30788e+07
10  24  2.43508e+07
10  25  1.45589e+07
10  26  6.45967e+06
10  27  478167
10  28  1.8541e+07
10  29  1.42769e+06
10  30  4.09429e+06
10  31  1.38934e+07
10  32  1.48866e+07
10  33  1.61078e+07
10  34  1.83924e+07
10  35  8.95374e+06
10  36  1.79028e+07
10  37  1.81335e+07
10  38  7.718e+06
10  39  1.66932e+07
10  40  8.43076e+06
10  41  4.37222e+06
10  42  9.91403e+06
10  43  1.76704e+07
10  44  8.98121e+06
10  45  1.13512e+07
10  46  1.58215e+07
10  47  928668
10  48  1.04458e+07
10  49  6.05907e+06
10  50  1.07095e+07
11  0  1.37652e+07
11  1  0
11  2  4.69713e+06
11  3  6.93411e+06
11  4  1.11306e+07
11  5  1.13046e+07
11  6  1.52406e+07
11  7  2.07533e+07
11  8  2.67035e+06
11  9  0
11  10  1.88235e+07
11  11  1.4618e+07
11  12  5.50055e+06
11  13  1.43979e+07
11  14  1.57182e+07
11  15  9.76683e+06
11  16  1.33831e+07
11  17  8.78646e+06
11  18  1.00237e+07
11  19  1.73376e+07
11  20  443376
11  21  4.98413e+06
11  22  2.12152e+07
11  23  2.91511e+06
11  24  7.68898e+06
11  25  5.40889e+06
11  26  1.21643e+06
11  27  4.94352e+06
11  28  9.18604e+06
11  29  2.89175e+06
11  30  1.47322e+07
11  31  9.61176e+06
11  32  0
11  33  6.60426e+06
11  34  8.55205e+06
11  35  1.346e+07
11  36  1.30784e+07
11  37  3.98029e+06
11  38  2.6561e+06
11  39  5.60553e+06
11  40  9.37495e+06
11  41  8.98646e+06
11  42  1.81068e+07
11  43  1.54403e+07
11  44  4.89502e+06
11  45  2.13658e+07
11  46  1.00003e+07
11  47  1.28177e+07
11  48  1.60571e+06
11  49  9.37037e+06
11  50  8.17262e+06
12  0  7.70512e+06
12  1  1.39804e+07
12  2  1.6667e+07
12  3  1.12616e+07
12  4  1.28121e+07
12  5  1.99753e+07
12  6  1.69784e+07
12  7  2.10747e+07
12  8  775492
12  9  0
12  10  8.38201e+06
12  11  1.03501e+07
12  12  1.95333e+07
12  13  2.78789e+06
12  14  3.02355e+06
12  15  6.30704e+06
12  16  6.89082e+06
12  17  1.10175e+07
12  18  1.92068e+07
12  19  7.73182e+06
12  20  1.40403e+07
12  21  1.18461e+07
12  22  1.10177e+07
12  23  9.26399e+06
12  24  1.34407e+07
12  25  1.4076e+07
12  26  7.5047e+06
12  27  1.77009e+07
12  28  1.41665e+07
12  29  8.79713e+06
12  30  1.39567e+07
12  31  1.5026e+07
12  32  7.15644e+06
12  33  1.36902e+07
12  34  1.22153e+07
12  35  1.43993e+07
12  36  3.29368e+06
12  37  1.64671e+07
12  38  7.10745e+06
12  39  7.58078e+06
12  40  3.43218e+06
12  41  1.5149e+07
12  42  2.14391e+06
12  43  0
12  44  3.97614e+06
12  45  6.54655e+06
12  46  1.3553e+07
12  47  8.00664e+06
12  48  5.8209e+06
12  49  4.55569e+06
12  50  5.27407e+06
13  0  1.762e+07
13  1  8.95882e+06
13  2  9.28113e+06
13  3  1.72745e+07
13  4  1.14578e+07
13  5  4.51742e+06
13  6  2.02441e+07
13  7  1.15887e+07
13  8  6.52872e+06
13  9  1.07622e+07
13  10  7.21538e+06
13  11  1.08857e+07
13  12  1.91131e+07
13  13  1.18932e+07
13  14  2.1458e+07
13  15  2.60868e+07
13  16  2.11201e+07
13  17  9.53005e+06
13  18  2.58139e+06
13  19  8.64024e+06
13  20  1.64952e+07
13  21  9.58953e+06
13  22  7.19838e+06
13  23  1.27524e+07
13  24  1.85564e+07
13  25  1.26479e+07
13  26  1.36003e+07
13  27  2.90018e+06
13  28  0
13  29  5.45082e+06
13  30  5.28819e+06
13  31  6.3612e+06
13  32  7.96308e+06
13  33  1.7355e+07
13  34  6.84985e+06
13  35  1.01163e+07
13  36  5.12458e+06
13  37  1.36459e+07
13  38  3.10418e+06
13  39  1.08776e+07
13  40  0
13  41  0
13  42  1.18665e+06
13  43  5.60422e+06
13  44  1.13501e+06
13  45  1.45461e+07
13  46  5.22193e+06
13  47  1.22485e+07
13  48  3.23754e+06
13  49  1.18154e+07
13  50  4.70892e+06
14  0  1.67467e+07
14  1  2.39239e+07
14  2  9.27496e+06
14  3  2.29759e+06
14  4  9.27641e+06
14  5  6.7231e+06
14  6  1.78552e+07
14  7  0
14  8  0
14  9  1.69417e+07
14  10  4.32432e+06
14  11  1.06085e+07
14  12  1.97566e+07
14  13  1.67446e+07
14  14  1.5368e+07
14  15  1.30681e+07
14  16  6.3197e+06
14  17  1.7593e+07
14  18  1.37718e+07
14  19  7.43836e+06
14  20  9.38495e+06
14  21  1.19277e+07
14  22  5.44032e+06
14  23  8.9679e+06
14  24  4.80424e+06
14  25  1.27004e+07
14  26  1.36934e+07
14  27  7.65727e+06
14  28  9.38601e+06
14  29  1.7644e+07
14  30  1.48491e+07
14  31  4.06549e+06
14  32  0
14  33  2.76632e+07
14  34  4.27371e+06
14  35  1.71414e+07
14  36  7.08382e+06
14  37  8.22913e+06
14  38  1.46136e+07
14  39  6.1949e+06
14  40  2.4368e+07
14  41  0
14  42  0
14  43  8.29285e+06
14  44  0
14  45  8.24902e+06
14  46  1.25422e+07
14  47  0
14  48  6.33117e+06
14  49  6.98333e+06
14  50  1.16122e+07
15  0  9.31394e+06
15  1  1.28942e+07
15  2  5.6571e+06
15  3  1.26686e+07
15  4  1.46293e+07
15  5  1.25739e+07
15  6  1.28403e+07
15  7  1.82431e+07
15  8  8.38146e+06
15  9  2.65258e+06
15  10  7.63336e+06
15  11  1.5687e+07
15  12  8.70741e+06
15  13  1.10335e+07
15  14  6.33708e+06
15  15  1.7758e+07
15  16  8.50844e+06
15  17  4.47078e+06
15  18  1.1989e+07
15  19  9.70027e+06
15  20  8.45674e+06
15  21  1.61732e+07
15  22  7.45805e+06
15  23  1.72208e+07
15  24  9.71392e+06
15  25  1.44022e+07
15  26  1.18655e+07
15  27  0
15  28  7.61813e+06
15  29  8.97846e+06
15  30  5.95608e+06
15  31  8.22288e+06
15  32  1.27143e+07
15  33  8.79864e+06
15  34  7.58934e+06
15  35  2.86179e+06
15  36  1.04786e+07
15  37  1.48721e+06
15  38  1.59468e+06
15  39  4.72608e+06
15  40  7.89572e+06
15  41  1.76495e+06
15  42  0
15  43  1.58106e+07
15  44  371701
15  45  1.1535e+06
15  46  1.5799e+07
15  47  1.31665e+07
15  48  1.67153e+07
15  49  1.25868e+07
15  50  1.42995e+07
16  0  1.33646e+07
16  1  1.34216e+07
16  2  1.47117e+07
16  3  1.05283e+07
16  4  1.37111e+07
16  5  1.31915e+07
16  6  1.23363e+07
16  7  1.40672e+07
16  8  4.06188e+06
16  9  1.22774e+07
16  10  1.28899e+07
16  11  6.65903e+06
16  12  8.04478e+06
16  13  9.38735e+06
16  14  9.8619e+06
16  15  1.43818e+07
16  16  1.81631e+06
16  17  1.22177e+07
16  18  7.55574e+06
16  19  8.17123e+06
16  20  1.20116e+07
16  21  1.02051e+07
16  22  4.44173e+06
16  23  1.22696e+07
16  24  1.4344e+07
16  25  1.11903e+07
16  26  1.65569e+07
16  27  8.77153e+06
16  28  6.95816e+06
16  29  1.37017e+07
16  30  1.28227e+07
16  31  0
16  32  9.07456e+06
16  33  9.59872e+06
16  34  3.04706e+06
16  35  7.13269e+06
16  36  4.05826e+06
16  37  1.42395e+07
16  38  1.30203e+07
16  39  6.03233e+06
16  40  4.33876e+06
16  41  882359
16  42  0
16  43  8.05231e+06
16  44  0
16  45  7.23441e+06
16  46  9.44668e+06
16  47  9.61026e+06
16  48  1.30069e+07
16  49  6.00011e+06
16  50  6.52705e+06
17  0  6.03966e+06
17  1  1.44461e+07
17  2  1.26054e+07
17  3  1.42822e+07
17  4  4.27575e+06
17  5  1.58399e+07
17  6  1.248e+07
17  7  1.78235e+07
17  8  501874
17  9  7.46658e+06
17  10  1.55752e+07
17  11  9.91562e+06
17  12  1.57498e+07
17  13  1.199e+07
17  14  1.2494e+07
17  15  7.48632e+06
17  16  6.39293e+06
17  17  7.39348e+06
17  18  1.40515e+07
17  19  1.40362e+07
17  20  2.51223e+06
17  21  1.42017e+07
17  22  1.21246e+07
17  23  8.05125e+06
17  24  2.25626e+07
17  25  1.67133e+07
17  26  1.94101e+07
17  27  2.12252e+07
17  28  9.08634e+06
17  29  2.40033e+07
17  30  8.63491e+06
17  31  1.63533e+07
17  32  1.50634e+07
17  33  9.29409e+06
17  34  2.3089e+07
17  35  6.42994e+06
17  36  1.70464e+07
17  37  1.62676e+07
17  38  1.92236e+07
17  39  2.59825e+07
17  40  5.61307e+06
17  41  4.16312e+06
17  42  369671
17  43  2.60152e+06
17  44  1.5926e+07
17  45  3.62929e+06
17  46  1.25842e+07
17  47  1.21278e+07
17  48  0
17  49  4.43897e+06
17  50  7.57236e+06
18  0  1.14625e+07
18  1  7.89316e+06
18  2  1.2625e+07
18  3  9.9519e+06
18  4  1.14094e+07
18  5  224279
18  6  0
18  7  7.40665e+06
18  8  1.03327e+07
18  9  4.31581e+06
18  10  7.60108e+06
18  11  1.37265e+07
18  12  5.86217e+06
18  13  6.07283e+06
18  14  1.21747e+07
18  15  2.052e+07
18  16  2.31061e+07
18  17  1.01074e+07
18  18  1.15156e+07
18  19  1.82794e+07
18  20  470493
18  21  1.16074e+07
18  22  8.64914e+06
18  23  1.02934e+07
18  24  9.35265e+06
18  25  1.27839e+07
18  26  7.36363e+06
18  27  9.03938e+06
18  28  1.31898e+07
18  29  2.05418e+07
18  30  1.57305e+07
18  31  1.62899e+07
18  32  1.4624e+07
18  33  5.98742e+06
18  34  1.7788e+07
18  35  7.6258e+06
18  36  1.27366e+07
18  37  3.60276e+06
18  38  1.09996e+07
18  39  1.55255e+07
18  40  1.2908e+07
18  41  3.55109e+06
18  42  1.64246e+06
18  43  8.09287e+06
18  44  1.37455e+07
18  45  1.79161e+07
18  46  0
18  47  1.5968e+07
18  48  4.8102e+06
18  49  582301
18  50  2.63466e+06
19  0  1.01625e+07
19  1  1.88489e+07
19  2  5.61444e+06
19  3  7.60002e+06
19  4  1.72602e+07
19  5  1.05456e+07
19  6  1.65862e+07
19  7  1.21911e+07
19  8  1.03761e+07
19  9  6.76415e+06
19  10  1.63677e+07
19  11  1.96628e+07
19  12  1.22946e+07
19  13  1.42812e+07
19  14  2.33569e+07
19  15  1.79531e+07
19  16  1.01447e+07
19  17  2.04346e+07
19  18  2.45419e+07
19  19  1.16478e+07
19  20  1.47986e+07
19  21  1.71535e+07
19  22  1.28922e+07
19  23  1.59029e+07
19  24  8.65299e+06
19  25  1.03259e+07
19  26  1.51744e+07
19  27  1.71457e+07
19  28  1.0226e+07
19  29  2.90785e+07
19  30  1.11193e+07
19  31  1.4303e+07
19  32  5.62343e+06
19  33  1.04695e+07
19  34  7.60133e+06
19  35  1.43777e+07
19  36  1.00234e+07
19  37  1.9578e+07
19  38  1.96984e+07
19  39  7.08341e+06
19  40  0
19  41  0
19  42  9.82901e+06
19  43  6.07876e+06
19  44  7.86029e+06
19  45  5.16816e+06
19  46  5.5106e+06
19  47  7.85369e+06
19  48  1.5761e+07
19  49  2.12655e+07
19  50  1.16368e+07
20  0  0
20  1  1.31934e+07
20  2  1.28103e+07
20  3  2.9418e+07
20  4  1.36775e+07
20  5  5.95831e+06
20  6  1.37783e+07
20  7  8.53503e+06
20  8  1.06389e+07
20  9  1.77092e+07
20  10  1.22291e+07
20  11  1.25627e+07
20  12  1.523e+07
20  13  5.03037e+06
20  14  1.34949e+07
20  15  1.95269e+07
20  16  1.9196e+07
20  17  1.13228e+07
20  18  4.91728e+06
20  19  9.54512e+06
20  20  1.76078e+07
20  21  5.60427e+06
20  22  1.16909e+07
20  23  1.59363e+07
20  24  9.35138e+06
20  25  1.51789e+07
20  26  2.16646e+07
20  27  1.16854e+07
20  28  1.58029e+07
20  29  1.65233e+07
20  30  1.28752e+07
20  31  1.05901e+07
20  32  1.55978e+07
20  33  8.97865e+06
20  34  1.7715e+07
20  35  9.01695e+06
20  36  5.59189e+06
20  37  214229
20  38  1.41862e+07
20  39  1.32404e+07
20  40  9.56409e+06
20  41  0
20  42  7.51883e+06
20  43  2.1262e+07
20  44  4.74181e+06
20  45  0
20  46  7.21435e+06
20  47  2.77527e+06
20  48  6.37863e+06
20  49  4.46902e+06
20  50  1.15868e+07
21  0  24032.1
21  1  1.23488e+07
21  2  1.9963e+07
21  3  1.75042e+07
21  4  2.18768e+07
21  5  1.60208e+07
21  6  9.12559e+06
21  7  4.85884e+06
21  8  1.84415e+07
21  9  1.69767e+07
21  10  1.26311e+07
21  11  1.2414e+07
21  12  4.88468e+06
21  13  1.05063e+07
21  14  1.90509e+07
21  15  2.36399e+07
21  16  2.22159e+07
21  17  1.71811e+07
21  18  7.61459e+06
21  19  2.26138e+07
21  20  3.60683e+06
21  21  2.73125e+07
21  22  7.46216e+06
21  23  1.01912e+07
21  24  1.27451e+07
21  25  1.30561e+07
21  26  1.79729e+07
21  27  1.30966e+07
21  28  1.40725e+07
21  29  6.38434e+06
21  30  1.50119e+07
21  31  1.18197e+07
21  32  8.28925e+06
21  33  1.30531e+07
21  34  1.64145e+07
21  35  1.21777e+07
21  36  1.38994e+07
21  37  2.00948e+07
21  38  1.8591e+07
21  39  4.40741e+06
21  40  1.66968e+07
21  41  6.45585e+06
21  42  1.10717e+07
21  43  8.90224e+06
21  44  1.62433e+07
21  45  1.91725e+06
21  46  2.25238e+07
21  47  2.18165e+07
21  48  4.9616e+06
21  49  5.89042e+06
21  50  1.20276e+07
22  0  1.4301e+07
22  1  336912
22  2  1.14182e+07
22  3  7.99291e+06
22  4  9.9869e+06
22  5  3.45871e+06
22  6  0
22  7  8.56821e+06
22  8  7.40373e+06
22  9  1.54001e+07
22  10  1.1124e+07
22  11  6.15314e+06
22  12  1.09358e+07
22  13  1.22655e+07
22  14  2.86766e+07
22  15  2.42175e+07
22  16  2.27745e+07
22  17  9.46851e+06
22  18  1.18684e+07
22  19  1.51323e+07
22  20  1.01185e+07
22  21  775514
22  22  1.23067e+07
22  23  2.12424e+07
22  24  6.49339e+06
22  25  4.6912e+06
22  26  1.22356e+07
22  27  1.68696e+07
22  28  8.8553e+06
22  29  1.4019e+07
22  30  357925
22  31  1.35911e+07
22  32  1.19775e+07
22  33  8.5377e+06
22  34  1.12517e+07
22  35  1.63671e+07
22  36  1.10319e+07
22  37  1.89762e+07
22  38  1.58355e+07
22  39  1.01701e+07
22  40  1.01846e+07
22  41  4.9144e+06
22  42  1.04745e+07
22  43  8.69393e+06
22  44  1.64746e+07
22  45  2.41972e+07
22  46  6.91446e+06
22  47  1.46691e+07
22  48  1.1789e+07
22  49  9.73521e+06
22  50  2.30945e+07
23  0  3.73798e+06
23  1  6.43015e+06
23  2  7.79729e+06
23  3  7.81179e+06
23  4  1.25358e+07
23  5  1.45305e+07
23  6  6.98023e+06
23  7  2.05699e+07
23  8  1.95729e+06
23  9  9.37317e+06
23  10  1.38257e+07
23  11  2.08454e+07
23  12  1.00982e+07
23  13  7.02371e+06
23  14  1.68428e+07
23  15  2.70167e+07
23  16  4.52122e+06
23  17  1.17829e+07
23  18  1.06731e+07
23  19  1.48207e+07
23  20  5.74411e+06
23  21  8.74235e+06
23  22  9.05738e+06
23  23  4.11132e+06
23  24  4.14046e+06
23  25  1.30647e+07
23  26  1.67267e+07
23  27  5.4744e+06
23  28  7.27944e+06
23  29  2.22603e+07
23  30  2.1648e+06
