row  column  (images_14_017.edf S-K*images_14_017.edf Ar-K**(2.3))
50  66  1.9427e+07
50  67  1.82891e+07
50  68  1.79765e+07
50  69  4.64143e+07
50  70  6.32707e+07
50  71  3.61764e+07
50  72  6.49754e+07
50  73  5.93983e+07
50  74  2.27301e+07
50  75  2.20472e+07
50  76  1.92186e+07
50  77  1.00394e+07
50  78  1.79072e+07
50  79  3.68884e+06
50  80  7.73469e+06
50  81  1.20983e+07
50  82  3.62788e+06
50  83  1.48142e+06
50  84  1.03257e+07
50  85  1.03544e+07
50  86  5.38234e+06
50  87  1.44985e+07
50  88  2.14387e+07
50  89  7.8052e+06
50  90  9.30097e+06
50  91  5.56787e+06
50  92  1.29647e+07
50  93  1.90447e+07
50  94  1.48499e+07
50  95  1.29475e+07
50  96  1.1379e+07
50  97  1.52807e+07
50  98  3.6971e+06
50  99  1.1976e+07
50  100  1.79054e+07
51  0  4.88306e+07
51  1  5.42303e+07
51  2  4.33528e+07
51  3  4.49949e+07
51  4  4.19058e+07
51  5  3.8706e+07
51  6  3.99336e+07
51  7  3.47843e+07
51  8  4.41246e+07
51  9  5.07359e+07
51  10  4.22466e+07
51  11  3.99285e+07
51  12  7.49962e+07
51  13  5.62591e+07
51  14  4.57698e+07
51  15  3.08173e+07
51  16  3.46053e+07
51  17  2.56668e+07
51  18  4.27836e+07
51  19  1.81113e+07
51  20  1.83425e+07
51  21  1.13947e+07
51  22  1.17938e+07
51  23  1.2052e+07
51  24  2.15184e+07
51  25  3.90785e+07
51  26  3.35606e+07
51  27  4.18343e+07
51  28  1.83795e+07
51  29  4.50905e+07
51  30  1.9039e+07
51  31  2.05979e+07
51  32  1.75207e+07
51  33  1.56214e+07
51  34  1.76419e+07
51  35  2.63411e+07
51  36  1.26499e+07
51  37  1.10223e+07
51  38  1.63211e+07
51  39  1.86096e+07
51  40  1.99882e+07
51  41  7.23124e+06
51  42  4.39409e+06
51  43  1.77832e+07
51  44  1.07948e+07
51  45  1.15654e+07
51  46  8.03206e+06
51  47  5.4195e+06
51  48  1.0978e+07
51  49  4.7192e+06
51  50  3.29214e+06
51  51  2.79855e+06
51  52  1.06584e+07
51  53  2.49684e+06
51  54  1.60988e+07
51  55  9.71192e+06
51  56  1.64259e+07
51  57  1.46424e+07
51  58  1.06261e+07
51  59  2.38382e+06
51  60  1.42495e+07
51  61  1.73194e+07
51  62  1.32663e+07
51  63  5.35062e+06
51  64  9.7367e+06
51  65  7.96019e+06
51  66  1.97623e+07
51  67  1.13298e+07
51  68  1.85402e+07
51  69  4.1856e+07
51  70  6.43807e+07
51  71  5.39091e+07
51  72  4.07182e+07
51  73  4.48198e+07
51  74  3.20367e+07
51  75  1.70013e+07
51  76  2.08228e+07
51  77  6.77918e+06
51  78  2.57737e+07
51  79  2.38554e+07
51  80  1.13222e+07
51  81  2.93224e+06
51  82  1.21768e+07
51  83  1798.6
51  84  8.16608e+06
51  85  1.64468e+07
51  86  1.44623e+07
51  87  7.50096e+06
51  88  9.49078e+06
51  89  1.86344e+06
51  90  9.58296e+06
51  91  6.98129e+06
51  92  1.00448e+07
51  93  8.96052e+06
51  94  2.22007e+07
51  95  1.86604e+07
51  96  9.38897e+06
51  97  9.6762e+06
51  98  5.94121e+06
51  99  1.41823e+07
51  100  2.73865e+07
52  0  4.45905e+07
52  1  4.91129e+07
52  2  2.80683e+07
52  3  4.25956e+07
52  4  3.98451e+07
52  5  5.05765e+07
52  6  3.03075e+07
52  7  4.73122e+07
52  8  5.07393e+07
52  9  3.70576e+07
52  10  4.61856e+07
52  11  3.42256e+07
52  12  3.80111e+07
52  13  7.40324e+07
52  14  4.31335e+07
52  15  4.65432e+07
52  16  5.15294e+07
52  17  2.90034e+07
52  18  2.31996e+07
52  19  2.20003e+07
52  20  3.18522e+07
52  21  2.32204e+07
52  22  1.57867e+07
52  23  7.53755e+06
52  24  2.99888e+07
52  25  3.93906e+07
52  26  3.02999e+07
52  27  1.85587e+07
52  28  2.60691e+07
52  29  2.22869e+07
52  30  4.73755e+07
52  31  3.42536e+07
52  32  1.78202e+07
52  33  3.64134e+07
52  34  2.02072e+07
52  35  3.3216e+07
52  36  1.83715e+07
52  37  1.91895e+07
52  38  2.34644e+07
52  39  2.5129e+07
52  40  2.40786e+07
52  41  8.81053e+06
52  42  1.68936e+07
52  43  1.73991e+07
52  44  4.85962e+06
52  45  1.2454e+07
52  46  8.7226e+06
52  47  9.25817e+06
52  48  1.07388e+07
52  49  2.5832e+07
52  50  8.16713e+06
52  51  8.32971e+06
52  52  1.74008e+07
52  53  8.18771e+06
52  54  1.21872e+07
52  55  1.76886e+07
52  56  1.47545e+07
52  57  1.84998e+07
52  58  0
52  59  8.13883e+06
52  60  1.1565e+07
52  61  7.11505e+06
52  62  1.24713e+07
52  63  1.98879e+07
52  64  1.30513e+07
52  65  1.34723e+07
52  66  1.4968e+07
52  67  2.67384e+07
52  68  3.37453e+07
52  69  5.01709e+07
52  70  5.128e+07
52  71  4.59696e+07
52  72  2.89761e+07
52  73  3.25536e+07
52  74  3.73826e+07
52  75  4.05956e+07
52  76  3.70384e+07
52  77  1.89609e+07
52  78  2.36857e+07
52  79  1.23054e+07
52  80  1.9506e+07
52  81  8.9607e+06
52  82  1.54038e+07
52  83  1.30434e+07
52  84  3.2625e+06
52  85  2.00538e+07
52  86  1.46598e+07
52  87  9.74462e+06
52  88  1.44326e+07
52  89  4.45965e+06
52  90  2.62308e+07
52  91  7.63991e+06
52  92  7.73082e+06
52  93  1.31814e+07
52  94  1.06575e+07
52  95  1.64208e+07
52  96  1.33371e+07
52  97  6.03587e+06
52  98  1.54798e+07
52  99  2.28591e+07
52  100  1.46498e+07
53  0  3.33805e+07
53  1  2.85008e+07
53  2  4.14132e+07
53  3  3.93115e+07
53  4  4.95339e+07
53  5  4.83596e+07
53  6  4.62859e+07
53  7  3.77146e+07
53  8  4.84145e+07
53  9  4.82862e+07
53  10  4.07051e+07
53  11  5.11269e+07
53  12  7.37151e+07
53  13  3.87327e+07
53  14  3.77579e+07
53  15  4.05103e+07
53  16  4.72998e+07
53  17  3.63047e+07
53  18  1.20508e+07
53  19  2.9624e+07
53  20  2.08811e+07
53  21  1.80359e+07
53  22  7.99725e+06
53  23  1.72191e+07
53  24  3.51552e+07
53  25  2.13418e+07
53  26  4.32942e+07
53  27  1.49547e+07
53  28  2.91928e+07
53  29  3.88455e+07
53  30  3.45062e+07
53  31  2.06948e+07
53  32  2.44105e+07
53  33  2.23153e+07
53  34  1.55332e+07
53  35  2.70566e+07
53  36  2.83566e+07
53  37  2.09591e+07
53  38  1.22337e+07
53  39  2.84944e+07
53  40  1.44108e+07
53  41  1.13563e+07
53  42  5.12456e+06
53  43  9.11999e+06
53  44  9.63906e+06
53  45  1.20074e+07
53  46  6.87526e+06
53  47  7.23569e+06
53  48  7.83096e+06
53  49  5.04616e+06
53  50  1.54423e+07
53  51  8.76411e+06
53  52  8.33022e+06
53  53  7.29639e+06
53  54  7.18809e+06
53  55  2.35906e+07
53  56  1.04633e+07
53  57  1.57043e+07
53  58  1.38532e+07
53  59  1.00193e+07
53  60  1.93681e+07
53  61  1.70852e+07
53  62  1.18528e+07
53  63  6.62554e+06
53  64  7.60888e+06
53  65  1.3525e+07
53  66  1.40941e+07
53  67  1.47497e+07
53  68  2.79763e+07
53  69  5.28506e+07
53  70  4.98709e+07
53  71  4.39325e+07
53  72  3.60025e+07
53  73  3.25828e+07
53  74  3.78456e+07
53  75  1.66954e+07
53  76  1.25376e+07
53  77  1.15841e+07
53  78  9.11167e+06
53  79  1.03496e+07
53  80  7.99067e+06
53  81  6.11367e+06
53  82  7.74081e+06
53  83  8.99297e+06
53  84  1.28793e+07
53  85  7.26646e+06
53  86  1.52031e+07
53  87  1.93232e+07
53  88  1.0227e+07
53  89  1.22671e+07
53  90  1.94371e+07
53  91  1.69473e+07
53  92  1.09568e+07
53  93  9.60849e+06
53  94  1.32025e+07
53  95  9.4864e+06
53  96  2.21998e+07
53  97  2.58902e+07
53  98  2.17099e+07
53  99  2.47138e+07
53  100  3.04439e+07
54  0  1.69464e+07
54  1  4.7321e+07
54  2  4.2141e+07
54  3  3.89768e+07
54  4  3.73074e+07
54  5  4.53484e+07
54  6  3.19413e+07
54  7  5.12926e+07
54  8  5.2731e+07
54  9  3.91071e+07
54  10  5.85878e+07
54  11  5.47491e+07
54  12  7.33593e+07
54  13  6.2408e+07
54  14  4.6879e+07
54  15  4.4499e+07
54  16  3.21613e+07
54  17  3.45131e+07
54  18  3.42457e+07
54  19  1.52618e+07
54  20  1.34407e+07
54  21  2.16974e+07
54  22  1.80781e+07
54  23  2.91496e+07
54  24  2.31503e+07
54  25  2.18692e+07
54  26  3.14368e+07
54  27  3.03357e+07
54  28  1.67779e+07
54  29  3.12415e+07
54  30  3.17577e+07
54  31  3.13731e+07
54  32  2.01798e+07
54  33  2.52268e+07
54  34  2.46238e+07
54  35  3.60607e+07
54  36  1.1182e+07
54  37  1.63443e+07
54  38  1.76556e+07
54  39  3.11316e+07
54  40  1.72849e+07
54  41  2.46819e+07
54  42  1.33248e+07
54  43  1.06876e+07
54  44  1.23101e+07
54  45  3.84482e+06
54  46  1.07105e+07
54  47  1.49431e+07
54  48  1.37711e+06
54  49  3.29766e+07
54  50  1.16855e+07
54  51  1.71902e+07
54  52  0
54  53  2.20735e+07
54  54  1.31112e+07
54  55  1.74294e+07
54  56  9.43144e+06
54  57  1.05059e+07
54  58  2.45065e+07
54  59  2.56813e+07
54  60  2.22829e+07
54  61  1.34243e+07
54  62  1.5587e+07
54  63  1.36884e+07
54  64  2.21259e+06
54  65  1.06938e+07
54  66  2.19846e+07
54  67  6.35975e+06
54  68  5.25357e+07
54  69  3.41904e+07
54  70  4.85202e+07
54  71  2.22618e+07
54  72  4.24322e+07
54  73  4.16648e+07
54  74  3.0796e+07
54  75  2.22305e+07
54  76  1.18175e+07
54  77  1.65466e+07
54  78  3.17565e+07
54  79  1.9423e+07
54  80  7.80105e+06
54  81  1.54135e+07
54  82  1.08218e+07
54  83  7.53224e+06
54  84  1.49771e+07
54  85  3.96037e+06
54  86  1.42613e+07
54  87  8.57713e+06
54  88  1.0685e+07
54  89  5.50699e+06
54  90  9.86282e+06
54  91  6.19627e+06
54  92  496799
54  93  1.22055e+07
54  94  9.59132e+06
54  95  1.21897e+07
54  96  2.22591e+07
54  97  2.12884e+07
54  98  1.67732e+07
54  99  2.18358e+07
54  100  2.22766e+07
55  0  3.82447e+07
55  1  5.69842e+07
55  2  2.17135e+07
55  3  4.44686e+07
55  4  4.8875e+07
55  5  3.11847e+07
55  6  3.09136e+07
55  7  5.19684e+07
55  8  4.05366e+07
55  9  4.44361e+07
55  10  5.61806e+07
55  11  4.35742e+07
55  12  4.51825e+07
55  13  4.98195e+07
55  14  4.27848e+07
55  15  5.5338e+07
55  16  4.96287e+07
55  17  4.38839e+07
55  18  4.33055e+07
55  19  2.2394e+07
55  20  1.90128e+07
55  21  3.17246e+07
55  22  1.58186e+07
55  23  1.83637e+07
55  24  2.51583e+07
55  25  1.51048e+07
55  26  2.87004e+07
55  27  1.86844e+07
55  28  2.43915e+07
55  29  3.10478e+07
55  30  3.05166e+07
55  31  2.21803e+07
55  32  2.18617e+07
55  33  1.26735e+07
55  34  1.75717e+07
55  35  2.17272e+07
55  36  2.98706e+07
55  37  1.36823e+07
55  38  1.44021e+07
55  39  1.07226e+07
55  40  9.79377e+06
55  41  8.21927e+06
55  42  1.12476e+07
55  43  1.26891e+07
55  44  8.41883e+06
55  45  4.69245e+06
55  46  9.7841e+06
55  47  2.2436e+06
55  48  1.77172e+07
55  49  3.68341e+06
55  50  8.44718e+06
55  51  1.07753e+07
55  52  1.84312e+07
55  53  1.67609e+07
55  54  7.73514e+06
55  55  1.67524e+07
55  56  1.3001e+07
55  57  2.01938e+07
55  58  1.55754e+07
55  59  1.11529e+07
55  60  1.54294e+07
55  61  1.52615e+07
55  62  1.22543e+07
55  63  1.73893e+07
55  64  9.88047e+06
55  65  1.78815e+07
55  66  7.2583e+06
55  67  2.58247e+07
55  68  2.71175e+07
55  69  5.27853e+07
55  70  4.73837e+07
55  71  4.04789e+07
55  72  3.71027e+07
55  73  5.72604e+07
55  74  3.40802e+07
55  75  2.11849e+07
55  76  1.6521e+07
55  77  2.00714e+07
55  78  1.40533e+07
55  79  1.29804e+07
55  80  1.04701e+07
55  81  1.41927e+07
55  82  1.4273e+07
55  83  9.80379e+06
55  84  8.11066e+06
55  85  7.58132e+06
55  86  1.11015e+07
55  87  2.09563e+07
55  88  9.96222e+06
55  89  7.73961e+06
55  90  1.61344e+07
55  91  1.13398e+07
55  92  1.99366e+07
55  93  2.17241e+07
55  94  1.21916e+07
55  95  2.24294e+07
55  96  2.15703e+07
55  97  1.53686e+07
55  98  2.63681e+07
55  99  1.97766e+07
55  100  2.56907e+07
56  0  3.44764e+07
56  1  4.41046e+07
56  2  3.27474e+07
56  3  4.04307e+07
56  4  5.9801e+07
56  5  4.42034e+07
56  6  3.21661e+07
56  7  4.02677e+07
56  8  4.95774e+07
56  9  3.7363e+07
56  10  4.96039e+07
56  11  5.00761e+07
56  12  4.91495e+07
56  13  5.25532e+07
56  14  6.24555e+07
56  15  2.70926e+07
56  16  3.10906e+07
56  17  5.25024e+07
56  18  2.25956e+07
56  19  2.75807e+07
56  20  1.3817e+07
56  21  2.67067e+07
56  22  1.48154e+07
56  23  2.4606e+07
56  24  1.43505e+07
56  25  3.5736e+07
56  26  2.50758e+07
56  27  3.75416e+07
56  28  2.2939e+07
56  29  2.58042e+07
56  30  1.78325e+07
56  31  1.9569e+07
56  32  2.52727e+07
56  33  2.79674e+07
56  34  2.49553e+07
56  35  1.66403e+07
56  36  2.49959e+07
56  37  2.10203e+07
56  38  2.40748e+07
56  39  1.38502e+07
56  40  1.63636e+07
56  41  6.92986e+06
56  42  9.22219e+06
56  43  1.51808e+07
56  44  1.39522e+07
56  45  5.86225e+06
56  46  7.90477e+06
56  47  1.91291e+07
56  48  1.22807e+07
56  49  8.69775e+06
56  50  1.55534e+07
56  51  3.40858e+06
56  52  1.537e+07
56  53  1.87829e+07
56  54  1.71136e+07
56  55  2.71584e+07
56  56  1.18843e+07
56  57  2.04613e+07
56  58  1.09554e+07
56  59  3.31573e+06
56  60  8.00276e+06
56  61  9.47342e+06
56  62  1.31553e+07
56  63  2.52124e+07
56  64  2.22047e+07
56  65  9.53994e+06
56  66  2.50892e+07
56  67  3.46322e+07
56  68  1.93868e+07
56  69  5.76354e+07
56  70  4.31705e+07
56  71  3.62617e+07
56  72  5.7147e+07
56  73  3.04009e+07
56  74  3.11826e+07
56  75  3.08586e+07
56  76  1.65006e+07
56  77  2.7264e+07
56  78  2.31378e+07
56  79  1.90456e+07
56  80  1.55555e+07
56  81  1.29648e+07
56  82  2.5784e+06
56  83  1.03303e+07
56  84  6.34748e+06
56  85  3.33031e+06
56  86  8.12485e+06
56  87  7.0505e+06
56  88  1.21525e+07
56  89  2.36534e+07
56  90  8.11713e+06
56  91  1.75568e+07
56  92  1.11472e+07
56  93  1.81798e+07
56  94  1.45117e+07
56  95  2.9251e+07
56  96  3.08215e+07
56  97  2.02758e+07
56  98  1.7508e+07
56  99  2.78586e+07
56  100  2.42683e+07
57  0  3.42111e+07
57  1  3.94401e+07
57  2  3.78959e+07
57  3  3.78147e+07
57  4  5.47695e+07
57  5  1.82569e+07
57  6  3.66701e+07
57  7  3.65173e+07
57  8  3.99516e+07
57  9  3.98248e+07
57  10  5.18427e+07
57  11  5.69382e+07
57  12  5.22269e+07
57  13  7.00069e+07
57  14  3.21506e+07
57  15  2.49057e+07
57  16  2.7978e+07
57  17  3.07888e+07
57  18  1.56154e+07
57  19  1.91087e+07
57  20  1.11523e+07
57  21  2.7274e+07
57  22  1.05518e+07
57  23  1.21558e+07
57  24  1.22165e+07
57  25  2.05556e+07
57  26  1.6802e+07
57  27  1.53689e+07
57  28  3.54316e+07
57  29  2.24202e+07
57  30  3.09172e+07
57  31  3.75328e+07
57  32  3.76926e+07
57  33  1.46352e+07
57  34  3.70848e+07
57  35  3.54577e+07
57  36  3.86641e+07
57  37  2.71256e+07
57  38  2.11553e+07
57  39  1.2801e+07
57  40  2.13989e+07
57  41  8.94936e+06
57  42  9.40271e+06
57  43  8.50291e+06
57  44  8.07184e+06
57  45  5.92719e+06
57  46  7.45136e+06
57  47  7.54487e+06
57  48  1.66752e+07
57  49  1.0774e+07
57  50  1.3025e+07
57  51  1.08536e+07
57  52  9.55171e+06
57  53  1.516e+07
57  54  2.63168e+07
57  55  1.87452e+07
57  56  9.12405e+06
57  57  1.37365e+07
57  58  7.9668e+06
57  59  2.01846e+07
57  60  1.30818e+07
57  61  7.32229e+06
57  62  1.99968e+07
57  63  2.18205e+07
57  64  1.32046e+07
57  65  2.26214e+07
57  66  1.59128e+07
57  67  1.59113e+07
57  68  5.32469e+07
57  69  3.6024e+07
57  70  6.47096e+07
57  71  2.90536e+07
57  72  2.90595e+07
57  73  6.76037e+07
57  74  1.44754e+07
57  75  1.36319e+07
57  76  1.74726e+07
57  77  2.21234e+07
57  78  1.31951e+07
57  79  1.0005e+07
57  80  2.34228e+07
57  81  1.72943e+07
57  82  1.55728e+07
57  83  9.81179e+06
57  84  1.49232e+07
57  85  1.38419e+07
57  86  0
57  87  9.38757e+06
57  88  1.44491e+07
57  89  5.55536e+06
57  90  1.84093e+07
57  91  8.34948e+06
57  92  1.2403e+07
57  93  1.72337e+07
57  94  9.17693e+06
57  95  1.90708e+07
57  96  3.30295e+07
57  97  1.24328e+07
57  98  2.39467e+07
57  99  1.95663e+07
57  100  1.65435e+07
58  0  3.47305e+07
58  1  3.18327e+07
58  2  3.49287e+07
58  3  3.54954e+07
58  4  3.26165e+07
58  5  4.82806e+07
58  6  4.80164e+07
58  7  4.5338e+07
58  8  5.00723e+07
58  9  3.55096e+07
58  10  2.71415e+07
58  11  2.53256e+07
58  12  5.39161e+07
58  13  4.78887e+07
58  14  4.14223e+07
58  15  3.02322e+07
58  16  3.0362e+07
58  17  1.97977e+07
58  18  1.40326e+07
58  19  1.70723e+07
58  20  2.14409e+07
58  21  3.30866e+07
58  22  1.70978e+07
58  23  1.65048e+07
58  24  2.17062e+07
58  25  2.79929e+07
58  26  1.92062e+07
58  27  1.19021e+07
58  28  1.02287e+07
58  29  3.25851e+07
58  30  1.96443e+07
58  31  2.96249e+07
58  32  3.12433e+07
58  33  2.94461e+07
58  34  2.13794e+07
58  35  3.94043e+07
58  36  2.94936e+07
58  37  2.58892e+07
58  38  1.90776e+07
58  39  1.84966e+07
58  40  1.95007e+07
58  41  1.26146e+07
58  42  1.54804e+07
58  43  9.12022e+06
58  44  7.16496e+06
58  45  3.94745e+06
58  46  1.33794e+07
58  47  7.57864e+06
58  48  1.00233e+07
58  49  1.27986e+07
58  50  1.75728e+07
58  51  7.48167e+06
58  52  8.86121e+06
58  53  3.13473e+07
58  54  3.95368e+07
58  55  9.85068e+06
58  56  1.38883e+07
58  57  1.76404e+07
58  58  1.58315e+07
58  59  2.32702e+07
58  60  1.56835e+07
58  61  2.31692e+07
58  62  2.46514e+07
58  63  6.9707e+06
58  64  9.92804e+06
58  65  1.01154e+07
58  66  1.80928e+07
58  67  3.2345e+07
58  68  2.10442e+07
58  69  2.96395e+07
58  70  3.61265e+07
58  71  4.13292e+07
58  72  4.67859e+07
58  73  5.59048e+07
58  74  3.133e+07
58  75  3.54041e+07
58  76  2.8784e+07
58  77  1.92136e+07
58  78  4.10113e+07
58  79  1.06167e+07
58  80  1.34901e+07
58  81  1.52076e+07
58  82  1.65879e+07
58  83  6.02977e+06
58  84  2.43954e+06
58  85  8.34569e+06
58  86  1.01235e+07
58  87  2.42811e+07
58  88  9.20281e+06
58  89  2.44806e+07
58  90  1.23519e+07
58  91  2.4299e+07
58  92  1.86223e+07
58  93  2.61588e+07
58  94  1.78712e+07
58  95  2.50225e+07
58  96  2.85792e+07
58  97  1.995e+07
58  98  4.29824e+07
58  99  2.30035e+07
58  100  1.82589e+07
59  0  3.90367e+07
59  1  3.30684e+07
59  2  2.89242e+07
59  3  5.00706e+07
59  4  3.52464e+07
59  5  5.15334e+07
59  6  3.86549e+07
59  7  4.22732e+07
59  8  3.41556e+07
59  9  2.71779e+07
59  10  3.74784e+07
59  11  6.08772e+07
59  12  4.28291e+07
59  13  4.43339e+07
59  14  4.59655e+07
59  15  3.01486e+07
59  16  3.69388e+07
59  17  1.43538e+07
59  18  1.9681e+07
59  19  2.81909e+07
59  20  1.42985e+07
59  21  1.54004e+07
59  22  1.86589e+07
59  23  1.40978e+07
59  24  3.23799e+07
59  25  1.63157e+07
59  26  2.13845e+07
59  27  1.53995e+07
59  28  2.57737e+07
59  29  1.4495e+07
59  30  2.42684e+07
59  31  1.56051e+07
59  32  2.35867e+07
59  33  2.71969e+07
59  34  2.11228e+07
59  35  1.85614e+07
59  36  1.53028e+07
59  37  2.06582e+07
59  38  2.61006e+07
59  39  2.01531e+07
59  40  1.47475e+07
59  41  1.74341e+07
59  42  1.33145e+07
59  43  1.35953e+07
59  44  8.97299e+06
59  45  5.58398e+06
59  46  4.20338e+06
59  47  8.77466e+06
59  48  1.45229e+07
59  49  1.2376e+07
59  50  1.1636e+07
59  51  1.13364e+07
59  52  1.76202e+07
59  53  2.37556e+07
59  54  1.87557e+07
59  55  2.12933e+07
59  56  1.21249e+07
59  57  1.64373e+07
59  58  9.68329e+06
59  59  1.33031e+07
59  60  1.25966e+07
59  61  1.47427e+07
59  62  2.65857e+07
59  63  1.4318e+07
59  64  1.76857e+07
59  65  1.26543e+07
59  66  2.25167e+07
59  67  2.95228e+07
59  68  2.8253e+07
59  69  3.57456e+07
59  70  2.71884e+07
59  71  3.01251e+07
59  72  5.11668e+07
59  73  4.77534e+07
59  74  5.0061e+07
59  75  1.176e+07
59  76  2.11197e+07
59  77  2.97345e+07
59  78  1.85959e+07
59  79  1.24954e+07
59  80  2.30237e+07
59  81  1.35254e+07
59  82  0
59  83  2.17507e+07
59  84  7.3018e+06
59  85  1.05543e+07
59  86  1.45364e+07
59  87  1.27686e+07
59  88  1.54061e+07
59  89  1.25037e+07
59  90  1.49383e+07
59  91  4.13061e+07
59  92  1.38278e+07
59  93  1.63398e+07
59  94  3.06796e+07
59  95  2.60513e+07
59  96  2.28154e+07
59  97  4.13723e+07
59  98  2.88995e+07
59  99  3.20564e+07
59  100  3.29617e+07
60  0  3.78126e+07
60  1  2.16551e+07
60  2  4.57923e+07
60  3  4.49806e+07
60  4  4.49818e+07
60  5  3.85277e+07
60  6  4.64113e+07
60  7  3.36875e+07
60  8  5.32563e+07
60  9  3.44164e+07
60  10  3.73864e+07
60  11  4.69044e+07
60  12  4.62375e+07
60  13  4.38144e+07
60  14  5.82905e+07
60  15  3.46605e+07
60  16  2.31421e+07
60  17  3.61229e+07
60  18  1.5148e+07
60  19  2.22226e+07
60  20  1.75165e+07
60  21  2.801e+07
60  22  3.01884e+07
60  23  1.28997e+07
60  24  2.12361e+07
60  25  1.76641e+07
60  26  3.69211e+07
60  27  2.31403e+07
60  28  3.08096e+07
60  29  2.97506e+07
60  30  2.67877e+07
60  31  2.37565e+07
60  32  2.71267e+07
60  33  3.47946e+07
60  34  2.28017e+07
60  35  2.24749e+07
60  36  1.66972e+07
60  37  2.94863e+07
60  38  2.55072e+07
60  39  1.98319e+07
60  40  2.89579e+07
60  41  2.26035e+07
60  42  8.65776e+06
60  43  1.33378e+07
60  44  6.97623e+06
60  45  1.48324e+07
60  46  2.65789e+07
60  47  1.07915e+07
60  48  1.404e+07
60  49  1.73917e+07
60  50  1.5552e+07
60  51  3.82075e+07
60  52  2.33984e+07
60  53  3.28098e+07
60  54  2.73692e+07
60  55  2.28547e+07
60  56  8.30243e+06
60  57  9.76718e+06
60  58  1.68011e+07
60  59  1.35762e+07
60  60  1.44976e+07
60  61  1.54635e+07
60  62  1.49949e+07
60  63  2.2506e+07
60  64  1.54951e+07
60  65  1.21597e+07
60  66  3.12426e+07
60  67  2.82134e+07
60  68  3.94073e+07
60  69  4.0048e+07
60  70  5.22974e+07
60  71  5.2157e+07
60  72  6.16143e+07
60  73  2.90251e+07
60  74  4.76831e+07
60  75  3.45182e+07
60  76  3.87489e+07
60  77  3.30779e+07
60  78  1.51273e+07
60  79  3.60339e+07
60  80  2.78876e+07
60  81  1.80928e+07
60  82  1.27822e+07
60  83  2.18083e+07
60  84  1.2712e+07
60  85  6.27331e+06
60  86  1.26548e+07
60  87  1.48449e+07
60  88  1.24621e+07
60  89  8.27255e+06
60  90  2.36326e+07
60  91  2.19653e+07
60  92  2.47711e+07
60  93  1.98783e+07
60  94  2.2898e+07
60  95  2.14206e+07
60  96  3.5206e+07
60  97  3.32658e+07
60  98  3.96421e+07
60  99  4.60674e+07
60  100  2.45742e+07
61  0  2.57587e+07
61  1  2.33782e+07
61  2  4.35737e+07
61  3  3.69524e+07
61  4  4.95571e+07
61  5  3.83799e+07
61  6  3.49883e+07
61  7  3.97388e+07
61  8  3.15536e+07
61  9  2.83608e+07
61  10  3.14995e+07
61  11  6.43138e+07
61  12  4.62673e+07
61  13  7.76432e+07
61  14  5.51058e+07
61  15  3.36277e+07
61  16  1.96041e+07
61  17  1.86458e+07
61  18  2.30688e+07
61  19  2.05856e+07
61  20  3.46497e+07
61  21  3.028e+07
61  22  1.15405e+07
61  23  1.47096e+07
61  24  3.41387e+07
61  25  3.40408e+07
61  26  1.84043e+07
61  27  2.08831e+07
61  28  1.91703e+07
61  29  2.04858e+07
61  30  2.46595e+07
61  31  1.68214e+07
61  32  1.83845e+07
61  33  1.99532e+07
61  34  1.69787e+07
61  35  3.29602e+07
61  36  1.41277e+07
61  37  1.65831e+07
61  38  8.43498e+06
61  39  1.37415e+07
61  40  6.3135e+06
61  41  1.07961e+07
61  42  1.9824e+07
61  43  0
61  44  1.58681e+07
61  45  2.03101e+07
61  46  4.64744e+06
61  47  1.0501e+07
61  48  7.50068e+06
61  49  2.46109e+07
61  50  1.5577e+07
61  51  2.88298e+07
61  52  2.21306e+07
61  53  3.38322e+07
61  54  2.70463e+07
61  55  2.98183e+07
61  56  1.68729e+07
61  57  2.7493e+07
61  58  1.97976e+07
61  59  1.41151e+07
61  60  2.34531e+07
61  61  1.47486e+07
61  62  1.63978e+07
61  63  1.1226e+07
61  64  2.71856e+07
61  65  1.75994e+07
61  66  1.61841e+07
61  67  2.97371e+07
61  68  2.12859e+07
61  69  4.36681e+07
61  70  4.39231e+07
61  71  4.56526e+07
61  72  2.18027e+07
61  73  3.72456e+07
61  74  4.67377e+07
61  75  5.14563e+07
61  76  3.46143e+07
61  77  2.99199e+07
61  78  2.73976e+07
61  79  2.10311e+07
61  80  2.60944e+07
61  81  1.9864e+07
61  82  1.26311e+07
61  83  9.00024e+06
61  84  2.59449e+06
61  85  1.25846e+07
61  86  1.69608e+07
61  87  1.17605e+07
61  88  2.37947e+07
61  89  1.42544e+07
61  90  1.71155e+07
61  91  1.21449e+07
61  92  2.70797e+07
61  93  4.84283e+07
61  94  3.12221e+07
61  95  4.27797e+07
61  96  3.08746e+07
61  97  2.55481e+07
61  98  4.65578e+07
61  99  2.11912e+07
61  100  3.71719e+07
62  0  2.91764e+07
62  1  3.21893e+07
62  2  2.43501e+07
62  3  3.5221e+07
62  4  3.73922e+07
62  5  4.1053e+07
62  6  4.82692e+07
62  7  3.75995e+07
62  8  3.27553e+07
62  9  3.89955e+07
62  10  4.82856e+07
62  11  4.45736e+07
62  12  6.29565e+07
62  13  6.14845e+07
62  14  5.02439e+07
62  15  3.13831e+07
62  16  3.99508e+07
62  17  2.31324e+07
62  18  2.08215e+07
62  19  1.76253e+07
62  20  2.18751e+07
