row  column  (images_10_7103.edf Mn_K*images_10_7103.edf Ar_K**2.3)
4  45  1.42458e+08
4  46  1.26251e+08
4  47  1.13096e+08
4  48  1.08562e+08
4  49  1.26667e+08
4  50  1.65911e+08
5  0  1.15541e+08
5  1  1.11825e+08
5  2  1.01297e+08
5  3  9.37867e+07
5  4  9.10788e+07
5  5  5.60573e+07
5  6  1.20879e+08
5  7  1.62853e+08
5  8  1.20126e+08
5  9  8.29307e+07
5  10  1.06099e+08
5  11  1.27428e+08
5  12  7.43712e+07
5  13  1.00488e+08
5  14  5.93399e+07
5  15  1.09079e+08
5  16  1.1645e+08
5  17  1.25593e+08
5  18  5.79352e+07
5  19  1.65584e+08
5  20  7.98386e+07
5  21  9.74454e+07
5  22  7.04499e+07
5  23  9.24984e+07
5  24  9.20114e+07
5  25  1.18541e+08
5  26  1.20323e+08
5  27  1.33314e+08
5  28  1.32217e+08
5  29  1.15439e+08
5  30  1.13906e+08
5  31  1.12246e+08
5  32  1.07356e+08
5  33  1.58026e+08
5  34  1.08979e+08
5  35  1.08133e+08
5  36  1.79557e+08
5  37  1.12398e+08
5  38  9.40835e+07
5  39  1.30657e+08
5  40  1.43192e+08
5  41  1.6048e+08
5  42  1.27149e+08
5  43  7.77003e+07
5  44  1.26113e+08
5  45  1.98676e+08
5  46  1.59252e+08
5  47  1.9634e+08
5  48  1.79613e+08
5  49  2.0136e+08
5  50  1.32e+08
6  0  8.00718e+07
6  1  9.94462e+07
6  2  1.36016e+08
6  3  7.58338e+07
6  4  7.58314e+07
6  5  9.09586e+07
6  6  1.08905e+08
6  7  1.06899e+08
6  8  1.02405e+08
6  9  9.64473e+07
6  10  1.16912e+08
6  11  1.1695e+08
6  12  1.08196e+08
6  13  1.41658e+08
6  14  9.12805e+07
6  15  1.20306e+08
6  16  6.67174e+07
6  17  1.05346e+08
6  18  1.47627e+08
6  19  1.15817e+08
6  20  9.25993e+07
6  21  8.07618e+07
6  22  1.99036e+08
6  23  7.51049e+07
6  24  9.53372e+07
6  25  1.10919e+08
6  26  1.21851e+08
6  27  1.16399e+08
6  28  1.08327e+08
6  29  9.21576e+07
6  30  1.00298e+08
6  31  1.87087e+08
6  32  1.08569e+08
6  33  1.57064e+08
6  34  1.27847e+08
6  35  1.25571e+08
6  36  1.76799e+08
6  37  1.48325e+08
6  38  8.40064e+07
6  39  1.11492e+08
6  40  7.15117e+07
6  41  1.22499e+08
6  42  1.20078e+08
6  43  1.2724e+08
6  44  1.81772e+08
6  45  1.33436e+08
6  46  1.22387e+08
6  47  1.59675e+08
6  48  1.36782e+08
6  49  1.44197e+08
6  50  2.03076e+08
7  0  8.81564e+07
7  1  3.57745e+07
7  2  1.39696e+08
7  3  9.87325e+07
7  4  9.41994e+07
7  5  1.46014e+08
7  6  9.2832e+07
7  7  8.84113e+07
7  8  1.18564e+08
7  9  7.23043e+07
7  10  8.57551e+07
7  11  1.00706e+08
7  12  1.10865e+08
7  13  1.43783e+08
7  14  1.18112e+08
7  15  1.51086e+08
7  16  8.18054e+07
7  17  1.36535e+08
7  18  1.43304e+08
7  19  5.31243e+07
7  20  1.50441e+08
7  21  1.15293e+08
7  22  1.06885e+08
7  23  1.07492e+08
7  24  1.14e+08
7  25  7.5974e+07
7  26  1.22e+08
7  27  1.27042e+08
7  28  1.58432e+08
7  29  8.257e+07
7  30  1.67495e+08
7  31  9.75542e+07
7  32  1.33448e+08
7  33  1.40767e+08
7  34  9.09929e+07
7  35  1.68725e+08
7  36  2.00189e+08
7  37  1.65836e+08
7  38  1.0038e+08
7  39  1.4621e+08
7  40  1.14649e+08
7  41  1.32801e+08
7  42  1.38233e+08
7  43  1.34814e+08
7  44  8.79494e+07
7  45  1.49743e+08
7  46  1.09576e+08
7  47  1.65874e+08
7  48  1.8362e+08
7  49  1.31247e+08
7  50  2.20381e+08
8  0  9.39129e+07
8  1  9.64181e+07
8  2  7.51745e+07
8  3  6.81268e+07
8  4  7.40548e+07
8  5  3.34602e+07
8  6  9.36657e+07
8  7  1.65295e+08
8  8  1.16046e+08
8  9  1.13357e+08
8  10  1.11335e+08
8  11  1.5089e+08
8  12  7.0036e+07
8  13  1.52913e+08
8  14  1.04933e+08
8  15  6.90191e+07
8  16  1.23971e+08
8  17  1.31349e+08
8  18  1.30389e+08
8  19  1.41109e+08
8  20  1.52821e+08
8  21  1.00981e+08
8  22  9.65767e+07
8  23  1.10087e+08
8  24  8.91734e+07
8  25  6.60931e+07
8  26  1.48866e+08
8  27  1.70319e+08
8  28  7.78028e+07
8  29  1.5105e+08
8  30  1.35073e+08
8  31  6.22125e+07
8  32  1.18633e+08
8  33  1.26722e+08
8  34  1.46733e+08
8  35  8.58038e+07
8  36  1.47251e+08
8  37  1.2886e+08
8  38  9.24302e+07
8  39  1.715e+08
8  40  1.81455e+08
8  41  1.22291e+08
8  42  1.59327e+08
8  43  1.18789e+08
8  44  1.33905e+08
8  45  1.54165e+08
8  46  1.93924e+08
8  47  1.47327e+08
8  48  8.1915e+07
8  49  1.23588e+08
8  50  1.90258e+08
9  0  8.35383e+07
9  1  8.76566e+07
9  2  1.34816e+08
9  3  9.12638e+07
9  4  1.04979e+08
9  5  7.75328e+07
9  6  1.23413e+08
9  7  1.33379e+08
9  8  8.392e+07
9  9  9.45501e+07
9  10  5.49872e+07
9  11  1.47278e+08
9  12  7.13695e+07
9  13  8.98546e+07
9  14  1.31346e+08
9  15  1.76673e+08
9  16  1.05119e+08
9  17  1.02195e+08
9  18  7.50657e+07
9  19  1.15018e+08
9  20  8.65363e+07
9  21  1.14619e+08
9  22  9.56004e+07
9  23  1.57292e+08
9  24  1.35727e+08
9  25  1.51386e+08
9  26  1.262e+08
9  27  9.46334e+07
9  28  1.35278e+08
9  29  1.20608e+08
9  30  8.9808e+07
9  31  1.06069e+08
9  32  1.5094e+08
9  33  1.32287e+08
9  34  1.11712e+08
9  35  1.39042e+08
9  36  1.07092e+08
9  37  1.20329e+08
9  38  1.21131e+08
9  39  1.1362e+08
9  40  1.00126e+08
9  41  8.30057e+07
9  42  1.86514e+08
9  43  9.99616e+07
9  44  1.96459e+08
9  45  9.19015e+07
9  46  9.44145e+07
9  47  1.74809e+08
9  48  1.66319e+08
9  49  1.46042e+08
9  50  1.53803e+08
10  0  6.03881e+07
10  1  8.30095e+07
10  2  1.30469e+08
10  3  9.22563e+07
10  4  1.28527e+08
10  5  4.65857e+07
10  6  1.11023e+08
10  7  1.249e+08
10  8  1.36557e+08
10  9  8.36397e+07
10  10  1.4788e+08
10  11  1.03023e+08
10  12  1.27043e+08
10  13  1.39322e+08
10  14  1.35767e+08
10  15  1.17693e+08
10  16  1.54442e+08
10  17  1.46798e+08
10  18  1.25044e+08
10  19  7.61583e+07
10  20  1.28045e+08
10  21  1.17734e+08
10  22  8.60966e+07
10  23  1.59148e+08
10  24  1.0473e+08
10  25  1.25589e+08
10  26  2.39347e+08
10  27  1.12061e+08
10  28  1.53784e+08
10  29  1.20127e+08
10  30  1.25283e+08
10  31  1.13047e+08
10  32  1.00174e+08
10  33  1.80584e+08
10  34  1.26026e+08
10  35  1.7335e+08
10  36  1.56612e+08
10  37  1.14203e+08
10  38  1.69465e+08
10  39  7.90948e+07
10  40  1.30122e+08
10  41  8.72194e+07
10  42  9.5882e+07
10  43  1.01663e+08
10  44  1.51838e+08
10  45  1.6331e+08
10  46  1.23371e+08
10  47  2.05058e+08
10  48  1.83774e+08
10  49  1.22599e+08
10  50  1.53961e+08
11  0  8.45154e+07
11  1  9.59394e+07
11  2  1.58371e+08
11  3  1.01535e+08
11  4  1.32849e+08
11  5  1.11848e+08
11  6  1.16604e+08
11  7  1.32469e+08
11  8  1.15545e+08
11  9  8.87626e+07
11  10  9.78592e+07
11  11  1.22357e+08
11  12  9.48925e+07
11  13  1.21475e+08
11  14  1.34355e+08
11  15  1.19598e+08
11  16  6.74364e+07
11  17  1.72904e+08
11  18  1.16763e+08
11  19  1.42532e+08
11  20  1.09862e+08
11  21  9.78385e+07
11  22  9.15666e+07
11  23  1.16759e+08
11  24  9.04751e+07
11  25  1.24407e+08
11  26  7.37654e+07
11  27  1.24641e+08
11  28  1.53014e+08
11  29  7.6995e+07
11  30  1.21339e+08
11  31  1.77265e+08
11  32  1.28608e+08
11  33  1.62096e+08
11  34  1.47526e+08
11  35  1.22602e+08
11  36  1.60525e+08
11  37  1.60698e+08
11  38  1.04867e+08
11  39  1.18241e+08
11  40  1.51871e+08
11  41  1.12222e+08
11  42  7.58903e+07
11  43  8.53418e+07
11  44  1.39316e+08
11  45  1.61143e+08
11  46  7.09074e+07
11  47  1.29576e+08
11  48  1.28068e+08
11  49  1.80013e+08
11  50  1.37484e+08
12  0  1.11905e+08
12  1  1.15371e+08
12  2  8.58367e+07
12  3  9.08128e+07
12  4  1.18279e+08
12  5  1.94645e+08
12  6  1.25067e+08
12  7  9.04393e+07
12  8  1.07107e+08
12  9  4.81517e+07
12  10  1.75543e+08
12  11  1.02693e+08
12  12  6.81801e+07
12  13  7.0008e+07
12  14  7.48272e+07
12  15  1.14213e+08
12  16  1.10142e+08
12  17  1.44129e+08
12  18  1.18688e+08
12  19  1.3036e+08
12  20  8.65316e+07
12  21  1.20537e+08
12  22  9.28606e+07
12  23  1.5128e+08
12  24  1.68066e+08
12  25  1.87515e+08
12  26  9.98427e+07
12  27  1.2061e+08
12  28  1.06354e+08
12  29  1.52633e+08
12  30  7.83223e+07
12  31  1.3113e+08
12  32  1.28792e+08
12  33  1.62551e+08
12  34  1.5541e+08
12  35  1.22489e+08
12  36  1.17385e+08
12  37  3.29794e+07
12  38  1.04289e+08
12  39  1.00243e+08
12  40  1.856e+08
12  41  7.12855e+07
12  42  9.03242e+07
12  43  1.18982e+08
12  44  1.67192e+08
12  45  1.38818e+08
12  46  1.20837e+08
12  47  8.78482e+07
12  48  1.26765e+08
12  49  2.442e+08
12  50  1.8254e+08
13  0  1.26998e+08
13  1  1.04329e+08
13  2  1.17982e+08
13  3  1.20693e+08
13  4  9.57173e+07
13  5  1.4714e+08
13  6  1.38961e+08
13  7  1.37314e+08
13  8  1.2385e+08
13  9  1.18399e+08
13  10  6.8055e+07
13  11  1.04859e+08
13  12  9.63519e+07
13  13  5.88743e+07
13  14  1.16356e+08
13  15  9.62949e+07
13  16  8.9868e+07
13  17  1.04708e+08
13  18  1.46733e+08
13  19  1.92186e+08
13  20  1.5003e+08
13  21  1.14427e+08
13  22  1.47984e+08
13  23  7.14751e+07
13  24  1.42274e+08
13  25  1.08077e+08
13  26  7.27648e+07
13  27  1.32957e+08
13  28  1.52649e+08
13  29  1.11977e+08
13  30  1.06394e+08
13  31  1.43758e+08
13  32  2.10329e+08
13  33  1.7328e+08
13  34  9.07517e+07
13  35  1.00823e+08
13  36  1.16961e+08
13  37  2.11104e+08
13  38  1.19771e+08
13  39  1.74026e+08
13  40  1.13654e+08
13  41  1.52311e+08
13  42  1.27193e+08
13  43  1.64794e+08
13  44  1.80529e+08
13  45  1.35299e+08
13  46  1.59701e+08
13  47  1.43001e+08
13  48  1.89707e+08
13  49  1.34981e+08
13  50  1.80281e+08
14  0  1.06167e+08
14  1  1.31588e+08
14  2  1.15854e+08
14  3  1.05501e+08
14  4  1.38466e+08
14  5  1.20461e+08
14  6  1.89847e+08
14  7  1.4388e+08
14  8  1.09581e+08
14  9  1.13675e+08
14  10  1.25303e+08
14  11  1.02112e+08
14  12  1.59065e+08
14  13  1.19582e+08
14  14  1.37034e+08
14  15  1.93917e+08
14  16  1.40352e+08
14  17  1.04817e+08
14  18  1.19881e+08
14  19  1.04163e+08
14  20  1.62219e+08
14  21  1.0558e+08
14  22  1.5539e+08
14  23  9.8772e+07
14  24  1.10601e+08
14  25  1.12041e+08
14  26  1.46499e+08
14  27  1.41092e+08
14  28  1.33683e+08
14  29  1.50515e+08
14  30  1.33675e+08
14  31  1.29856e+08
14  32  1.17173e+08
14  33  9.39974e+07
14  34  1.28134e+08
14  35  1.79114e+08
14  36  1.07602e+08
14  37  9.27403e+07
14  38  1.21583e+08
14  39  1.31492e+08
14  40  1.36459e+08
14  41  1.02505e+08
14  42  1.03687e+08
14  43  9.49244e+07
14  44  2.03226e+08
14  45  1.64708e+08
14  46  1.44036e+08
14  47  2.58342e+08
14  48  1.61758e+08
14  49  1.36128e+08
14  50  1.06221e+08
15  0  8.09644e+07
15  1  1.12292e+08
15  2  1.26846e+08
15  3  7.60475e+07
15  4  9.11205e+07
15  5  1.67437e+08
15  6  1.21698e+08
15  7  1.00194e+08
15  8  4.81983e+07
15  9  1.29936e+08
15  10  5.9129e+07
15  11  9.20559e+07
15  12  1.3154e+08
15  13  1.31035e+08
15  14  4.98138e+07
15  15  1.64047e+08
15  16  1.2918e+08
15  17  1.39253e+08
15  18  1.23325e+08
15  19  5.61992e+07
15  20  9.75215e+07
15  21  7.86227e+07
15  22  7.30118e+07
15  23  1.46643e+08
15  24  1.8257e+08
15  25  9.44231e+07
15  26  9.77343e+07
15  27  1.63907e+08
15  28  1.20592e+08
15  29  1.54426e+08
15  30  1.19096e+08
15  31  1.35799e+08
15  32  7.39508e+07
15  33  1.28542e+08
15  34  1.9658e+08
15  35  1.94974e+08
15  36  1.50851e+08
15  37  1.78589e+08
15  38  1.70115e+08
15  39  3.6599e+07
15  40  1.87426e+08
15  41  7.49425e+07
15  42  9.69658e+07
15  43  1.12617e+08
15  44  1.16472e+08
15  45  1.37277e+08
15  46  1.61662e+08
15  47  9.4428e+07
15  48  2.1295e+08
15  49  1.76072e+08
15  50  1.88121e+08
16  0  7.38208e+07
16  1  5.62805e+07
16  2  1.50267e+08
16  3  1.00416e+08
16  4  1.41844e+08
16  5  1.27618e+08
16  6  1.00563e+08
16  7  1.07516e+08
16  8  1.57773e+08
16  9  1.59817e+08
16  10  9.51789e+07
16  11  1.07719e+08
16  12  1.2516e+08
16  13  1.02511e+08
16  14  1.40234e+08
16  15  5.00835e+07
16  16  7.50955e+07
16  17  1.1703e+08
16  18  1.31311e+08
16  19  1.4658e+08
16  20  1.32257e+08
16  21  1.31413e+08
16  22  1.02765e+08
16  23  1.69087e+08
16  24  2.03694e+08
16  25  1.68737e+08
16  26  9.4448e+07
16  27  1.57228e+08
16  28  1.35306e+08
16  29  9.40723e+07
16  30  9.32848e+07
16  31  1.44784e+08
16  32  1.58322e+08
16  33  1.56513e+08
16  34  1.09265e+08
16  35  7.62838e+07
16  36  1.20002e+08
16  37  1.31916e+08
16  38  1.6084e+08
16  39  8.83094e+07
16  40  1.07595e+08
16  41  1.18806e+08
16  42  1.38132e+08
16  43  7.49921e+07
16  44  1.24542e+08
16  45  1.40288e+08
16  46  9.89969e+07
16  47  9.97143e+07
16  48  1.18279e+08
16  49  1.54066e+08
16  50  1.66077e+08
17  0  6.43328e+07
17  1  1.08141e+08
17  2  1.2625e+08
17  3  1.14145e+08
17  4  8.67408e+07
17  5  1.29954e+08
17  6  9.67849e+07
17  7  1.2314e+08
17  8  7.56196e+07
17  9  9.01641e+07
17  10  1.58641e+08
17  11  1.43227e+08
17  12  1.03294e+08
17  13  1.39255e+08
17  14  1.18725e+08
17  15  9.15692e+07
17  16  1.37572e+08
17  17  1.695e+08
17  18  1.24362e+08
17  19  1.33363e+08
17  20  2.72813e+08
17  21  1.28932e+08
17  22  1.30309e+08
17  23  7.51998e+07
17  24  1.65718e+08
17  25  1.16189e+08
17  26  1.14673e+08
17  27  1.61052e+08
17  28  1.63835e+08
17  29  1.25729e+08
17  30  1.49245e+08
17  31  1.45751e+08
17  32  1.18871e+08
17  33  1.63617e+08
17  34  1.54682e+08
17  35  1.01081e+08
17  36  8.28807e+07
17  37  1.16737e+08
17  38  7.32571e+07
17  39  1.21153e+08
17  40  1.12292e+08
17  41  1.43353e+08
17  42  9.60431e+07
17  43  9.56931e+07
17  44  1.09082e+08
17  45  1.18e+08
17  46  1.26037e+08
17  47  9.88443e+07
17  48  1.65195e+08
17  49  1.77888e+08
17  50  1.30625e+08
18  0  7.78609e+07
18  1  1.50775e+08
18  2  9.79759e+07
18  3  8.74694e+07
18  4  8.27189e+07
18  5  1.88747e+08
18  6  1.00757e+08
18  7  1.28209e+08
18  8  9.40505e+07
18  9  5.85179e+07
18  10  8.52959e+07
18  11  1.27059e+08
18  12  8.27916e+07
18  13  1.71838e+08
18  14  1.33633e+08
18  15  1.1586e+08
18  16  1.17667e+08
18  17  8.99236e+07
18  18  1.3269e+08
18  19  1.16116e+08
18  20  1.27387e+08
18  21  1.21557e+08
18  22  1.35527e+08
18  23  1.09543e+08
18  24  6.72387e+07
18  25  1.27942e+08
18  26  1.46272e+08
18  27  9.63807e+07
18  28  1.07048e+08
18  29  1.20902e+08
18  30  1.67594e+08
18  31  1.42096e+08
18  32  1.48859e+08
18  33  1.36835e+08
18  34  1.22147e+08
18  35  7.94201e+07
18  36  1.35099e+08
18  37  6.40999e+07
18  38  1.81566e+08
18  39  1.46834e+08
18  40  1.37593e+08
18  41  1.29946e+08
18  42  1.54985e+08
18  43  1.40346e+08
18  44  1.94837e+08
18  45  1.22109e+08
18  46  1.532e+08
18  47  1.27564e+08
18  48  1.27343e+08
18  49  1.21862e+08
18  50  1.5444e+08
19  0  1.44604e+08
19  1  5.23244e+07
19  2  1.1821e+08
19  3  1.53429e+08
19  4  1.23004e+08
19  5  1.10404e+08
19  6  1.24281e+08
19  7  1.2723e+08
19  8  9.69983e+07
19  9  1.21881e+08
19  10  1.14881e+08
19  11  1.4154e+08
19  12  9.54307e+07
19  13  1.27036e+08
19  14  1.20258e+08
19  15  1.40386e+08
19  16  7.16771e+07
19  17  9.03892e+07
19  18  1.38391e+08
19  19  1.46308e+08
19  20  2.00856e+08
19  21  1.41696e+08
19  22  1.81392e+08
19  23  1.48731e+08
19  24  1.96123e+08
19  25  1.00802e+08
19  26  9.53669e+07
19  27  1.22122e+08
19  28  1.47312e+08
19  29  1.44314e+08
19  30  1.17393e+08
19  31  1.60072e+08
19  32  9.59344e+07
19  33  1.47859e+08
19  34  1.08173e+08
19  35  1.172e+08
19  36  1.77818e+08
19  37  1.37992e+08
19  38  9.40991e+07
19  39  1.37533e+08
19  40  1.1219e+08
19  41  1.17349e+08
19  42  1.25034e+08
19  43  8.85759e+07
19  44  1.14489e+08
19  45  1.88876e+08
19  46  1.02882e+08
19  47  1.36308e+08
19  48  2.26012e+08
19  49  1.63243e+08
19  50  1.32648e+08
20  0  6.87975e+07
20  1  1.4585e+08
20  2  1.47651e+08
20  3  8.82106e+07
20  4  1.52181e+08
20  5  7.21423e+07
20  6  1.42908e+08
20  7  1.86302e+08
20  8  1.0456e+08
20  9  1.53081e+08
20  10  9.69413e+07
20  11  1.36417e+08
20  12  1.00285e+08
20  13  1.15143e+08
20  14  1.07177e+08
20  15  9.89459e+07
20  16  1.27518e+08
20  17  1.81496e+08
20  18  1.10063e+08
20  19  6.23685e+07
20  20  1.40352e+08
20  21  1.21677e+08
20  22  1.22922e+08
20  23  8.17008e+07
20  24  1.03416e+08
20  25  7.88602e+07
20  26  1.38681e+08
20  27  1.14129e+08
20  28  1.06376e+08
20  29  1.52211e+08
20  30  1.15273e+08
20  31  1.33122e+08
20  32  9.81533e+07
20  33  1.45094e+08
20  34  1.08779e+08
20  35  1.16987e+08
20  36  8.03985e+07
20  37  1.26593e+08
20  38  6.80807e+07
20  39  1.32319e+08
20  40  9.20695e+07
20  41  1.61201e+08
20  42  1.0611e+08
20  43  1.24457e+08
20  44  9.32312e+07
20  45  8.3779e+07
20  46  1.57448e+08
20  47  1.80393e+08
20  48  1.85078e+08
20  49  1.95141e+08
20  50  1.10671e+08
21  0  9.72686e+07
21  1  9.18362e+07
21  2  1.1312e+08
21  3  8.40469e+07
21  4  1.14322e+08
21  5  8.97468e+07
21  6  1.10941e+08
21  7  1.16783e+08
21  8  9.96307e+07
21  9  1.08704e+08
21  10  1.15589e+08
21  11  1.15199e+08
21  12  1.03336e+08
21  13  1.29564e+08
21  14  7.64874e+07
21  15  6.0714e+07
21  16  9.46811e+07
21  17  1.47314e+08
21  18  1.0428e+08
21  19  1.67001e+08
21  20  1.031e+08
21  21  1.35005e+08
21  22  1.23102e+08
21  23  1.07373e+08
21  24  5.19973e+07
21  25  8.34223e+07
21  26  4.94836e+07
21  27  1.28666e+08
21  28  1.5172e+08
21  29  9.13984e+07
21  30  1.36788e+08
21  31  8.79346e+07
21  32  9.96688e+07
21  33  1.00896e+08
21  34  1.2764e+08
21  35  1.19013e+08
21  36  1.16396e+08
21  37  1.04727e+08
21  38  1.03552e+08
21  39  9.17207e+07
21  40  1.04082e+08
21  41  1.60618e+08
21  42  6.74903e+07
21  43  1.64596e+08
21  44  1.30827e+08
21  45  1.29155e+08
21  46  1.72304e+08
21  47  1.65212e+08
21  48  1.52305e+08
21  49  2.04927e+08
21  50  1.28995e+08
22  0  1.31431e+08
22  1  1.14487e+08
22  2  1.27087e+08
22  3  1.28395e+08
22  4  8.91017e+07
22  5  9.31716e+07
22  6  1.49486e+08
22  7  1.27018e+08
22  8  1.2147e+08
22  9  1.13406e+08
22  10  1.19774e+08
22  11  8.67099e+07
22  12  1.00736e+08
22  13  1.14548e+08
22  14  1.11589e+08
22  15  1.39721e+08
22  16  1.05255e+08
22  17  1.52784e+08
22  18  1.3943e+08
22  19  1.01832e+08
22  20  1.54177e+08
22  21  1.02528e+08
22  22  9.85585e+07
22  23  1.09318e+08
22  24  1.75895e+08
22  25  7.81953e+07
22  26  9.52828e+07
22  27  7.03379e+07
22  28  7.34142e+07
22  29  8.24386e+07
22  30  9.29249e+07
22  31  1.28651e+08
22  32  1.69278e+08
22  33  1.1075e+08
22  34  1.33538e+08
22  35  9.54478e+07
22  36  1.20746e+08
22  37  1.07619e+08
22  38  9.93711e+07
