row  column  (images_12_23nov.edf P_K*images_12_23nov.edf Ar_K**2.3)
12  47  1.36839e+08
12  48  1.29784e+08
12  49  1.31817e+08
12  50  1.16439e+08
13  0  0
13  1  0
13  2  0
13  3  0
13  4  0
13  5  0
13  6  0
13  7  0
13  8  0
13  9  1.0448e+08
13  10  7.81747e+07
13  11  0
13  12  0
13  13  0
13  14  0
13  15  0
13  16  0
13  17  0
13  18  0
13  19  0
13  20  0
13  21  0
13  22  39720.9
13  23  0
13  24  7.61207e+07
13  25  5.01479e+07
13  26  0
13  27  0
13  28  0
13  29  0
13  30  0
13  31  4.20467e+07
13  32  0
13  33  4.08476e+07
13  34  0
13  35  0
13  36  0
13  37  0
13  38  6.74862e+07
13  39  1.37455e+08
13  40  9.46603e+07
13  41  1.57311e+08
13  42  1.95969e+08
13  43  1.34726e+08
13  44  3.47504e+06
13  45  1.23201e+08
13  46  1.15599e+08
13  47  9.94402e+07
13  48  1.40785e+08
13  49  2.26671e+08
13  50  1.38945e+08
14  0  0
14  1  0
14  2  0
14  3  0
14  4  0
14  5  6.93077e+07
14  6  8.36227e+06
14  7  0
14  8  0
14  9  5.58465e+07
14  10  9.43659e+06
14  11  0
14  12  0
14  13  0
14  14  0
14  15  0
14  16  0
14  17  0
14  18  0
14  19  0
14  20  0
14  21  0
14  22  0
14  23  5.04679e+07
14  24  0
14  25  0
14  26  0
14  27  0
14  28  0
14  29  0
14  30  0
14  31  0
14  32  0
14  33  0
14  34  0
14  35  4.33484e+07
14  36  6.87774e+07
14  37  7.71496e+07
14  38  1.01215e+08
14  39  8.05258e+07
14  40  1.38526e+08
14  41  1.51427e+08
14  42  1.32534e+08
14  43  1.21031e+08
14  44  1.05864e+08
14  45  1.20638e+08
14  46  1.10413e+08
14  47  1.39564e+08
14  48  8.76991e+07
14  49  1.36982e+08
14  50  1.64773e+08
15  0  0
15  1  0
15  2  0
15  3  0
15  4  0
15  5  0
15  6  0
15  7  0
15  8  0
15  9  4.9427e+07
15  10  7.30663e+07
15  11  0
15  12  0
15  13  0
15  14  0
15  15  0
15  16  0
15  17  0
15  18  0
15  19  0
15  20  0
15  21  0
15  22  0
15  23  0
15  24  0
15  25  0
15  26  0
15  27  0
15  28  0
15  29  0
15  30  0
15  31  0
15  32  0
15  33  6.90254e+07
15  34  4.26231e+07
15  35  1.09679e+08
15  36  4.59707e+07
15  37  7.43328e+07
15  38  1.09488e+08
15  39  1.84643e+08
15  40  1.91405e+08
15  41  1.25623e+08
15  42  1.52978e+08
15  43  1.46522e+08
15  44  5.87794e+07
15  45  1.06553e+08
15  46  1.02487e+08
15  47  4.82722e+07
15  48  5.34639e+07
15  49  1.24877e+08
15  50  1.80415e+08
16  0  0
16  1  0
16  2  0
16  3  0
16  4  0
16  5  0
16  6  4.00152e+07
16  7  3.90075e+07
16  8  4.95319e+07
16  9  1.53953e+07
16  10  0
16  11  0
16  12  0
16  13  0
16  14  5.47362e+07
16  15  0
16  16  0
16  17  0
16  18  0
16  19  0
16  20  0
16  21  0
16  22  0
16  23  0
16  24  0
16  25  0
16  26  0
16  27  0
16  28  0
16  29  0
16  30  0
16  31  0
16  32  0
16  33  0
16  34  8.97584e+07
16  35  0
16  36  9.70397e+07
16  37  8.6482e+07
16  38  4.92827e+07
16  39  1.31849e+08
16  40  1.2153e+08
16  41  1.89112e+08
16  42  1.59585e+08
16  43  9.57265e+07
16  44  1.7334e+08
16  45  1.3848e+08
16  46  5.27827e+07
16  47  4.50084e+07
16  48  8.2433e+07
16  49  1.05607e+08
16  50  1.30535e+08
17  0  0
17  1  0
17  2  0
17  3  0
17  4  3.95895e+07
17  5  0
17  6  0
17  7  0
17  8  0
17  9  5.5109e+07
17  10  4.79558e+07
17  11  0
17  12  0
17  13  0
17  14  8.91596e+07
17  15  0
17  16  0
17  17  0
17  18  0
17  19  0
17  20  0
17  21  0
17  22  0
17  23  4.93632e+07
17  24  0
17  25  0
17  26  0
17  27  0
17  28  0
17  29  0
17  30  0
17  31  0
17  32  0
17  33  0
17  34  4.77387e+07
17  35  1.1543e+08
17  36  7.55584e+07
17  37  7.69825e+07
17  38  1.1536e+08
17  39  1.37184e+08
17  40  1.83162e+08
17  41  1.49927e+08
17  42  1.35993e+08
17  43  9.64424e+07
17  44  1.16006e+08
17  45  8.90849e+07
17  46  7.54203e+07
17  47  5.68494e+07
17  48  9.43102e+07
17  49  1.86481e+07
17  50  1.56897e+08
18  0  0
18  1  0
18  2  0
18  3  0
18  4  0
18  5  0
18  6  0
18  7  0
18  8  0
18  9  5.80084e+07
18  10  0
18  11  5.62549e+07
18  12  0
18  13  0
18  14  5.98196e+07
18  15  1.07831e+07
18  16  0
18  17  0
18  18  0
18  19  0
18  20  5.12852e+07
18  21  0
18  22  0
18  23  0
18  24  5.0204e+07
18  25  0
18  26  0
18  27  0
18  28  0
18  29  0
18  30  0
18  31  0
18  32  0
18  33  6.4452e+07
18  34  0
18  35  4.87878e+07
18  36  7.51941e+07
18  37  8.12739e+07
18  38  1.38789e+08
18  39  1.51611e+08
18  40  7.28854e+07
18  41  1.46834e+08
18  42  1.71182e+08
18  43  1.0597e+08
18  44  1.40872e+07
18  45  1.34698e+08
18  46  0
18  47  6.39099e+07
18  48  0
18  49  3.18761e+07
18  50  1.4578e+08
19  0  0
19  1  0
19  2  0
19  3  0
19  4  4.19785e+07
19  5  0
19  6  0
19  7  0
19  8  0
19  9  4.85742e+07
19  10  0
19  11  0
19  12  0
19  13  0
19  14  7.29295e+07
19  15  0
19  16  0
19  17  0
19  18  0
19  19  0
19  20  0
19  21  0
19  22  0
19  23  0
19  24  0
19  25  6.06489e+07
19  26  0
19  27  0
19  28  0
19  29  0
19  30  0
19  31  0
19  32  0
19  33  2.95044e+07
19  34  0
19  35  7.16965e+07
19  36  9.59227e+07
19  37  6.59413e+07
19  38  6.8036e+07
19  39  1.60425e+08
19  40  1.89507e+08
19  41  7.30935e+07
19  42  1.21056e+08
19  43  9.4764e+07
19  44  5.37962e+07
19  45  9.50514e+07
19  46  7.44907e+07
19  47  0
19  48  5.75711e+07
19  49  1.19114e+08
19  50  1.43288e+08
20  0  0
20  1  0
20  2  0
20  3  0
20  4  0
20  5  0
20  6  0
20  7  0
20  8  0
20  9  7.31882e+07
20  10  6.01781e+07
20  11  0
20  12  0
20  13  4.66797e+07
20  14  9.35651e+07
20  15  0
20  16  0
20  17  0
20  18  0
20  19  0
20  20  0
20  21  0
20  22  0
20  23  0
20  24  0
20  25  6.23515e+07
20  26  0
20  27  0
20  28  0
20  29  0
20  30  0
20  31  0
20  32  0
20  33  4.41558e+07
20  34  4.77755e+07
20  35  0
20  36  5.12862e+07
20  37  9.77382e+07
20  38  7.33532e+07
20  39  1.06058e+08
20  40  1.76296e+08
20  41  1.21758e+08
20  42  8.88779e+07
20  43  1.1353e+08
20  44  5.92554e+07
20  45  8.88014e+07
20  46  0
20  47  0
20  48  0
20  49  7.99782e+07
20  50  1.17564e+08
21  0  0
21  1  0
21  2  0
21  3  0
21  4  0
21  5  0
21  6  7.80383e+06
21  7  0
21  8  0
21  9  0
21  10  0
21  11  0
21  12  0
21  13  0
21  14  0
21  15  0
21  16  0
21  17  0
21  18  0
21  19  0
21  20  0
21  21  0
21  22  0
21  23  0
21  24  4.92709e+07
21  25  1.14651e+08
21  26  0
21  27  0
21  28  0
21  29  0
21  30  0
21  31  0
21  32  0
21  33  9.88647e+07
21  34  6.68202e+07
21  35  7.40972e+07
21  36  1.19129e+08
21  37  8.22527e+07
21  38  2.41988e+07
21  39  1.70208e+08
21  40  1.25802e+08
21  41  6.63268e+07
21  42  4.72364e+07
21  43  1.28651e+08
21  44  1.01447e+08
21  45  1.0559e+08
21  46  0
21  47  0
21  48  0
21  49  4.49891e+07
21  50  1.19264e+08
22  0  0
22  1  0
22  2  5.47043e+07
22  3  0
22  4  0
22  5  3.7127e+07
22  6  0
22  7  0
22  8  0
22  9  0
22  10  0
22  11  0
22  12  0
22  13  0
22  14  3.84146e+07
22  15  4.67666e+07
22  16  0
22  17  0
22  18  0
22  19  0
22  20  0
22  21  0
22  22  0
22  23  0
22  24  0
22  25  8.14975e+07
22  26  0
22  27  0
22  28  0
22  29  0
22  30  0
22  31  0
22  32  2.83754e+07
22  33  6.62741e+07
22  34  6.97111e+07
22  35  7.46268e+07
22  36  7.47024e+07
22  37  9.00643e+07
22  38  3.1998e+07
22  39  4.47574e+07
22  40  1.38964e+08
22  41  9.21786e+07
22  42  8.17216e+07
22  43  8.95312e+07
22  44  3.51055e+07
22  45  7.77399e+07
22  46  6.60738e+07
22  47  2.09963e+06
22  48  4.46104e+07
22  49  0
22  50  6.428e+07
23  0  0
23  1  0
23  2  4.52605e+07
23  3  0
23  4  4.83674e+07
23  5  4.26938e+07
23  6  4.91775e+07
23  7  0
23  8  0
23  9  0
23  10  0
23  11  0
23  12  4.17978e+07
23  13  0
23  14  5.93397e+07
23  15  0
23  16  0
23  17  0
23  18  0
23  19  0
23  20  0
23  21  0
23  22  0
23  23  0
23  24  4.09554e+07
23  25  4.92259e+07
23  26  0
23  27  0
23  28  0
23  29  0
23  30  0
23  31  0
23  32  0
23  33  9.43114e+07
23  34  6.78458e+07
23  35  4.71282e+07
23  36  6.63563e+07
23  37  8.51926e+07
23  38  1.16205e+08
23  39  1.31248e+08
23  40  1.71295e+08
23  41  4.70508e+07
23  42  9.15258e+07
23  43  1.15595e+08
23  44  1.09262e+08
23  45  9.68457e+07
23  46  4.71445e+07
23  47  0
23  48  4.22233e+07
23  49  8.89956e+07
23  50  6.96555e+07
24  0  0
24  1  4.39076e+07
24  2  4.64149e+07
24  3  0
24  4  2.61676e+07
24  5  0
24  6  0
24  7  0
24  8  0
24  9  0
24  10  0
24  11  0
24  12  4.35039e+07
24  13  4.72587e+07
24  14  6.79619e+07
24  15  0
24  16  0
24  17  0
24  18  0
24  19  0
24  20  0
24  21  0
24  22  0
24  23  0
24  24  5.62331e+07
24  25  6.8815e+07
24  26  0
24  27  0
24  28  0
24  29  0
24  30  0
24  31  0
24  32  0
24  33  7.47932e+07
24  34  9.26659e+07
24  35  6.44853e+07
24  36  6.08411e+07
24  37  1.08306e+08
24  38  7.70304e+07
24  39  9.83296e+07
24  40  8.13906e+07
24  41  9.8498e+07
24  42  6.12885e+07
24  43  5.99735e+07
24  44  7.49109e+07
24  45  8.32593e+07
24  46  0
24  47  0
24  48  0
24  49  7.02312e+07
24  50  7.80439e+07
25  0  0
25  1  4.90291e+07
25  2  6.20808e+07
25  3  0
25  4  7.17012e+07
25  5  0
25  6  0
25  7  0
25  8  0
25  9  0
25  10  0
25  11  0
25  12  0
25  13  4.58607e+07
25  14  0
25  15  0
25  16  0
25  17  0
25  18  0
25  19  3.52996e+07
25  20  0
25  21  0
25  22  0
25  23  0
25  24  4.48188e+07
25  25  0
25  26  0
25  27  0
25  28  0
25  29  0
25  30  0
25  31  0
25  32  4.80508e+07
25  33  1.10909e+08
25  34  8.27342e+07
25  35  4.35432e+07
25  36  7.06286e+07
25  37  1.08413e+08
25  38  8.15421e+07
25  39  1.08635e+08
25  40  1.08709e+08
25  41  1.08142e+08
25  42  9.41151e+07
25  43  7.98251e+07
25  44  6.73321e+07
25  45  0
25  46  4.22205e+07
25  47  0
25  48  0
25  49  6.72157e+06
25  50  6.758e+07
26  0  0
26  1  7.11441e+06
26  2  0
26  3  0
26  4  6.89563e+07
26  5  0
26  6  0
26  7  0
26  8  0
26  9  0
26  10  0
26  11  0
26  12  4.35179e+07
26  13  6.58081e+07
26  14  5.1395e+07
26  15  0
26  16  0
26  17  0
26  18  0
26  19  0
26  20  0
26  21  0
26  22  0
26  23  0
26  24  8.51301e+07
26  25  6.94418e+07
26  26  0
26  27  0
26  28  0
26  29  0
26  30  0
26  31  0
26  32  0
26  33  5.29061e+07
26  34  4.16276e+07
26  35  3.53878e+07
26  36  7.57525e+07
26  37  6.86825e+07
26  38  1.09411e+08
26  39  1.44284e+08
26  40  1.04396e+08
26  41  1.30536e+08
26  42  9.91778e+07
26  43  5.65679e+07
26  44  8.14547e+07
26  45  4.16221e+07
26  46  7.3378e+07
26  47  0
26  48  0
26  49  1.22419e+08
26  50  8.96454e+07
27  0  0
27  1  0
27  2  1.33355e+07
27  3  0
27  4  5.81756e+07
27  5  0
27  6  0
27  7  0
27  8  0
27  9  0
27  10  0
27  11  0
27  12  4.50801e+07
27  13  4.52032e+07
27  14  4.9668e+07
27  15  0
27  16  0
27  17  0
27  18  0
27  19  0
27  20  0
27  21  0
27  22  0
27  23  0
27  24  6.11084e+07
27  25  5.22711e+07
27  26  0
27  27  0
27  28  0
27  29  0
27  30  0
27  31  0
27  32  4.066e+07
27  33  0
27  34  2.32191e+07
27  35  6.8581e+07
27  36  9.13085e+07
27  37  1.27789e+08
27  38  0
27  39  1.32656e+08
27  40  9.86243e+07
27  41  1.14123e+08
27  42  1.1962e+08
27  43  1.01443e+08
27  44  6.86547e+07
27  45  5.40508e+07
27  46  0
27  47  4.5792e+07
27  48  0
27  49  4.57746e+07
27  50  1.24152e+08
28  0  6.41562e+07
28  1  5.80651e+07
28  2  0
28  3  0
28  4  9.41616e+07
28  5  0
28  6  0
28  7  0
28  8  0
28  9  0
28  10  0
28  11  0
28  12  0
28  13  1.37e+07
28  14  5.24834e+07
28  15  0
28  16  0
28  17  0
28  18  0
28  19  0
28  20  0
28  21  0
28  22  0
28  23  6.39836e+07
28  24  6.89019e+07
28  25  7.77192e+07
28  26  0
28  27  0
28  28  0
28  29  0
28  30  0
28  31  0
28  32  0
28  33  0
28  34  4.2903e+07
28  35  5.15979e+07
28  36  8.48726e+07
28  37  1.2427e+08
28  38  7.77139e+07
28  39  1.11826e+08
28  40  1.54957e+08
28  41  1.02358e+08
28  42  1.06501e+08
28  43  1.04102e+08
28  44  7.95291e+07
28  45  8.10046e+07
28  46  0
28  47  0
28  48  1.456e+08
28  49  4.49581e+07
28  50  7.90888e+07
29  0  5.0381e+07
29  1  5.83158e+07
29  2  0
29  3  4.29325e+07
29  4  0
29  5  0
29  6  0
29  7  0
29  8  0
29  9  0
29  10  0
29  11  0
29  12  1.02237e+06
29  13  5.21833e+07
29  14  0
29  15  0
29  16  0
29  17  0
29  18  0
29  19  0
29  20  0
29  21  0
29  22  5.3445e+07
29  23  3.89914e+07
29  24  9.89964e+07
29  25  7.90433e+07
29  26  0
29  27  0
29  28  0
29  29  0
29  30  0
29  31  0
29  32  0
29  33  0
29  34  0
29  35  0
29  36  1.036e+08
29  37  6.8166e+07
29  38  1.41126e+08
29  39  1.35435e+08
29  40  1.4062e+08
29  41  1.93343e+08
29  42  1.54879e+08
29  43  1.08949e+08
29  44  9.53419e+07
29  45  4.84085e+07
29  46  0
29  47  6.75133e+07
29  48  8.64837e+07
29  49  1.09264e+08
29  50  1.33747e+08
30  0  0
30  1  0
30  2  0
30  3  0
30  4  0
30  5  0
30  6  0
30  7  0
30  8  0
30  9  0
30  10  0
30  11  0
30  12  4.5351e+07
30  13  0
30  14  0
30  15  0
30  16  0
30  17  0
30  18  0
30  19  0
30  20  0
30  21  0
30  22  0
30  23  4.27112e+07
30  24  5.63315e+07
30  25  6.68133e+07
30  26  8.9836e+06
30  27  0
30  28  0
30  29  0
30  30  0
30  31  0
30  32  0
30  33  0
30  34  0
30  35  4.25009e+06
30  36  8.59022e+07
30  37  1.4463e+08
30  38  1.36046e+08
30  39  1.6141e+08
30  40  1.43918e+08
30  41  1.66806e+08
30  42  1.83481e+08
30  43  1.53594e+08
30  44  1.90897e+07
30  45  7.61294e+07
30  46  4.07983e+07
30  47  6.39159e+07
30  48  7.40037e+07
30  49  1.18095e+08
30  50  8.63015e+07
31  0  0
31  1  0
31  2  0
31  3  0
31  4  0
31  5  0
31  6  0
31  7  0
31  8  0
31  9  0
31  10  0
31  11  0
31  12  0
31  13  0
31  14  0
31  15  0
31  16  0
31  17  0
31  18  0
31  19  0
31  20  0
31  21  0
31  22  0
31  23  0
31  24  1.20432e+08
31  25  3.85145e+07
31  26  0
31  27  0
31  28  0
31  29  0
31  30  0
31  31  0
31  32  0
31  33  0
31  34  0
31  35  0
31  36  9.24867e+07
31  37  4.13397e+07
31  38  1.12469e+08
31  39  1.97695e+08
31  40  1.89382e+08
31  41  1.89558e+08
31  42  1.9966e+08
31  43  1.84286e+08
31  44  9.27499e+07
31  45  6.5199e+07
31  46  0
31  47  6.31066e+07
31  48  1.07114e+08
31  49  1.34802e+08
31  50  9.16756e+07
32  0  0
32  1  0
32  2  3.9487e+07
32  3  0
32  4  5.63734e+07
32  5  0
32  6  0
32  7  0
32  8  0
32  9  0
32  10  6.4259e+07
32  11  0
