row  column  (images_12_23nov.edf Zn_K*images_12_23nov.edf Ar_K**2.3)
45  19  3.67558e+08
45  20  4.46126e+08
45  21  5.57529e+08
45  22  5.71274e+08
45  23  4.74561e+08
45  24  4.34292e+08
45  25  5.96613e+08
45  26  7.7105e+08
45  27  5.91295e+08
45  28  4.28705e+08
45  29  6.544e+08
45  30  7.86391e+08
45  31  1.26343e+09
45  32  1.1602e+09
45  33  4.6967e+08
45  34  6.52214e+08
45  35  6.63193e+08
45  36  7.86733e+08
45  37  6.71826e+08
45  38  5.87859e+08
45  39  6.82634e+08
45  40  7.25099e+08
45  41  7.3482e+08
45  42  8.21537e+08
45  43  6.77109e+08
45  44  6.21288e+08
45  45  5.40999e+08
45  46  2.44486e+08
45  47  2.99317e+08
45  48  4.69214e+08
45  49  4.92528e+08
45  50  4.62168e+08
46  0  2.45065e+08
46  1  1.73239e+08
46  2  5.69464e+08
46  3  4.82483e+08
46  4  4.48152e+08
46  5  6.02105e+08
46  6  5.21083e+08
46  7  5.80321e+08
46  8  6.65196e+08
46  9  4.86997e+08
46  10  5.69458e+08
46  11  6.75859e+08
46  12  5.41498e+08
46  13  6.32964e+08
46  14  5.78573e+08
46  15  5.77573e+08
46  16  6.32184e+08
46  17  3.19878e+08
46  18  2.32795e+08
46  19  3.34965e+08
46  20  5.79896e+08
46  21  6.30251e+08
46  22  6.0081e+08
46  23  5.19521e+08
46  24  4.98583e+08
46  25  5.56915e+08
46  26  7.06575e+08
46  27  7.47058e+08
46  28  4.66753e+08
46  29  6.40907e+08
46  30  7.11947e+08
46  31  1.27248e+09
46  32  1.35798e+09
46  33  6.572e+08
46  34  7.02281e+08
46  35  8.40125e+08
46  36  6.30021e+08
46  37  7.31596e+08
46  38  6.89693e+08
46  39  7.36905e+08
46  40  6.48033e+08
46  41  6.99746e+08
46  42  7.38139e+08
46  43  7.05349e+08
46  44  5.82112e+08
46  45  5.17587e+08
46  46  3.2776e+08
46  47  1.70196e+08
46  48  4.16896e+08
46  49  4.13426e+08
46  50  5.59738e+08
47  0  2.85781e+08
47  1  1.59836e+08
47  2  6.38437e+08
47  3  5.92145e+08
47  4  4.87121e+08
47  5  6.84502e+08
47  6  6.57866e+08
47  7  6.3555e+08
47  8  6.21705e+08
47  9  4.95435e+08
47  10  5.16496e+08
47  11  7.32838e+08
47  12  4.72923e+08
47  13  5.68399e+08
47  14  5.87705e+08
47  15  7.28621e+08
47  16  6.32833e+08
47  17  4.61347e+08
47  18  9.18817e+07
47  19  3.72594e+08
47  20  6.20925e+08
47  21  5.17946e+08
47  22  6.4956e+08
47  23  4.59836e+08
47  24  6.13511e+08
47  25  6.29364e+08
47  26  8.5923e+08
47  27  7.78742e+08
47  28  5.82578e+08
47  29  6.38386e+08
47  30  8.3486e+08
47  31  1.33265e+09
47  32  1.10762e+09
47  33  6.04149e+08
47  34  6.66094e+08
47  35  8.1097e+08
47  36  6.6819e+08
47  37  8.07413e+08
47  38  6.87381e+08
47  39  6.56307e+08
47  40  7.18892e+08
47  41  7.78542e+08
47  42  8.37489e+08
47  43  6.27344e+08
47  44  5.92847e+08
47  45  5.51033e+08
47  46  3.85486e+08
47  47  2.45247e+08
47  48  3.45806e+08
47  49  3.94638e+08
47  50  4.50417e+08
48  0  3.58049e+08
48  1  1.51484e+08
48  2  6.41982e+08
48  3  5.91707e+08
48  4  4.65207e+08
48  5  5.88942e+08
48  6  5.70106e+08
48  7  5.37152e+08
48  8  4.92405e+08
48  9  5.00156e+08
48  10  5.34325e+08
48  11  7.08636e+08
48  12  5.38847e+08
48  13  5.55381e+08
48  14  6.39917e+08
48  15  7.46888e+08
48  16  6.71294e+08
48  17  4.09333e+08
48  18  1.04409e+08
48  19  3.82816e+08
48  20  5.80772e+08
48  21  5.14995e+08
48  22  4.89827e+08
48  23  5.97766e+08
48  24  6.22355e+08
48  25  7.31216e+08
48  26  8.94236e+08
48  27  7.42323e+08
48  28  7.16898e+08
48  29  6.03473e+08
48  30  8.55217e+08
48  31  1.271e+09
48  32  1.12113e+09
48  33  6.62162e+08
48  34  6.1055e+08
48  35  8.87626e+08
48  36  8.55135e+08
48  37  6.58346e+08
48  38  7.17997e+08
48  39  7.06586e+08
48  40  8.16454e+08
48  41  7.96908e+08
48  42  8.31023e+08
48  43  7.01656e+08
48  44  5.6488e+08
48  45  5.57731e+08
48  46  3.56567e+08
48  47  2.54894e+08
48  48  4.00088e+08
48  49  5.12259e+08
48  50  5.0607e+08
49  0  2.76004e+08
49  1  1.96666e+08
49  2  5.46784e+08
49  3  5.33844e+08
49  4  4.78988e+08
49  5  5.08717e+08
49  6  6.7863e+08
49  7  5.95945e+08
49  8  5.54039e+08
49  9  4.69285e+08
49  10  6.13773e+08
49  11  5.46961e+08
49  12  3.75587e+08
49  13  4.30934e+08
49  14  6.60267e+08
49  15  6.64396e+08
49  16  7.2694e+08
49  17  5.6303e+08
49  18  3.19536e+07
49  19  2.60591e+08
49  20  5.4471e+08
49  21  6.50239e+08
49  22  6.56678e+08
49  23  6.29247e+08
49  24  6.09316e+08
49  25  6.78304e+08
49  26  9.07396e+08
49  27  7.83124e+08
49  28  5.41574e+08
49  29  7.22334e+08
49  30  1.04696e+09
49  31  1.35105e+09
49  32  1.06776e+09
49  33  6.13922e+08
49  34  5.79606e+08
49  35  7.72349e+08
49  36  7.17973e+08
49  37  7.0937e+08
49  38  7.58015e+08
49  39  8.43135e+08
49  40  6.41746e+08
49  41  7.60182e+08
49  42  6.08162e+08
49  43  6.24667e+08
49  44  5.04492e+08
49  45  5.37697e+08
49  46  4.14659e+08
49  47  2.69549e+08
49  48  3.68685e+08
49  49  4.8469e+08
49  50  5.28548e+08
50  0  4.32957e+08
50  1  3.14983e+08
50  2  4.18251e+08
50  3  5.12769e+08
50  4  4.19837e+08
50  5  4.53307e+08
50  6  5.64389e+08
50  7  6.44146e+08
50  8  5.43463e+08
50  9  5.05201e+08
50  10  4.86003e+08
50  11  6.7597e+08
50  12  4.0427e+08
50  13  4.11279e+08
50  14  7.23912e+08
50  15  7.38006e+08
50  16  7.23563e+08
50  17  5.53873e+08
50  18  2.8903e+08
50  19  2.6373e+08
50  20  5.59829e+08
50  21  5.97631e+08
50  22  6.00681e+08
50  23  6.08582e+08
50  24  6.76091e+08
50  25  6.60544e+08
50  26  9.73209e+08
50  27  8.55539e+08
50  28  6.99169e+08
50  29  7.66064e+08
50  30  9.64041e+08
50  31  1.37301e+09
50  32  1.015e+09
50  33  5.81439e+08
50  34  7.00721e+08
50  35  7.10535e+08
50  36  7.49207e+08
50  37  8.25482e+08
50  38  6.5016e+08
50  39  7.72046e+08
50  40  6.36934e+08
50  41  4.97314e+08
50  42  5.72021e+08
50  43  5.71242e+08
50  44  5.96218e+08
50  45  6.31295e+08
50  46  3.11925e+08
50  47  2.50737e+08
50  48  4.04403e+08
50  49  3.10025e+08
50  50  3.97851e+08

