row  column  (images_6a.edf Ca-K*images_6a.edf Ar-K**2.3)
77  89  2.35358e+09
77  90  2.55923e+09
77  91  2.58682e+09
77  92  2.81125e+09
77  93  2.58507e+09
77  94  2.72572e+09
77  95  2.49516e+09
77  96  2.22666e+09
77  97  2.46252e+09
77  98  2.33024e+09
77  99  2.55355e+09
77  100  2.60692e+09
78  0  1.63411e+09
78  1  1.6239e+09
78  2  1.91986e+09
78  3  1.6429e+09
78  4  1.76964e+09
78  5  1.59413e+09
78  6  1.85069e+09
78  7  1.79623e+09
78  8  1.79476e+09
78  9  1.84678e+09
78  10  1.82695e+09
78  11  1.81458e+09
78  12  1.85234e+09
78  13  1.90628e+09
78  14  1.78929e+09
78  15  1.86263e+09
78  16  2.1014e+09
78  17  2.04211e+09
78  18  2.05545e+09
78  19  1.82725e+09
78  20  1.82376e+09
78  21  1.80189e+09
78  22  1.80397e+09
78  23  2.02344e+09
78  24  1.85235e+09
78  25  1.79297e+09
78  26  1.67492e+09
78  27  1.84261e+09
78  28  1.70298e+09
78  29  1.99598e+09
78  30  1.76063e+09
78  31  1.81766e+09
78  32  1.8876e+09
78  33  1.93941e+09
78  34  1.78546e+09
78  35  1.82563e+09
78  36  1.86115e+09
78  37  1.85662e+09
78  38  1.87224e+09
78  39  1.92604e+09
78  40  1.94811e+09
78  41  1.99913e+09
78  42  2.02917e+09
78  43  1.80227e+09
78  44  1.83879e+09
78  45  1.77484e+09
78  46  1.92778e+09
78  47  2.01361e+09
78  48  1.87003e+09
78  49  2.01178e+09
78  50  2.16203e+09
78  51  2.00359e+09
78  52  2.16816e+09
78  53  2.69525e+09
78  54  2.75792e+09
78  55  2.79192e+09
78  56  2.46235e+09
78  57  2.35423e+09
78  58  2.36528e+09
78  59  2.049e+09
78  60  2.30625e+09
78  61  2.542e+09
78  62  2.12715e+09
78  63  2.44328e+09
78  64  2.54745e+09
78  65  2.75953e+09
78  66  2.61719e+09
78  67  2.40081e+09
78  68  2.12156e+09
78  69  2.28629e+09
78  70  2.45269e+09
78  71  2.72897e+09
78  72  3.23204e+09
78  73  3.04373e+09
78  74  2.79739e+09
78  75  2.70028e+09
78  76  2.89397e+09
78  77  2.99072e+09
78  78  2.82516e+09
78  79  2.56494e+09
78  80  2.41652e+09
78  81  2.02915e+09
78  82  2.19826e+09
78  83  2.51434e+09
78  84  2.49331e+09
78  85  2.48485e+09
78  86  2.37364e+09
78  87  2.23394e+09
78  88  2.28083e+09
78  89  2.42402e+09
78  90  2.38699e+09
78  91  2.52261e+09
78  92  2.48634e+09
78  93  2.48914e+09
78  94  2.31875e+09
78  95  2.15028e+09
78  96  2.4056e+09
78  97  2.32369e+09
78  98  2.20975e+09
78  99  2.32201e+09
78  100  2.37641e+09
79  0  1.48133e+09
79  1  2.03939e+09
79  2  1.78923e+09
79  3  1.66345e+09
79  4  1.7183e+09
79  5  1.74004e+09
79  6  1.97799e+09
79  7  1.85112e+09
79  8  1.76939e+09
79  9  1.77334e+09
79  10  1.82555e+09
79  11  1.75397e+09
79  12  1.73897e+09
79  13  1.76135e+09
79  14  1.77798e+09
79  15  1.8104e+09
79  16  1.99194e+09
79  17  2.03638e+09
79  18  1.94256e+09
79  19  1.80188e+09
79  20  1.93372e+09
79  21  1.89379e+09
79  22  1.80275e+09
79  23  1.80535e+09
79  24  1.83643e+09
79  25  1.79332e+09
79  26  1.76062e+09
79  27  1.66142e+09
79  28  1.74136e+09
79  29  1.80941e+09
79  30  1.719e+09
79  31  1.9166e+09
79  32  1.77161e+09
79  33  1.88715e+09
79  34  1.98135e+09
79  35  1.77472e+09
79  36  1.68432e+09
79  37  1.85465e+09
79  38  1.82673e+09
79  39  1.94339e+09
79  40  2.14496e+09
79  41  2.04879e+09
79  42  2.02899e+09
79  43  1.95714e+09
79  44  1.70291e+09
79  45  1.9369e+09
79  46  1.76159e+09
79  47  1.86337e+09
79  48  1.9322e+09
79  49  2.03194e+09
79  50  2.02534e+09
79  51  2.14112e+09
79  52  2.36584e+09
79  53  2.44791e+09
79  54  2.88977e+09
79  55  2.59023e+09
79  56  2.41708e+09
79  57  2.40117e+09
79  58  2.33441e+09
79  59  2.26815e+09
79  60  2.49035e+09
79  61  2.46528e+09
79  62  2.40527e+09
79  63  2.34135e+09
79  64  2.65001e+09
79  65  2.68971e+09
79  66  2.98638e+09
79  67  2.621e+09
79  68  2.20197e+09
79  69  2.51193e+09
79  70  2.44682e+09
79  71  2.52115e+09
79  72  3.19914e+09
79  73  3.3793e+09
79  74  2.81482e+09
79  75  2.91832e+09
79  76  2.87977e+09
79  77  2.83648e+09
79  78  2.59786e+09
79  79  2.5983e+09
79  80  2.5735e+09
79  81  2.12318e+09
79  82  2.33253e+09
79  83  2.4543e+09
79  84  2.40276e+09
79  85  2.31565e+09
79  86  2.22117e+09
79  87  2.42009e+09
79  88  2.09249e+09
79  89  2.31949e+09
79  90  2.1851e+09
79  91  2.39527e+09
79  92  2.50583e+09
79  93  2.22925e+09
79  94  2.18273e+09
79  95  2.26972e+09
79  96  2.32436e+09
79  97  2.33049e+09
79  98  2.14636e+09
79  99  2.2896e+09
79  100  2.55446e+09
80  0  1.64783e+09
80  1  1.70111e+09
80  2  1.90685e+09
80  3  1.79306e+09
80  4  1.54533e+09
80  5  1.99281e+09
80  6  1.67881e+09
80  7  2.00141e+09
80  8  1.83842e+09
80  9  1.70387e+09
80  10  1.89147e+09
80  11  1.80817e+09
80  12  1.76868e+09
80  13  1.7542e+09
80  14  1.75322e+09
80  15  1.80321e+09
80  16  2.22405e+09
80  17  1.9584e+09
80  18  1.85494e+09
80  19  1.84914e+09
80  20  1.7679e+09
80  21  1.96163e+09
80  22  1.69285e+09
80  23  1.88657e+09
80  24  1.74155e+09
80  25  1.7231e+09
80  26  1.72589e+09
80  27  1.63618e+09
80  28  1.74363e+09
80  29  1.79183e+09
80  30  1.81423e+09
80  31  1.66128e+09
80  32  1.90584e+09
80  33  1.72778e+09
80  34  1.8566e+09
80  35  1.97664e+09
80  36  1.79822e+09
80  37  1.75855e+09
80  38  1.78315e+09
80  39  1.84062e+09
80  40  1.7578e+09
80  41  1.89929e+09
80  42  1.89566e+09
80  43  1.60872e+09
80  44  1.95955e+09
80  45  1.87654e+09
80  46  1.84956e+09
80  47  1.88312e+09
80  48  2.04381e+09
80  49  1.85184e+09
80  50  2.16723e+09
80  51  2.30085e+09
80  52  2.16007e+09
80  53  2.38516e+09
80  54  2.60699e+09
80  55  2.67574e+09
80  56  2.29119e+09
80  57  2.11942e+09
80  58  2.16575e+09
80  59  2.23261e+09
80  60  2.18118e+09
80  61  2.2145e+09
80  62  2.28096e+09
80  63  2.41963e+09
80  64  2.44516e+09
80  65  2.73432e+09
80  66  2.78052e+09
80  67  2.57e+09
80  68  2.24242e+09
80  69  2.45874e+09
80  70  2.31878e+09
80  71  2.63454e+09
80  72  2.8127e+09
80  73  3.3588e+09
80  74  2.88094e+09
80  75  3.01501e+09
80  76  2.69022e+09
80  77  2.42117e+09
80  78  2.36851e+09
80  79  2.45227e+09
80  80  2.59268e+09
80  81  2.18651e+09
80  82  2.25122e+09
80  83  2.33018e+09
80  84  2.28737e+09
80  85  2.35499e+09
80  86  2.36059e+09
80  87  2.25456e+09
80  88  2.45967e+09
80  89  2.34702e+09
80  90  2.17423e+09
80  91  2.15553e+09
80  92  2.30201e+09
80  93  2.32487e+09
80  94  2.22619e+09
80  95  2.15238e+09
80  96  2.4356e+09
80  97  2.23887e+09
80  98  2.03715e+09
80  99  2.20437e+09
80  100  2.44481e+09
81  0  1.74251e+09
81  1  1.72994e+09
81  2  1.7559e+09
81  3  1.79243e+09
81  4  1.67419e+09
81  5  1.80057e+09
81  6  1.80221e+09
81  7  1.60428e+09
81  8  1.7139e+09
81  9  1.80744e+09
81  10  1.64504e+09
81  11  1.86582e+09
81  12  1.8077e+09
81  13  1.69462e+09
81  14  1.81857e+09
81  15  1.97576e+09
81  16  2.06197e+09
81  17  1.9294e+09
81  18  1.95527e+09
81  19  1.71641e+09
81  20  1.95295e+09
81  21  1.80302e+09
81  22  1.66947e+09
81  23  1.81913e+09
81  24  1.63515e+09
81  25  1.64849e+09
81  26  1.8403e+09
81  27  1.65798e+09
81  28  1.7834e+09
81  29  1.62546e+09
81  30  1.80864e+09
81  31  1.59323e+09
81  32  1.90823e+09
81  33  1.7908e+09
81  34  1.91376e+09
81  35  1.66678e+09
81  36  1.9887e+09
81  37  1.78326e+09
81  38  1.67567e+09
81  39  1.87308e+09
81  40  1.92977e+09
81  41  1.81941e+09
81  42  1.84765e+09
81  43  1.90212e+09
81  44  1.71824e+09
81  45  1.90719e+09
81  46  1.81201e+09
81  47  2.00071e+09
81  48  1.955e+09
81  49  1.74608e+09
81  50  1.96053e+09
81  51  2.19983e+09
81  52  2.26223e+09
81  53  2.3669e+09
81  54  2.7251e+09
81  55  2.84244e+09
81  56  2.34063e+09
81  57  2.28752e+09
81  58  2.31836e+09
81  59  2.31158e+09
81  60  2.38967e+09
81  61  2.3031e+09
81  62  2.33284e+09
81  63  2.35268e+09
81  64  2.51915e+09
81  65  2.72634e+09
81  66  2.97629e+09
81  67  2.51863e+09
81  68  2.3944e+09
81  69  2.21881e+09
81  70  2.67483e+09
81  71  2.65528e+09
81  72  3.04797e+09
81  73  2.83862e+09
81  74  2.99281e+09
81  75  2.7142e+09
81  76  2.53835e+09
81  77  2.82751e+09
81  78  2.81537e+09
81  79  2.64708e+09
81  80  2.5203e+09
81  81  2.10385e+09
81  82  2.04753e+09
81  83  2.13821e+09
81  84  2.26281e+09
81  85  2.31496e+09
81  86  2.08984e+09
81  87  2.29547e+09
81  88  2.31903e+09
81  89  2.17964e+09
81  90  2.20781e+09
81  91  2.31231e+09
81  92  2.22849e+09
81  93  2.1691e+09
81  94  2.19524e+09
81  95  2.13485e+09
81  96  2.27857e+09
81  97  2.45976e+09
81  98  2.12074e+09
81  99  2.06685e+09
81  100  2.16364e+09
82  0  1.70566e+09
82  1  1.67675e+09
82  2  1.73803e+09
82  3  1.69187e+09
82  4  1.76902e+09
82  5  1.763e+09
82  6  1.6162e+09
82  7  1.67296e+09
82  8  1.82878e+09
82  9  1.85364e+09
82  10  1.76737e+09
82  11  1.83538e+09
82  12  1.79595e+09
82  13  1.89923e+09
82  14  1.82452e+09
82  15  1.71061e+09
82  16  2.08468e+09
82  17  1.87273e+09
82  18  1.82086e+09
82  19  1.86957e+09
82  20  1.76351e+09
82  21  1.82548e+09
82  22  1.69011e+09
82  23  1.76995e+09
82  24  1.61614e+09
82  25  1.72467e+09
82  26  1.7246e+09
82  27  1.74973e+09
82  28  1.61338e+09
82  29  1.97637e+09
82  30  1.7957e+09
82  31  1.82348e+09
82  32  1.6698e+09
82  33  1.90063e+09
82  34  1.82556e+09
82  35  1.74318e+09
82  36  1.75232e+09
82  37  1.63608e+09
82  38  1.78248e+09
82  39  1.8771e+09
82  40  1.88099e+09
82  41  1.80927e+09
82  42  1.96195e+09
82  43  1.70328e+09
82  44  1.58811e+09
82  45  1.81929e+09
82  46  1.94125e+09
82  47  1.96089e+09
82  48  1.99147e+09
82  49  2.02099e+09
82  50  2.02625e+09
82  51  2.07396e+09
82  52  2.08232e+09
82  53  2.34154e+09
82  54  2.48614e+09
82  55  2.4693e+09
82  56  2.85346e+09
82  57  2.27333e+09
82  58  2.2338e+09
82  59  2.15462e+09
82  60  2.29261e+09
82  61  2.41533e+09
82  62  2.33782e+09
82  63  2.30139e+09
82  64  2.62247e+09
82  65  2.42613e+09
82  66  2.97332e+09
82  67  2.46058e+09
82  68  2.38394e+09
82  69  2.36845e+09
82  70  2.23877e+09
82  71  2.5241e+09
82  72  2.81355e+09
82  73  3.07487e+09
82  74  2.62274e+09
82  75  2.67617e+09
82  76  2.45068e+09
82  77  2.73249e+09
82  78  2.51043e+09
82  79  2.39363e+09
82  80  2.39008e+09
82  81  2.0536e+09
82  82  2.0077e+09
82  83  2.27403e+09
82  84  1.93845e+09
82  85  2.31627e+09
82  86  2.08992e+09
82  87  2.23343e+09
82  88  2.02442e+09
82  89  2.18597e+09
82  90  2.1714e+09
82  91  2.25297e+09
82  92  2.23934e+09
82  93  2.09749e+09
82  94  2.08361e+09
82  95  2.18147e+09
82  96  2.22243e+09
82  97  2.31164e+09
82  98  2.30948e+09
82  99  2.20189e+09
82  100  2.34643e+09
83  0  1.51145e+09
83  1  1.82549e+09
83  2  1.84818e+09
83  3  1.79415e+09
83  4  1.64565e+09
83  5  1.70118e+09
83  6  1.73503e+09
83  7  1.78959e+09
83  8  1.79457e+09
83  9  1.74665e+09
83  10  1.69146e+09
83  11  1.82693e+09
83  12  1.74557e+09
83  13  1.71652e+09
83  14  1.69526e+09
83  15  1.91848e+09
83  16  1.93824e+09
83  17  2.06656e+09
83  18  2.0071e+09
83  19  1.66832e+09
83  20  1.77671e+09
83  21  1.64732e+09
83  22  1.74478e+09
83  23  1.62825e+09
83  24  1.78979e+09
83  25  1.59825e+09
83  26  1.57561e+09
83  27  1.71466e+09
83  28  1.71864e+09
83  29  1.65275e+09
83  30  1.70119e+09
83  31  1.76883e+09
83  32  1.64887e+09
83  33  1.69818e+09
83  34  1.85848e+09
83  35  1.75437e+09
83  36  1.68557e+09
83  37  1.73144e+09
83  38  1.59532e+09
83  39  1.80786e+09
83  40  1.68186e+09
83  41  1.7197e+09
83  42  1.7806e+09
83  43  1.71254e+09
83  44  1.80928e+09
83  45  1.86635e+09
83  46  1.96144e+09
83  47  1.82852e+09
83  48  1.96542e+09
83  49  1.93827e+09
83  50  1.87759e+09
83  51  2.07293e+09
83  52  2.30554e+09
83  53  2.22814e+09
83  54  2.39706e+09
83  55  2.88144e+09
83  56  2.50213e+09
83  57  2.22785e+09
83  58  2.16763e+09
83  59  2.2705e+09
83  60  2.04827e+09
83  61  2.43117e+09
83  62  2.2052e+09
83  63  2.44996e+09
83  64  2.54614e+09
83  65  2.51516e+09
83  66  2.70813e+09
83  67  2.54923e+09
83  68  2.39693e+09
83  69  2.29312e+09
83  70  2.41241e+09
83  71  2.54198e+09
83  72  2.7788e+09
83  73  2.94864e+09
83  74  2.73991e+09
83  75  2.77042e+09
83  76  2.57571e+09
83  77  2.65679e+09
83  78  2.54894e+09
83  79  2.64835e+09
83  80  2.14675e+09
83  81  1.98958e+09
83  82  2.072e+09
83  83  2.13542e+09
83  84  1.91392e+09
83  85  2.36814e+09
83  86  2.00017e+09
83  87  2.05265e+09
83  88  2.19737e+09
83  89  2.25827e+09
83  90  2.02816e+09
83  91  2.1871e+09
83  92  2.15375e+09
83  93  2.34631e+09
83  94  2.24585e+09
83  95  2.09331e+09
83  96  2.14827e+09
83  97  2.56907e+09
83  98  2.14172e+09
83  99  2.31908e+09
83  100  2.37462e+09
84  0  1.6247e+09
84  1  1.71882e+09
84  2  1.91838e+09
84  3  1.8675e+09
84  4  1.84564e+09
84  5  1.63065e+09
84  6  1.82874e+09
84  7  1.8776e+09
84  8  1.71885e+09
84  9  1.82863e+09
84  10  1.91122e+09
84  11  1.62856e+09
84  12  1.76023e+09
84  13  1.76519e+09
84  14  1.74557e+09
84  15  1.72712e+09
84  16  1.88485e+09
84  17  1.89997e+09
84  18  1.78993e+09
84  19  1.77229e+09
84  20  1.87329e+09
84  21  1.67999e+09
84  22  1.61975e+09
84  23  1.48864e+09
84  24  1.86254e+09
84  25  1.71823e+09
84  26  1.59047e+09
84  27  1.74958e+09
84  28  1.81959e+09
84  29  1.62531e+09
84  30  1.7165e+09
84  31  1.81405e+09
84  32  1.69334e+09
84  33  1.78935e+09
84  34  2.01496e+09
84  35  1.65212e+09
84  36  1.72901e+09
84  37  1.65446e+09
84  38  1.78288e+09
84  39  1.79583e+09
84  40  1.79948e+09
84  41  1.86476e+09
84  42  1.70421e+09
84  43  1.67268e+09
84  44  1.49425e+09
84  45  1.66714e+09
84  46  1.79664e+09
84  47  1.98113e+09
84  48  2.03048e+09
84  49  2.00434e+09
84  50  2.06969e+09
84  51  2.17888e+09
84  52  2.05081e+09
84  53  2.41582e+09
84  54  2.62278e+09
84  55  2.89127e+09
84  56  2.73395e+09
84  57  2.12667e+09
84  58  2.22227e+09
84  59  2.29593e+09
84  60  2.2413e+09
84  61  2.23801e+09
84  62  2.13905e+09
84  63  2.25916e+09
84  64  2.4421e+09
84  65  2.27608e+09
84  66  2.62298e+09
84  67  2.50352e+09
84  68  2.24367e+09
84  69  2.2407e+09
84  70  2.33446e+09
84  71  2.38463e+09
84  72  2.89177e+09
84  73  2.8472e+09
84  74  2.742e+09
84  75  2.63254e+09
84  76  2.59913e+09
84  77  2.50531e+09
84  78  2.40642e+09
84  79  2.36762e+09
84  80  2.25881e+09
84  81  2.17537e+09
84  82  2.20588e+09
84  83  2.25936e+09
84  84  2.2152e+09
84  85  2.20107e+09
84  86  2.39541e+09
84  87  2.18484e+09
84  88  2.33667e+09
84  89  2.28755e+09
84  90  2.10418e+09
84  91  2.20494e+09
84  92  2.30757e+09
84  93  2.38386e+09
84  94  2.22666e+09
84  95  2.07944e+09
84  96  2.40469e+09
84  97  2.49467e+09
84  98  2.33966e+09
84  99  2.12209e+09
84  100  2.31525e+09
85  0  1.557e+09
85  1  1.73397e+09
85  2  1.8623e+09
85  3  1.6504e+09
85  4  1.75085e+09
85  5  1.67886e+09
85  6  1.66859e+09
85  7  1.72023e+09
85  8  1.79784e+09
85  9  1.77272e+09
85  10  1.84252e+09
85  11  1.78396e+09
85  12  1.72518e+09
85  13  1.72581e+09
85  14  1.82966e+09
85  15  1.98012e+09
85  16  1.78077e+09
85  17  1.76512e+09
85  18  1.80532e+09
85  19  1.69056e+09
85  20  1.66645e+09
85  21  1.66395e+09
85  22  1.59162e+09
85  23  1.65042e+09
85  24  1.73734e+09
85  25  1.64103e+09
85  26  1.68057e+09
85  27  1.78377e+09
85  28  1.68521e+09
85  29  1.74628e+09
85  30  1.85475e+09
85  31  1.70787e+09
85  32  1.49309e+09
85  33  1.75832e+09
85  34  1.9031e+09
85  35  1.90771e+09
85  36  1.76444e+09
85  37  1.85167e+09
85  38  1.64101e+09
85  39  1.76349e+09
85  40  1.67885e+09
85  41  1.86611e+09
85  42  1.57363e+09
85  43  1.73137e+09
85  44  1.5668e+09
85  45  1.63527e+09
85  46  1.78257e+09
85  47  1.76605e+09
85  48  2.03325e+09
85  49  1.98067e+09
85  50  1.87836e+09
85  51  2.06157e+09
85  52  2.2248e+09
85  53  2.13005e+09
85  54  2.38243e+09
85  55  2.64182e+09
85  56  2.76836e+09
85  57  2.52629e+09
85  58  2.39613e+09
85  59  2.15307e+09
85  60  2.19851e+09
85  61  2.17216e+09
85  62  2.29043e+09
85  63  2.2904e+09
85  64  2.57776e+09
85  65  2.38132e+09
85  66  2.56782e+09
85  67  2.50494e+09
85  68  2.18699e+09
85  69  2.34955e+09
85  70  2.39264e+09
85  71  2.43914e+09
85  72  2.54112e+09
85  73  2.54909e+09
85  74  2.56275e+09
85  75  2.84399e+09
85  76  2.66722e+09
85  77  2.5287e+09
85  78  2.39954e+09
85  79  2.42003e+09
85  80  2.19856e+09
85  81  2.04833e+09
85  82  1.88091e+09
85  83  2.1471e+09
85  84  2.29129e+09
85  85  2.16919e+09
85  86  2.2368e+09
85  87  2.18857e+09
85  88  2.09199e+09
85  89  2.34132e+09
85  90  2.36599e+09
85  91  2.38352e+09
85  92  2.35255e+09
85  93  2.22428e+09
85  94  2.29275e+09
85  95  2.27255e+09
85  96  2.26624e+09
85  97  2.60494e+09
85  98  2.15502e+09
85  99  2.20771e+09
85  100  1.95708e+09
86  0  1.59422e+09
86  1  1.82677e+09
86  2  1.96216e+09
86  3  1.94079e+09
86  4  1.83541e+09
86  5  1.6735e+09
86  6  1.69413e+09
86  7  1.93977e+09
86  8  1.76932e+09
86  9  1.73776e+09
86  10  1.59642e+09
86  11  1.64101e+09
86  12  1.5257e+09
86  13  1.73325e+09
86  14  1.67685e+09
86  15  1.84661e+09
86  16  1.85293e+09
86  17  1.98543e+09
86  18  1.85911e+09
86  19  1.80218e+09
86  20  1.73187e+09
86  21  1.71569e+09
86  22  1.61534e+09
86  23  1.62845e+09
86  24  1.59652e+09
86  25  1.64802e+09
86  26  1.59365e+09
86  27  1.68156e+09
86  28  1.65719e+09
86  29  1.48959e+09
86  30  1.8088e+09
86  31  1.69533e+09
86  32  1.73252e+09
86  33  1.75414e+09
86  34  1.77733e+09
86  35  1.85018e+09
86  36  1.69335e+09
86  37  1.5837e+09
86  38  1.63708e+09
86  39  1.73796e+09
86  40  1.63099e+09
86  41  1.81368e+09
86  42  1.69712e+09
86  43  1.51063e+09
86  44  1.64753e+09
86  45  1.75542e+09
86  46  1.74558e+09
86  47  2.11448e+09
86  48  2.14692e+09
86  49  2.01703e+09
86  50  1.88182e+09
86  51  2.09771e+09
86  52  2.14451e+09
86  53  2.23595e+09
86  54  2.43635e+09
86  55  2.43122e+09
86  56  3.05374e+09
86  57  2.50683e+09
86  58  2.26111e+09
86  59  2.07325e+09
86  60  2.10597e+09
86  61  2.16864e+09
86  62  2.15787e+09
86  63  2.17537e+09
86  64  2.33406e+09
86  65  2.26343e+09
86  66  2.51231e+09
86  67  2.3533e+09
86  68  2.19043e+09
86  69  2.31935e+09
86  70  2.42794e+09
86  71  2.50997e+09
86  72  2.33022e+09
86  73  2.49089e+09
86  74  2.35133e+09
86  75  2.5182e+09
86  76  2.6232e+09
86  77  2.65378e+09
86  78  2.65328e+09
86  79  2.3708e+09
86  80  2.28544e+09
86  81  2.00218e+09
86  82  2.00036e+09
86  83  2.19924e+09
86  84  1.92566e+09
86  85  2.20457e+09
86  86  2.14535e+09
86  87  2.21349e+09
86  88  2.26336e+09
86  89  2.05621e+09
86  90  2.20577e+09
86  91  2.0984e+09
86  92  2.27814e+09
86  93  2.43039e+09
86  94  2.23926e+09
86  95  2.23375e+09
86  96  2.13605e+09
86  97  2.46041e+09
86  98  2.43739e+09
86  99  2.11205e+09
86  100  2.26528e+09
87  0  1.60053e+09
87  1  1.69514e+09
87  2  1.92401e+09
87  3  1.82804e+09
87  4  1.77791e+09
87  5  1.75412e+09
87  6  1.747e+09
87  7  1.71863e+09
87  8  1.58811e+09
87  9  1.65689e+09
87  10  1.65458e+09
87  11  1.8522e+09
87  12  1.60749e+09
87  13  1.67415e+09
87  14  1.67946e+09
87  15  1.64821e+09
87  16  1.78391e+09
87  17  1.707e+09
87  18  1.72692e+09
87  19  1.70989e+09
87  20  1.61481e+09
87  21  1.67814e+09
87  22  1.61799e+09
87  23  1.5776e+09
87  24  1.63305e+09
87  25  1.65824e+09
87  26  1.64732e+09
87  27  1.66406e+09
87  28  1.74271e+09
87  29  1.68176e+09
87  30  1.65173e+09
87  31  1.70856e+09
87  32  1.64351e+09
87  33  1.67995e+09
87  34  1.7255e+09
87  35  1.66902e+09
87  36  1.64293e+09
87  37  1.57191e+09
87  38  1.47445e+09
87  39  1.69165e+09
87  40  1.64431e+09
87  41  1.6347e+09
87  42  1.56852e+09
87  43  1.58537e+09
87  44  1.56603e+09
87  45  1.61936e+09
87  46  1.83608e+09
87  47  1.94654e+09
87  48  2.03937e+09
87  49  1.98268e+09
87  50  2.06236e+09
87  51  1.91604e+09
87  52  2.13925e+09
87  53  2.11139e+09
87  54  2.2596e+09
87  55  2.65918e+09
87  56  2.8161e+09
87  57  2.24368e+09
87  58  2.16436e+09
87  59  2.02064e+09
87  60  2.32747e+09
87  61  2.12915e+09
87  62  2.06421e+09
87  63  2.33406e+09
87  64  2.25912e+09
87  65  2.42108e+09
87  66  2.47401e+09
87  67  2.44963e+09
87  68  2.31891e+09
87  69  2.37514e+09
87  70  2.29178e+09
87  71  2.39247e+09
87  72  2.7232e+09
87  73  2.62883e+09
87  74  2.5486e+09
87  75  2.43841e+09
87  76  2.57177e+09
87  77  2.4078e+09
87  78  2.41896e+09
87  79  2.13494e+09
87  80  2.17613e+09
87  81  2.01429e+09
87  82  1.93669e+09
87  83  2.10908e+09
87  84  2.17529e+09
87  85  2.40659e+09
87  86  2.16585e+09
87  87  2.12789e+09
87  88  2.08264e+09
87  89  2.31674e+09
87  90  2.25251e+09
87  91  2.1586e+09
87  92  2.06954e+09
87  93  2.22214e+09
87  94  2.38326e+09
87  95  2.2061e+09
87  96  2.3927e+09
87  97  2.5405e+09
87  98  2.2958e+09
87  99  2.11793e+09
87  100  2.14979e+09
88  0  1.47386e+09
88  1  1.77191e+09
88  2  1.82642e+09
88  3  2.19808e+09
88  4  1.64854e+09
88  5  1.64417e+09
88  6  1.52646e+09
88  7  1.61119e+09
88  8  1.73294e+09
88  9  1.57528e+09
88  10  1.65066e+09
88  11  1.71619e+09
88  12  1.50796e+09
88  13  1.55434e+09
88  14  1.62779e+09
88  15  1.83114e+09
88  16  1.76208e+09
88  17  1.58472e+09
88  18  1.78769e+09
88  19  1.62461e+09
88  20  1.56102e+09
88  21  1.49609e+09
88  22  1.721e+09
88  23  1.63323e+09
88  24  1.70218e+09
88  25  1.515e+09
88  26  1.38625e+09
88  27  1.78061e+09
88  28  1.64554e+09
88  29  1.62167e+09
88  30  1.65285e+09
88  31  1.50899e+09
88  32  1.57941e+09
88  33  1.73681e+09
88  34  1.77676e+09
88  35  1.76323e+09
88  36  1.6765e+09
88  37  1.62016e+09
88  38  1.64655e+09
88  39  1.77512e+09
88  40  1.53249e+09
88  41  1.7485e+09
88  42  1.60285e+09
88  43  1.65564e+09
88  44  1.62738e+09
88  45  1.71059e+09
88  46  1.7229e+09
88  47  1.81084e+09
88  48  1.9692e+09
88  49  1.98966e+09
88  50  2.09344e+09
88  51  2.00149e+09
88  52  1.98689e+09
88  53  2.1915e+09
88  54  2.12379e+09
88  55  2.54773e+09
88  56  2.40368e+09
88  57  2.57128e+09
88  58  2.37977e+09
88  59  2.13675e+09
88  60  2.158e+09
88  61  2.17196e+09
88  62  2.10264e+09
88  63  2.09034e+09
88  64  2.07295e+09
88  65  2.26254e+09
88  66  2.51819e+09
88  67  2.39843e+09
88  68  2.23203e+09
88  69  2.18167e+09
88  70  2.11256e+09
88  71  2.24839e+09
88  72  2.14754e+09
88  73  2.46315e+09
88  74  2.61256e+09
88  75  2.52351e+09
88  76  2.65824e+09
88  77  2.45976e+09
88  78  2.54225e+09
88  79  2.53731e+09
88  80  2.28467e+09
88  81  1.94505e+09
88  82  2.16988e+09
88  83  2.18281e+09
88  84  2.06545e+09
88  85  2.19593e+09
88  86  2.17798e+09
88  87  2.07416e+09
88  88  2.10895e+09
88  89  1.9971e+09
88  90  2.23781e+09
88  91  2.23992e+09
88  92  2.16765e+09
88  93  2.309e+09
88  94  2.25153e+09
88  95  2.17816e+09
88  96  2.17456e+09
88  97  2.41722e+09
88  98  2.48749e+09
88  99  2.1635e+09
88  100  2.09674e+09
89  0  1.53846e+09
89  1  1.76088e+09
89  2  1.84319e+09
89  3  1.95166e+09
89  4  1.79649e+09
89  5  1.55303e+09
89  6  1.58591e+09
89  7  1.71005e+09
89  8  1.62525e+09
89  9  1.62619e+09
89  10  1.67274e+09
89  11  1.6637e+09
89  12  1.54837e+09
89  13  1.55225e+09
89  14  1.45284e+09
89  15  1.79421e+09
89  16  1.79663e+09
89  17  1.77378e+09
89  18  1.6671e+09
89  19  1.53571e+09
89  20  1.62002e+09
89  21  1.66617e+09
89  22  1.58426e+09
89  23  1.66622e+09
89  24  1.56071e+09
89  25  1.50438e+09
89  26  1.60493e+09
89  27  1.59786e+09
89  28  1.58885e+09
89  29  1.71645e+09
89  30  1.49857e+09
89  31  1.65174e+09
89  32  1.62085e+09
89  33  1.79248e+09
89  34  1.72782e+09
89  35  1.65851e+09
89  36  1.70691e+09
89  37  1.61653e+09
89  38  1.67188e+09
89  39  1.82714e+09
89  40  1.55673e+09
89  41  1.80773e+09
