row  column  (images_12_26nov.edf S_K*images_12_26nov.edf Ar_K**2.3)
47  15  1.43675e+08
47  16  2.7797e+08
47  17  3.00416e+08
47  18  8.24022e+07
47  19  2.40266e+08
47  20  3.07609e+08
47  21  2.3531e+08
47  22  3.73266e+08
47  23  2.7779e+08
47  24  3.129e+08
47  25  2.96545e+08
47  26  3.22052e+08
47  27  1.77803e+08
47  28  0
47  29  0
47  30  6.9733e+07
47  31  0
47  32  0
47  33  0
47  34  0
47  35  0
47  36  8.83823e+07
47  37  3.27404e+08
47  38  4.05096e+08
47  39  4.69561e+08
47  40  4.82636e+08
47  41  3.54288e+08
47  42  4.68387e+08
47  43  3.5178e+08
47  44  4.02785e+08
47  45  3.33146e+08
47  46  2.35159e+08
47  47  1.51032e+08
47  48  9.38698e+07
47  49  1.96105e+08
47  50  3.29862e+08
48  0  8.18914e+07
48  1  1.32306e+08
48  2  1.97836e+08
48  3  2.69043e+08
48  4  1.98494e+08
48  5  2.49073e+08
48  6  2.89252e+08
48  7  1.71602e+08
48  8  2.22943e+08
48  9  2.43223e+08
48  10  2.48741e+08
48  11  2.18946e+08
48  12  2.6026e+08
48  13  2.09443e+08
48  14  1.83849e+08
48  15  2.84943e+08
48  16  2.47508e+08
48  17  2.42777e+08
48  18  1.67112e+08
48  19  2.9083e+08
48  20  2.64738e+08
48  21  2.34497e+08
48  22  2.30355e+08
48  23  2.92795e+08
48  24  2.92686e+08
48  25  2.24785e+08
48  26  2.87673e+08
48  27  1.23379e+08
48  28  5.53208e+07
48  29  0
48  30  0
48  31  0
48  32  0
48  33  0
48  34  0
48  35  0
48  36  1.18109e+08
48  37  1.82221e+08
48  38  3.75628e+08
48  39  2.28732e+08
48  40  4.4544e+08
48  41  4.74038e+08
48  42  3.50497e+08
48  43  4.60986e+08
48  44  3.44391e+08
48  45  2.18344e+08
48  46  1.9645e+08
48  47  1.77687e+08
48  48  1.42096e+08
48  49  1.61302e+08
48  50  2.5669e+08
49  0  1.98777e+08
49  1  6.5081e+07
49  2  2.63979e+08
49  3  2.12369e+08
49  4  2.54684e+08
49  5  1.33601e+08
49  6  1.93822e+08
49  7  2.70252e+08
49  8  2.54313e+08
49  9  9.28343e+07
49  10  1.94802e+08
49  11  1.68469e+08
49  12  1.59329e+08
49  13  2.21091e+08
49  14  3.33572e+08
49  15  3.11948e+08
49  16  3.25452e+08
49  17  2.21546e+08
49  18  8.7791e+07
49  19  2.06558e+08
49  20  2.69876e+08
49  21  3.14532e+08
49  22  2.71028e+08
49  23  3.04738e+08
49  24  2.76005e+08
49  25  3.17363e+08
49  26  3.3937e+08
49  27  1.37848e+08
49  28  0
49  29  0
49  30  0
49  31  0
49  32  0
49  33  0
49  34  0
49  35  0
49  36  1.30567e+08
49  37  1.78533e+08
49  38  2.99991e+08
49  39  4.22116e+08
49  40  4.37444e+08
49  41  3.18009e+08
49  42  3.53e+08
49  43  3.58461e+08
49  44  3.33432e+08
49  45  2.85949e+08
49  46  1.39846e+08
49  47  1.60502e+08
49  48  7.9038e+07
49  49  2.321e+08
49  50  2.24058e+08
50  0  1.55756e+08
50  1  8.00077e+07
50  2  1.57436e+08
50  3  1.61576e+08
50  4  1.71944e+08
50  5  1.93677e+08
50  6  1.56301e+08
50  7  2.11799e+08
50  8  7.61064e+07
50  9  1.12959e+08
50  10  2.10027e+08
50  11  1.66987e+08
50  12  9.07017e+07
50  13  1.60906e+08
50  14  2.32984e+08
50  15  2.87678e+08
50  16  2.68704e+08
50  17  2.71264e+08
50  18  2.78348e+07
50  19  2.42315e+08
50  20  2.57551e+08
50  21  2.76826e+08
50  22  2.51676e+08
50  23  2.82492e+08
50  24  3.57762e+08
50  25  2.23719e+08
50  26  3.66095e+08
50  27  1.50482e+08
50  28  0
50  29  6.25117e+07
50  30  6.30375e+07
50  31  0
50  32  0
50  33  0
50  34  0
50  35  0
50  36  9.74812e+07
50  37  2.48264e+08
50  38  1.88835e+08
50  39  3.8734e+08
50  40  3.82385e+08
50  41  2.32913e+08
50  42  3.01885e+08
50  43  3.61619e+08
50  44  3.70854e+08
50  45  2.63594e+08
50  46  1.82117e+08
50  47  1.45288e+08
50  48  6.1282e+07
50  49  1.48175e+08
50  50  2.81591e+08

