row  column  (images_12_26nov.edf Mn_K*images_12_26nov.edf Ar_K**2.3)
45  21  7.70038e+07
45  22  9.45872e+07
45  23  1.52384e+08
45  24  1.12942e+08
45  25  1.21285e+08
45  26  7.91169e+07
45  27  8.70498e+07
45  28  7.83325e+07
45  29  9.2507e+07
45  30  5.27009e+07
45  31  1.0111e+08
45  32  1.60843e+08
45  33  1.32067e+08
45  34  1.69644e+08
45  35  1.48398e+08
45  36  1.38295e+08
45  37  5.57874e+07
45  38  8.82803e+07
45  39  7.15802e+07
45  40  1.11361e+08
45  41  7.1918e+07
45  42  9.05208e+07
45  43  2.62698e+07
45  44  6.55451e+06
45  45  4.03978e+07
45  46  7.88341e+07
45  47  1.02727e+08
45  48  1.11704e+08
45  49  1.15252e+08
45  50  1.68779e+08
46  0  1.05012e+08
46  1  9.58971e+07
46  2  1.1527e+08
46  3  5.82319e+07
46  4  5.31681e+07
46  5  3.80009e+07
46  6  7.82417e+07
46  7  1.30376e+08
46  8  6.03565e+07
46  9  7.33025e+07
46  10  6.74992e+07
46  11  9.20165e+07
46  12  1.01581e+08
46  13  5.84113e+07
46  14  9.55391e+07
46  15  1.0231e+08
46  16  7.43443e+07
46  17  1.14425e+08
46  18  1.81474e+08
46  19  1.29917e+08
46  20  1.26669e+08
46  21  4.29839e+07
46  22  1.23546e+08
46  23  9.00914e+07
46  24  9.66995e+07
46  25  9.98042e+07
46  26  3.61602e+07
46  27  5.96329e+07
46  28  7.96171e+07
46  29  1.1699e+08
46  30  5.72438e+07
46  31  6.12191e+07
46  32  1.06663e+08
46  33  2.42554e+08
46  34  1.72632e+08
46  35  1.41433e+08
46  36  1.20841e+08
46  37  1.36972e+08
46  38  1.01561e+08
46  39  7.75793e+07
46  40  7.92056e+07
46  41  9.36048e+07
46  42  8.75637e+07
46  43  6.46628e+07
46  44  4.5996e+07
46  45  5.0767e+07
46  46  1.12897e+08
46  47  1.14547e+08
46  48  1.21378e+08
46  49  1.26165e+08
46  50  1.27383e+08
47  0  1.04588e+08
47  1  1.45906e+08
47  2  8.91684e+07
47  3  1.23481e+08
47  4  5.52829e+07
47  5  8.86281e+07
47  6  1.2705e+08
47  7  1.05564e+08
47  8  1.07133e+08
47  9  1.6068e+08
47  10  1.12321e+08
47  11  7.12417e+07
47  12  8.43665e+07
47  13  1.24737e+08
47  14  1.10379e+08
47  15  9.05293e+07
47  16  5.71451e+07
47  17  6.25783e+07
47  18  1.52176e+08
47  19  1.23584e+08
47  20  1.04404e+08
47  21  9.5531e+07
47  22  1.04604e+08
47  23  7.63711e+07
47  24  8.07475e+07
47  25  6.66879e+07
47  26  7.57258e+07
47  27  7.43804e+07
47  28  9.31883e+07
47  29  8.93643e+07
47  30  8.62758e+07
47  31  2.75486e+07
47  32  1.01423e+08
47  33  6.99005e+07
47  34  1.02263e+08
47  35  1.421e+08
47  36  9.64896e+07
47  37  9.0445e+07
47  38  1.55924e+08
47  39  3.17663e+07
47  40  3.65994e+07
47  41  7.37944e+07
47  42  1.41092e+08
47  43  9.90753e+07
47  44  6.81196e+07
47  45  9.54478e+07
47  46  1.18172e+08
47  47  1.30586e+08
47  48  1.19048e+08
47  49  1.05856e+08
47  50  1.29647e+08
48  0  1.01516e+08
48  1  1.34678e+08
48  2  1.24584e+08
48  3  1.20032e+08
48  4  1.47157e+08
48  5  7.35327e+07
48  6  1.09424e+08
48  7  8.31833e+07
48  8  1.15273e+08
48  9  1.15541e+08
48  10  1.23495e+08
48  11  1.40608e+08
48  12  1.27191e+08
48  13  1.27379e+08
48  14  1.24002e+08
48  15  9.25144e+07
48  16  1.31733e+08
48  17  1.21162e+08
48  18  1.28283e+08
48  19  4.81336e+07
48  20  1.05223e+08
48  21  8.36836e+07
48  22  1.048e+08
48  23  9.74661e+07
48  24  9.12994e+07
48  25  9.27198e+07
48  26  3.74716e+07
48  27  7.105e+07
48  28  8.23439e+07
48  29  1.30359e+08
48  30  1.12127e+08
48  31  7.66696e+07
48  32  4.10968e+07
48  33  8.37636e+07
48  34  1.57013e+08
48  35  1.5376e+08
48  36  8.65193e+07
48  37  1.80859e+08
48  38  1.50265e+08
48  39  6.43403e+07
48  40  1.43473e+08
48  41  1.31107e+08
48  42  7.40654e+07
48  43  1.2421e+08
48  44  1.01551e+08
48  45  9.48082e+07
48  46  2.50467e+08
48  47  5.75246e+07
48  48  9.84604e+07
48  49  1.21722e+08
48  50  8.72344e+07
49  0  1.00179e+08
49  1  1.15163e+08
49  2  1.01039e+08
49  3  8.41725e+07
49  4  5.19285e+07
49  5  6.28929e+07
49  6  8.20516e+07
49  7  1.19726e+07
49  8  3.30736e+07
49  9  6.19939e+07
49  10  1.2215e+08
49  11  5.58864e+07
49  12  1.02069e+08
49  13  1.23782e+08
49  14  5.14567e+07
49  15  5.7999e+07
49  16  8.65668e+07
49  17  1.89209e+08
49  18  1.61357e+08
49  19  1.52382e+08
49  20  7.58268e+07
49  21  9.90029e+07
49  22  1.09869e+08
49  23  1.34157e+08
49  24  1.38396e+08
49  25  5.82915e+07
49  26  6.23699e+07
49  27  8.05758e+07
49  28  1.13509e+08
49  29  1.07972e+08
49  30  7.25951e+07
49  31  6.88952e+07
49  32  4.83775e+07
49  33  9.49248e+07
49  34  1.05919e+08
49  35  1.14543e+08
49  36  6.25916e+07
49  37  4.82673e+07
49  38  1.15818e+08
49  39  4.98419e+07
49  40  8.14091e+07
49  41  9.83234e+07
49  42  9.21709e+07
49  43  8.26033e+07
49  44  1.01426e+08
49  45  4.78592e+07
49  46  1.4115e+08
49  47  1.25295e+08
49  48  1.1693e+08
49  49  1.08627e+08
49  50  6.19036e+07
50  0  1.27903e+08
50  1  1.78641e+08
50  2  1.44681e+08
50  3  1.49698e+08
50  4  1.26392e+08
50  5  1.69033e+08
50  6  6.95276e+07
50  7  1.07417e+08
50  8  7.29825e+07
50  9  6.95308e+07
50  10  3.86268e+07
50  11  8.36779e+07
50  12  9.90612e+07
50  13  1.29033e+08
50  14  9.4508e+07
50  15  4.64921e+07
50  16  7.67317e+07
50  17  9.63511e+07
50  18  7.76855e+07
50  19  1.51838e+08
50  20  1.18084e+08
50  21  1.31045e+08
50  22  1.21719e+08
50  23  1.73583e+08
50  24  5.96258e+07
50  25  5.65564e+07
50  26  1.007e+07
50  27  5.91186e+07
50  28  8.97207e+07
50  29  1.05229e+08
50  30  5.10588e+07
50  31  8.5873e+07
50  32  1.00523e+08
50  33  1.08419e+08
50  34  8.99774e+07
50  35  1.01664e+08
50  36  1.04756e+08
50  37  7.83451e+07
50  38  8.26663e+07
50  39  1.22185e+08
50  40  1.09687e+08
50  41  9.95071e+07
50  42  7.82356e+07
50  43  3.74027e+07
50  44  1.27963e+08
50  45  9.59002e+07
50  46  1.62622e+08
50  47  1.67293e+08
50  48  1.2562e+08
50  49  1.14797e+08
50  50  1.76786e+08

