row  column  (images_1_region2.edf S-K*images_1_region2.edf Ar-K**2.3)
36  11  1.52811e+07
36  12  1.119e+07
36  13  2.45817e+07
36  14  1.65655e+07
36  15  2.54921e+07
36  16  1.91342e+07
36  17  1.28109e+07
36  18  1.39607e+07
36  19  2.36751e+07
36  20  1.12418e+07
36  21  1.54773e+07
36  22  1.50178e+07
36  23  1.21585e+07
36  24  1.1878e+07
36  25  1.4288e+07
36  26  1.79945e+07
36  27  7.74172e+06
36  28  1.49738e+07
36  29  1.43643e+07
36  30  5.22948e+06
36  31  1.71306e+07
36  32  1.37939e+07
36  33  1.0795e+07
36  34  8.08351e+06
36  35  2.53398e+07
36  36  1.87384e+07
36  37  1.46852e+07
36  38  1.32694e+07
36  39  2.05347e+07
36  40  1.38763e+07
36  41  3.22021e+06
36  42  1.25148e+07
36  43  1.42116e+07
36  44  1.1842e+07
36  45  1.40766e+07
36  46  1.10988e+07
36  47  7.92632e+06
36  48  7.30291e+06
36  49  4.21258e+06
36  50  2.17884e+07
36  51  6.05167e+06
36  52  8.12901e+06
36  53  6.8184e+06
36  54  8.21054e+06
36  55  4.85589e+06
36  56  1.28998e+07
36  57  1.95526e+06
36  58  5.08626e+06
36  59  0
36  60  6.81093e+06
36  61  6.64278e+06
36  62  8.11725e+06
36  63  2.17278e+06
36  64  3.94164e+06
36  65  9.69488e+06
36  66  3.60158e+06
36  67  3.33366e+06
37  0  5.57467e+06
37  1  9.76815e+06
37  2  9.51534e+06
37  3  1.79741e+07
37  4  1.25092e+07
37  5  2.32656e+07
37  6  2.41706e+07
37  7  2.74505e+07
37  8  2.9731e+07
37  9  1.82664e+07
37  10  3.78965e+07
37  11  2.18179e+07
37  12  2.3342e+07
37  13  2.30885e+07
37  14  2.33619e+07
37  15  1.63296e+07
37  16  2.65457e+07
37  17  1.7078e+07
37  18  1.71456e+07
37  19  1.30869e+07
37  20  1.18308e+07
37  21  1.38279e+07
37  22  2.62565e+07
37  23  1.09915e+07
37  24  1.42377e+07
37  25  1.91802e+07
37  26  8.83663e+06
37  27  1.60603e+07
37  28  1.40578e+07
37  29  9.3558e+06
37  30  1.1736e+07
37  31  1.52591e+07
37  32  1.51861e+07
37  33  1.2626e+07
37  34  1.22062e+07
37  35  1.18447e+07
37  36  1.06361e+07
37  37  9.23781e+06
37  38  1.42846e+07
37  39  9.31091e+06
37  40  1.20013e+07
37  41  1.55664e+07
37  42  1.4266e+07
37  43  5.35406e+06
37  44  1.26692e+07
37  45  1.04197e+07
37  46  1.24688e+07
37  47  5.18208e+06
37  48  1.14823e+07
37  49  6.569e+06
37  50  7.83774e+06
37  51  5.32047e+06
37  52  3.8587e+06
37  53  6.22155e+06
37  54  5.51157e+06
37  55  1.49571e+07
37  56  7.42508e+06
37  57  6.72792e+06
37  58  3.73062e+06
37  59  4.6509e+06
37  60  1.04316e+07
37  61  0
37  62  4.71638e+06
37  63  3.97451e+06
37  64  1.71248e+06
37  65  2.96877e+06
37  66  5.65129e+06
37  67  2.69745e+06
38  0  1.08965e+07
38  1  1.25957e+07
38  2  1.10423e+07
38  3  9.66585e+06
38  4  1.09135e+07
38  5  2.36569e+07
38  6  1.07225e+07
38  7  2.02865e+07
38  8  3.16615e+07
38  9  2.875e+07
38  10  2.43847e+07
38  11  1.93972e+07
38  12  1.94399e+07
38  13  2.38088e+07
38  14  2.96828e+07
38  15  1.80906e+07
38  16  2.04127e+07
38  17  2.82656e+07
38  18  1.81412e+07
38  19  3.06297e+07
38  20  2.18789e+07
38  21  1.89404e+07
38  22  1.9387e+07
38  23  1.4593e+07
38  24  8.30233e+06
38  25  1.47155e+07
38  26  1.4929e+07
38  27  9.89717e+06
38  28  1.18612e+07
38  29  1.25934e+07
38  30  1.61395e+07
38  31  7.74919e+06
38  32  1.23625e+07
38  33  1.01653e+07
38  34  1.01527e+07
38  35  7.52286e+06
38  36  1.16247e+07
38  37  1.39441e+07
38  38  1.05203e+07
38  39  9.5621e+06
38  40  1.80053e+07
38  41  1.39384e+07
38  42  1.34375e+07
38  43  1.1379e+07
38  44  1.00822e+07
38  45  7.9615e+06
38  46  6.20375e+06
38  47  5.5537e+06
38  48  1.09828e+07
38  49  1.25329e+07
38  50  5.5348e+06
38  51  1.35192e+07
38  52  1.45505e+07
38  53  6.75317e+06
38  54  8.55885e+06
38  55  6.99898e+06
38  56  1.07667e+07
38  57  8.53503e+06
38  58  9.43031e+06
38  59  1.44904e+07
38  60  5.46848e+06
38  61  7.518e+06
38  62  5.02614e+06
38  63  0
38  64  5.0876e+06
38  65  1.09677e+07
38  66  5.74407e+06
38  67  7.51732e+06
39  0  4.42973e+06
39  1  1.44379e+07
39  2  1.40624e+07
39  3  1.00891e+07
39  4  1.67774e+07
39  5  1.46927e+07
39  6  1.74707e+07
39  7  3.41648e+07
39  8  2.31563e+07
39  9  2.53604e+07
39  10  2.70698e+07
39  11  3.04616e+07
39  12  1.9157e+07
39  13  2.65552e+07
39  14  1.81003e+07
39  15  2.92892e+07
39  16  1.64369e+07
39  17  2.22536e+07
39  18  2.1309e+07
39  19  2.79738e+07
39  20  1.06951e+07
39  21  1.82817e+07
39  22  1.85729e+07
39  23  1.63335e+07
39  24  9.90517e+06
39  25  1.16399e+07
39  26  1.26349e+07
39  27  1.75534e+07
39  28  8.69888e+06
39  29  1.24804e+07
39  30  7.3723e+06
39  31  1.46062e+07
39  32  1.3631e+07
39  33  1.71146e+07
39  34  1.37251e+07
39  35  1.72889e+07
39  36  1.23868e+07
39  37  1.23239e+07
39  38  2.30777e+07
39  39  1.6266e+07
39  40  8.46239e+06
39  41  1.52719e+07
39  42  1.32486e+07
39  43  1.17333e+07
39  44  1.62554e+07
39  45  1.3433e+07
39  46  8.802e+06
39  47  7.35041e+06
39  48  7.89554e+06
39  49  4.50811e+06
39  50  5.84426e+06
39  51  6.73594e+06
39  52  1.08226e+07
39  53  4.64489e+06
39  54  8.00991e+06
39  55  4.77849e+06
39  56  6.52351e+06
39  57  6.53574e+06
39  58  1.08993e+07
39  59  6.85772e+06
39  60  4.05674e+06
39  61  8.13032e+06
39  62  7.57237e+06
39  63  7.45022e+06
39  64  2.43897e+06
39  65  1.35594e+07
39  66  6.25512e+06
39  67  3.28216e+06
40  0  9.6265e+06
40  1  1.31931e+07
40  2  2.14467e+07
40  3  9.12011e+06
40  4  1.17749e+07
40  5  1.76045e+07
40  6  2.18242e+07
40  7  2.9926e+07
40  8  2.92188e+07
40  9  2.83696e+07
40  10  3.36943e+07
40  11  3.27889e+07
40  12  2.80028e+07
40  13  2.23086e+07
40  14  2.13356e+07
40  15  1.74269e+07
40  16  2.10907e+07
40  17  1.81561e+07
40  18  1.88979e+07
40  19  2.43278e+07
40  20  1.72476e+07
40  21  1.59054e+07
40  22  1.82445e+07
40  23  1.27473e+07
40  24  1.08755e+07
40  25  2.02415e+07
40  26  1.50889e+07
40  27  1.70143e+07
40  28  8.66754e+06
40  29  1.19129e+07
40  30  1.1384e+07
40  31  1.23586e+07
40  32  1.78036e+07
40  33  1.26986e+07
40  34  1.0212e+07
40  35  1.35017e+07
40  36  1.22362e+07
40  37  1.0355e+07
40  38  1.69872e+07
40  39  2.10208e+07
40  40  1.14336e+07
40  41  1.21106e+07
40  42  1.59487e+07
40  43  1.58699e+07
40  44  8.1619e+06
40  45  5.9593e+06
40  46  1.32804e+07
40  47  9.90802e+06
40  48  1.70883e+07
40  49  1.18415e+07
40  50  1.11955e+07
40  51  1.41326e+07
40  52  9.4578e+06
40  53  7.97232e+06
40  54  1.58016e+07
40  55  5.42757e+06
40  56  2.66904e+06
40  57  9.98122e+06
40  58  1.04541e+07
40  59  6.36707e+06
40  60  5.34339e+06
40  61  4.45102e+06
40  62  2.47951e+06
40  63  5.15102e+06
40  64  1.22402e+06
40  65  6.97811e+06
40  66  1.03172e+06
40  67  4.89017e+06
41  0  1.53501e+07
41  1  2.05907e+07
41  2  1.5209e+07
41  3  1.7416e+07
41  4  1.57852e+07
41  5  2.52205e+07
41  6  2.57791e+07
41  7  2.41096e+07
41  8  2.72616e+07
41  9  3.83239e+07
41  10  3.02798e+07
41  11  3.08429e+07
41  12  2.56519e+07
41  13  3.04909e+07
41  14  2.29986e+07
41  15  2.58609e+07
41  16  2.05629e+07
41  17  2.09905e+07
41  18  1.74087e+07
41  19  1.07247e+07
41  20  1.81267e+07
41  21  2.0451e+07
41  22  1.81596e+07
41  23  3.48549e+06
41  24  1.31473e+07
41  25  1.63282e+07
41  26  1.69535e+07
41  27  1.68187e+07
41  28  1.89413e+07
41  29  1.95821e+07
41  30  1.43609e+07
41  31  1.55902e+07
41  32  1.20739e+07
41  33  1.34927e+07
41  34  1.12069e+07
41  35  1.31588e+07
41  36  1.01619e+07
41  37  1.7046e+07
41  38  1.55365e+07
41  39  1.44144e+07
41  40  1.77987e+07
41  41  1.31023e+07
41  42  2.47421e+07
41  43  1.87857e+07
41  44  1.44017e+07
41  45  1.59153e+07
41  46  1.43501e+07
41  47  6.62913e+06
41  48  7.60001e+06
41  49  1.06656e+07
41  50  7.59448e+06
41  51  8.77071e+06
41  52  6.74668e+06
41  53  1.33705e+07
41  54  8.08201e+06
41  55  3.09334e+06
41  56  1.84267e+07
41  57  5.54545e+06
41  58  3.57484e+06
41  59  9.72059e+06
41  60  5.36506e+06
41  61  3.48766e+06
41  62  1.14742e+07
41  63  9.70812e+06
41  64  0
41  65  3.24988e+06
41  66  7.78201e+06
41  67  1.79855e+07
42  0  1.01409e+07
42  1  2.50564e+07
42  2  1.59719e+07
42  3  1.97561e+07
42  4  1.70966e+07
42  5  1.9417e+07
42  6  2.333e+07
42  7  3.80773e+07
42  8  3.85585e+07
42  9  3.44755e+07
42  10  3.29073e+07
42  11  2.98485e+07
42  12  2.281e+07
42  13  2.43486e+07
42  14  2.68493e+07
42  15  2.37346e+07
42  16  1.83397e+07
42  17  1.57679e+07
42  18  2.00723e+07
42  19  2.17836e+07
42  20  1.68523e+07
42  21  1.23975e+07
42  22  1.55579e+07
42  23  2.62225e+07
42  24  1.31198e+07
42  25  3.13933e+07
42  26  1.62794e+07
42  27  1.92467e+07
42  28  1.77133e+07
42  29  6.85748e+06
42  30  2.5662e+07
42  31  1.83768e+07
42  32  1.22635e+07
42  33  1.50149e+07
42  34  1.43459e+07
42  35  1.93172e+07
42  36  1.59192e+07
42  37  1.26133e+07
42  38  1.31854e+07
42  39  1.12205e+07
42  40  1.51294e+07
42  41  1.47676e+07
42  42  1.77913e+07
42  43  1.30776e+07
42  44  1.70078e+07
42  45  1.45147e+07
42  46  1.1143e+07
42  47  9.40206e+06
42  48  6.68993e+06
42  49  7.70621e+06
42  50  5.9145e+06
42  51  7.84936e+06
42  52  1.70938e+07
42  53  1.33568e+07
42  54  7.15732e+06
42  55  1.19507e+07
42  56  9.38064e+06
42  57  4.90103e+06
42  58  1.59164e+07
42  59  1.62485e+06
42  60  6.63798e+06
42  61  3.68484e+06
42  62  4.65064e+06
42  63  3.83024e+06
42  64  7.54183e+06
42  65  3.9247e+06
42  66  5.08746e+06
42  67  5.1083e+06
43  0  1.74435e+07
43  1  1.5162e+07
43  2  2.50392e+07
43  3  2.12458e+07
43  4  1.92164e+07
43  5  1.75804e+07
43  6  2.47579e+07
43  7  2.37752e+07
43  8  2.41703e+07
43  9  2.77236e+07
43  10  2.88988e+07
43  11  2.61579e+07
43  12  1.9106e+07
43  13  2.58294e+07
43  14  2.52712e+07
43  15  3.58861e+07
43  16  2.49929e+07
43  17  2.43992e+07
43  18  1.57851e+07
43  19  2.32614e+07
43  20  2.38522e+07
43  21  1.35238e+07
43  22  1.38809e+07
43  23  1.30493e+07
43  24  1.85138e+07
43  25  1.87966e+07
43  26  1.25364e+07
43  27  1.37019e+07
43  28  2.23717e+07
43  29  1.66489e+07
43  30  2.3441e+07
43  31  1.4572e+07
43  32  1.44604e+07
43  33  1.7487e+07
43  34  1.12595e+07
43  35  1.73218e+07
43  36  1.99887e+07
43  37  1.54091e+07
43  38  1.54769e+07
43  39  1.97109e+07
43  40  2.66111e+07
43  41  2.18011e+07
43  42  1.95476e+07
43  43  1.12805e+07
43  44  7.50184e+06
43  45  1.78646e+07
43  46  9.36176e+06
43  47  1.58752e+07
43  48  1.4538e+07
43  49  8.03713e+06
43  50  7.80189e+06
43  51  1.23662e+07
43  52  5.37675e+06
43  53  6.83396e+06
43  54  1.08531e+07
43  55  1.11209e+07
43  56  9.36191e+06
43  57  1.29652e+07
43  58  1.06796e+07
43  59  1.26369e+07
43  60  7.16906e+06
43  61  2.93427e+06
43  62  6.94693e+06
43  63  8.5436e+06
43  64  3.11752e+06
43  65  1.07516e+07
43  66  6.2275e+06
43  67  6.65932e+06
44  0  1.6685e+07
44  1  1.55978e+07
44  2  1.99277e+07
44  3  2.23791e+07
44  4  2.83555e+07
44  5  2.6658e+07
44  6  3.22794e+07
44  7  2.73912e+07
44  8  2.95698e+07
44  9  2.58606e+07
44  10  3.36279e+07
44  11  2.7246e+07
44  12  3.72531e+07
44  13  2.99352e+07
44  14  2.46413e+07
44  15  2.387e+07
44  16  6.63929e+06
44  17  1.76828e+07
44  18  2.25656e+07
44  19  2.25717e+07
44  20  1.80936e+07
44  21  2.34167e+07
44  22  1.96438e+07
44  23  2.0293e+07
44  24  1.69752e+07
44  25  1.83471e+07
44  26  1.60495e+07
44  27  1.21762e+07
44  28  1.74516e+07
44  29  1.84214e+07
44  30  2.38247e+07
44  31  2.01906e+07
44  32  2.45481e+07
44  33  1.48872e+07
44  34  1.38508e+07
44  35  1.92707e+07
44  36  1.89942e+07
44  37  1.00602e+07
44  38  1.65916e+07
44  39  1.91769e+07
44  40  2.41236e+07
44  41  1.93611e+07
44  42  1.27512e+07
44  43  1.97702e+07
44  44  1.75134e+07
44  45  1.72217e+07
44  46  1.15412e+07
44  47  1.94947e+07
44  48  1.04507e+07
44  49  9.29989e+06
44  50  1.12379e+07
44  51  6.76009e+06
44  52  1.66604e+07
44  53  5.72483e+06
44  54  3.61128e+06
44  55  1.2398e+07
44  56  1.49378e+07
44  57  7.19968e+06
44  58  8.92493e+06
44  59  8.4374e+06
44  60  7.76125e+06
44  61  1.23225e+07
44  62  8.7833e+06
44  63  6.28484e+06
44  64  5.05462e+06
44  65  9.02161e+06
44  66  3.5979e+06
44  67  9.00537e+06
45  0  1.60378e+07
45  1  2.11052e+07
45  2  2.4635e+07
45  3  1.8817e+07
45  4  1.47545e+07
45  5  2.12685e+07
45  6  2.45401e+07
45  7  2.09643e+07
45  8  2.62138e+07
45  9  4.34736e+07
45  10  2.89974e+07
45  11  2.78196e+07
45  12  2.68545e+07
45  13  2.42391e+07
45  14  3.63754e+07
45  15  2.81928e+07
45  16  2.13005e+07
45  17  2.889e+07
45  18  2.50517e+07
45  19  2.97729e+07
45  20  1.83928e+07
45  21  2.84236e+07
45  22  2.05041e+07
45  23  1.73743e+07
45  24  1.76242e+07
45  25  1.24591e+07
45  26  1.50573e+07
45  27  1.76153e+07
45  28  2.12473e+07
45  29  2.42135e+07
45  30  1.98967e+07
45  31  1.13333e+07
45  32  1.85953e+07
45  33  2.36993e+07
45  34  1.87969e+07
45  35  1.90842e+07
45  36  1.58322e+07
45  37  2.0223e+07
45  38  1.27624e+07
45  39  9.89527e+06
45  40  1.82977e+07
45  41  1.93859e+07
45  42  1.75532e+07
45  43  1.40582e+07
45  44  1.26658e+07
45  45  1.83878e+07
45  46  1.03044e+07
45  47  1.25704e+07
45  48  1.20179e+07
45  49  1.32079e+07
45  50  1.64011e+07
45  51  9.01022e+06
45  52  8.67177e+06
45  53  1.04318e+07
45  54  5.872e+06
45  55  2.50095e+06
45  56  1.1075e+07
45  57  9.06972e+06
45  58  6.49023e+06
45  59  1.14272e+07
45  60  6.8696e+06
45  61  3.78235e+06
45  62  2.4581e+06
45  63  2.90619e+06
45  64  1.95844e+07
45  65  1.11004e+07
45  66  8.62997e+06
45  67  1.31345e+07
46  0  2.62008e+07
46  1  1.2437e+07
46  2  2.39692e+07
46  3  2.77926e+07
46  4  2.6753e+07
46  5  1.89968e+07
46  6  3.38675e+07
46  7  3.07407e+07
46  8  3.44528e+07
46  9  4.01665e+07
46  10  2.25105e+07
46  11  2.86508e+07
46  12  2.85834e+07
46  13  3.3919e+07
46  14  2.61677e+07
46  15  3.61271e+07
46  16  2.95045e+07
46  17  2.70443e+07
46  18  3.01587e+07
46  19  2.18063e+07
46  20  2.04664e+07
46  21  2.3917e+07
46  22  2.24825e+07
46  23  2.0413e+07
46  24  1.92546e+07
46  25  1.70034e+07
46  26  3.00524e+07
46  27  2.47342e+07
46  28  1.7782e+07
46  29  1.94753e+07
46  30  1.80407e+07
46  31  1.58552e+07
46  32  1.94759e+07
46  33  1.98456e+07
46  34  2.17382e+07
46  35  2.74934e+07
46  36  1.6054e+07
46  37  2.97234e+07
46  38  1.51412e+07
46  39  1.61482e+07
46  40  1.73856e+07
46  41  1.90822e+07
46  42  1.66533e+07
46  43  2.96428e+07
46  44  1.46604e+07
46  45  1.02928e+07
46  46  1.69794e+07
46  47  1.38241e+07
46  48  1.05204e+07
46  49  7.90903e+06
46  50  1.50158e+07
46  51  1.73659e+07
46  52  1.92066e+07
46  53  6.29372e+06
46  54  1.01514e+07
46  55  8.76647e+06
46  56  2.01987e+07
46  57  9.6943e+06
46  58  7.29368e+06
46  59  9.62175e+06
46  60  7.86113e+06
46  61  1.14449e+07
46  62  7.17037e+06
46  63  5.69991e+06
46  64  1.04053e+07
46  65  4.80107e+06
46  66  8.24501e+06
46  67  6.11509e+06
47  0  2.1593e+07
47  1  1.82292e+07
47  2  2.25266e+07
47  3  2.41979e+07
47  4  2.45425e+07
47  5  2.7886e+07
47  6  2.37026e+07
47  7  2.42354e+07
47  8  4.54198e+07
47  9  4.57493e+07
47  10  2.3908e+07
47  11  2.85584e+07
47  12  3.20055e+07
47  13  3.28094e+07
47  14  2.52503e+07
47  15  2.75293e+07
47  16  3.1346e+07
47  17  3.50556e+07
47  18  2.1269e+07
47  19  3.48215e+07
47  20  2.28681e+07
47  21  1.79539e+07
47  22  1.96518e+07
47  23  1.34284e+07
47  24  2.19402e+07
47  25  1.98703e+07
47  26  1.93852e+07
47  27  2.22487e+07
47  28  2.07856e+07
47  29  2.63665e+07
47  30  3.2432e+07
47  31  2.05769e+07
47  32  1.90979e+07
47  33  1.64126e+07
47  34  2.51587e+07
47  35  2.42995e+07
47  36  1.81375e+07
47  37  1.46193e+07
47  38  2.72641e+07
47  39  1.5497e+07
47  40  1.93791e+07
47  41  1.04346e+07
47  42  2.3159e+07
47  43  1.63299e+07
47  44  2.16623e+07
47  45  2.05356e+07
47  46  7.37718e+06
47  47  2.29238e+07
47  48  1.16831e+07
47  49  1.14192e+07
47  50  1.55068e+07
47  51  1.41129e+07
47  52  1.24944e+07
47  53  1.28244e+07
47  54  1.05195e+07
47  55  8.07437e+06
47  56  1.16903e+07
47  57  7.2881e+06
47  58  6.40813e+06
47  59  1.38892e+07
47  60  1.12252e+07
47  61  6.79714e+06
47  62  7.56992e+06
47  63  6.94629e+06
47  64  7.06883e+06
47  65  3.52524e+06
47  66  1.14288e+07
47  67  1.12435e+07

