row  column  (images_1_region2.edf P-K*images_1_region2.edf Ar-K**2.3)
45  21  6.23696e+06
45  22  7.78001e+06
45  23  6.91977e+06
45  24  6.80786e+06
45  25  4.3968e+06
45  26  3.67239e+06
45  27  2.18903e+06
45  28  8.62002e+06
45  29  8.41606e+06
45  30  4.57833e+06
45  31  3.08481e+06
45  32  600415
45  33  7.90357e+06
45  34  4.9031e+06
45  35  4.65399e+06
45  36  6.25439e+06
45  37  1.25749e+06
45  38  3.26975e+06
45  39  2.72042e+06
45  40  5.23243e+06
45  41  451836
45  42  1.63512e+06
45  43  2.70191e+06
45  44  460803
45  45  2.94434e+06
45  46  0
45  47  4.2076e+06
45  48  1.02282e+06
45  49  0
45  50  0
45  51  0
45  52  863306
45  53  0
45  54  1.21155e+06
45  55  1.94021e+06
45  56  0
45  57  3.50889e+06
45  58  0
45  59  0
45  60  3.03577e+06
45  61  1.95734e+06
45  62  939965
45  63  0
45  64  2.35168e+06
45  65  1.30343e+06
45  66  1.26028e+06
45  67  0
46  0  9.78295e+06
46  1  2.62386e+06
46  2  8.25883e+06
46  3  1.1968e+07
46  4  4.70984e+06
46  5  8.25436e+06
46  6  6.45568e+06
46  7  1.2937e+07
46  8  1.71127e+07
46  9  1.04627e+07
46  10  1.1719e+07
46  11  1.44262e+07
46  12  9.96837e+06
46  13  1.29927e+07
46  14  1.25222e+07
46  15  1.1448e+07
46  16  1.04041e+07
46  17  6.45948e+06
46  18  3.88091e+06
46  19  6.81275e+06
46  20  5.74577e+06
46  21  6.99344e+06
46  22  1.65961e+06
46  23  5.0562e+06
46  24  5.36584e+06
46  25  4.07552e+06
46  26  1.20109e+07
46  27  52364.3
46  28  1.29963e+06
46  29  5.99682e+06
46  30  6.71835e+06
46  31  3.40931e+06
46  32  3.30298e+06
46  33  4.1453e+06
46  34  8.82867e+06
46  35  2.62742e+06
46  36  2.58112e+06
46  37  6.63551e+06
46  38  2.11398e+06
46  39  3.05293e+06
46  40  2.25974e+06
46  41  7.50557e+06
46  42  4.26029e+06
46  43  7.33544e+06
46  44  164502
46  45  563183
46  46  1.92894e+06
46  47  1.40566e+06
46  48  2.27432e+06
46  49  0
46  50  0
46  51  2.67204e+06
46  52  4.78557e+06
46  53  0
46  54  0
46  55  0
46  56  2.27629e+06
46  57  978710
46  58  0
46  59  0
46  60  0
46  61  2.29443e+06
46  62  0
46  63  0
46  64  473110
46  65  0
46  66  632484
46  67  179407
47  0  5.01243e+06
47  1  4.82269e+06
47  2  5.79904e+06
47  3  1.23558e+07
47  4  8.80548e+06
47  5  1.1229e+07
47  6  9.01772e+06
47  7  7.17619e+06
47  8  1.78236e+07
47  9  1.33759e+07
47  10  1.30781e+07
47  11  1.26191e+07
47  12  3.71452e+06
47  13  7.61868e+06
47  14  1.26669e+07
47  15  8.39292e+06
47  16  1.50922e+07
47  17  7.80956e+06
47  18  1.0364e+07
47  19  6.2165e+06
47  20  6.48026e+06
47  21  3.1363e+06
47  22  5.38891e+06
47  23  5.89195e+06
47  24  1.01823e+06
47  25  8.21734e+06
47  26  3.43962e+06
47  27  9.91321e+06
47  28  7.74905e+06
47  29  6.34998e+06
47  30  1.34094e+07
47  31  4.93276e+06
47  32  4.51719e+06
47  33  9.62999e+06
47  34  1.0805e+07
47  35  9.45818e+06
47  36  7.49666e+06
47  37  6.0223e+06
47  38  4.28299e+06
47  39  2.84516e+06
47  40  3.71415e+06
47  41  4.08088e+06
47  42  6.7572e+06
47  43  1.5962e+06
47  44  4.40118e+06
47  45  3.14141e+06
47  46  2.18962e+06
47  47  4.0363e+06
47  48  546451
47  49  4.18058e+06
47  50  2.10534e+06
47  51  0
47  52  3.56846e+06
47  53  0
47  54  2.32422e+06
47  55  0
47  56  0
47  57  2.6449e+06
47  58  0
47  59  0
47  60  1.9065e+06
47  61  0
47  62  0
47  63  844689
47  64  1.36477e+06
47  65  0
47  66  2.86452e+06
47  67  3.23747e+06

