row  column  (images_1_region2.edf Cu-K*images_1_region2.edf Ar-K**2.3)
40  44  1.3137e+07
40  45  2.07748e+07
40  46  6.60909e+06
40  47  0
40  48  1.04071e+07
40  49  0
40  50  707297
40  51  0
40  52  0
40  53  0
40  54  0
40  55  0
40  56  447501
40  57  2.12789e+07
40  58  0
40  59  2.00367e+06
40  60  1.02166e+07
40  61  1.02443e+07
40  62  0
40  63  1.87908e+07
40  64  0
40  65  0
40  66  0
40  67  3.98077e+06
41  0  6.597e+06
41  1  2.8066e+07
41  2  0
41  3  1.42661e+07
41  4  3.55403e+06
41  5  721044
41  6  9.3006e+06
41  7  1.44943e+07
41  8  4.50957e+06
41  9  6.66152e+06
41  10  0
41  11  0
41  12  0
41  13  1.65671e+07
41  14  1.30318e+07
41  15  594728
41  16  0
41  17  2.62221e+06
41  18  2.46467e+06
41  19  1.02205e+07
41  20  0
41  21  2.85054e+07
41  22  8.34348e+06
41  23  5.01441e+06
41  24  7.23274e+06
41  25  8.96715e+06
41  26  9.69742e+06
41  27  1.2559e+07
41  28  3.68114e+06
41  29  5.61564e+06
41  30  3.98472e+06
41  31  1.24641e+06
41  32  1.53123e+06
41  33  0
41  34  0
41  35  2.72705e+07
41  36  0
41  37  4.22149e+06
41  38  1.29809e+06
41  39  240688
41  40  1.30555e+07
41  41  787541
41  42  8.78083e+06
41  43  6.37721e+06
41  44  1.68121e+07
41  45  0
41  46  4.64338e+06
41  47  5.09053e+06
41  48  2.17607e+07
41  49  6.37644e+06
41  50  0
41  51  1.38825e+07
41  52  6.37347e+06
41  53  0
41  54  0
41  55  0
41  56  1.87866e+07
41  57  0
41  58  236524
41  59  1.74745e+07
41  60  2.18598e+06
41  61  0
41  62  1.19951e+07
41  63  9.41595e+06
41  64  6.94476e+06
41  65  2.96259e+06
41  66  1.22336e+07
41  67  1.31114e+07
42  0  1.05172e+07
42  1  1.09751e+07
42  2  6.28675e+06
42  3  1.50926e+07
42  4  9.41146e+06
42  5  0
42  6  8.62519e+06
42  7  2.0945e+07
42  8  2.77978e+07
42  9  1.21513e+07
42  10  1.67883e+07
42  11  1.46472e+07
42  12  9.43526e+06
42  13  8.1575e+06
42  14  1.32197e+07
42  15  1.49921e+07
42  16  5.85099e+06
42  17  2.12316e+06
42  18  7.45183e+06
42  19  1.12523e+07
42  20  0
42  21  565401
42  22  1.02058e+07
42  23  0
42  24  0
42  25  9.75027e+06
42  26  464844
42  27  3.59334e+06
42  28  7.00541e+06
42  29  1.61232e+07
42  30  5.04244e+06
42  31  1.01713e+07
42  32  4.98434e+06
42  33  701124
42  34  1.87245e+07
42  35  4.72472e+06
42  36  3.425e+06
42  37  0
42  38  0
42  39  995409
42  40  2.56948e+06
42  41  2.26034e+06
42  42  6.45614e+06
42  43  2.24002e+07
42  44  1.9043e+07
42  45  1.24542e+07
42  46  5.91467e+06
42  47  3.36008e+06
42  48  2.85592e+06
42  49  0
42  50  1.70134e+06
42  51  0
42  52  1.90662e+07
42  53  0
42  54  2.05361e+06
42  55  1.1828e+07
42  56  1.0046e+07
42  57  0
42  58  1.57845e+07
42  59  1.28053e+06
42  60  4.64151e+06
42  61  4.39178e+06
42  62  0
42  63  8.95431e+06
42  64  2.01421e+07
42  65  5.27119e+06
42  66  2.64969e+06
42  67  2.13712e+06
43  0  5.68713e+06
43  1  8.82698e+06
43  2  1.34702e+07
43  3  2.86555e+07
43  4  1.27163e+07
43  5  4.97054e+06
43  6  6.20951e+06
43  7  4.218e+06
43  8  1.45537e+07
43  9  6.15263e+06
43  10  2.17509e+07
43  11  2.77774e+06
43  12  5.23769e+06
43  13  1.16212e+07
43  14  9.16139e+06
43  15  6.83775e+06
43  16  5.78678e+06
43  17  0
43  18  1.89641e+07
43  19  0
43  20  1.27556e+07
43  21  8.0724e+06
43  22  1.37885e+07
43  23  1.26346e+07
43  24  9.92204e+06
43  25  7.47128e+06
43  26  2.80775e+07
43  27  0
43  28  1.82055e+07
43  29  693079
43  30  1.399e+07
43  31  2.01252e+07
43  32  1.02476e+07
43  33  1.68953e+07
43  34  1.21663e+06
43  35  6.77599e+06
43  36  0
43  37  0
43  38  0
43  39  1.22571e+07
43  40  4.54395e+06
43  41  1.17434e+06
43  42  1.21883e+07
43  43  1.6173e+07
43  44  0
43  45  1.10735e+07
43  46  4.43479e+06
43  47  0
43  48  0
43  49  235674
43  50  0
43  51  6.7285e+06
43  52  2.04729e+06
43  53  6.5535e+06
43  54  3.67021e+06
43  55  0
43  56  0
43  57  1.62826e+07
43  58  0
43  59  3.85345e+06
43  60  1.62872e+06
43  61  0
43  62  7.70037e+06
43  63  3.22056e+06
43  64  2.2913e+06
43  65  2.01651e+07
43  66  0
43  67  2.08509e+06
44  0  4.77207e+06
44  1  6.40754e+06
44  2  9.40024e+06
44  3  9.55362e+06
44  4  4.80957e+06
44  5  1.35522e+07
44  6  1.75301e+07
44  7  1.95923e+06
44  8  1.04469e+07
44  9  1.41046e+07
44  10  6.94854e+06
44  11  4.80635e+06
44  12  1.72187e+07
44  13  8.49218e+06
44  14  3.76691e+06
44  15  1.6988e+07
44  16  4.28233e+06
44  17  7.6812e+06
44  18  1.82376e+06
44  19  4.80905e+06
44  20  5.96811e+06
44  21  806555
44  22  3.12457e+06
44  23  0
44  24  0
44  25  1.1292e+07
44  26  1.08414e+07
44  27  4.54395e+06
44  28  0
44  29  0
44  30  1.4809e+07
44  31  1.1323e+07
44  32  1.18529e+07
44  33  0
44  34  9.3857e+06
44  35  1.09171e+07
44  36  422936
44  37  1.51216e+07
44  38  7.68719e+06
44  39  7.30383e+06
44  40  5.94563e+06
44  41  1.7948e+06
44  42  1.12204e+07
44  43  9.97806e+06
44  44  1.33634e+07
44  45  2.07141e+07
44  46  0
44  47  1.09496e+07
44  48  1.16347e+07
44  49  0
44  50  1.83073e+06
44  51  0
44  52  1.45297e+07
44  53  0
44  54  4.72725e+06
44  55  2.79443e+06
44  56  3.19633e+06
44  57  1.57049e+07
44  58  2.42472e+07
44  59  0
44  60  0
44  61  403645
44  62  1.77264e+06
44  63  1.44847e+07
44  64  1.67521e+07
44  65  1.59091e+07
44  66  1.22325e+07
44  67  807937
45  0  0
45  1  1.0666e+07
45  2  535089
45  3  7.69562e+06
45  4  1.49952e+07
45  5  9.99332e+06
45  6  2.8133e+07
45  7  1.38637e+06
45  8  1.17286e+07
45  9  9.89878e+06
45  10  1.56712e+07
45  11  1.50197e+07
45  12  4.76868e+06
45  13  7.54913e+06
45  14  5.59696e+06
45  15  8.10753e+06
45  16  1.14939e+07
45  17  2.21973e+07
45  18  5.40268e+06
45  19  1.18665e+07
45  20  4.05334e+06
45  21  8.04777e+06
45  22  2.86897e+06
45  23  2.69043e+06
45  24  6.07641e+06
45  25  8.28896e+06
45  26  61821.1
45  27  2.26895e+07
45  28  9.34465e+06
45  29  6.81206e+06
45  30  2.88354e+07
45  31  2.14713e+07
45  32  1.59443e+07
45  33  1.9896e+07
45  34  0
45  35  1.20549e+06
45  36  602021
45  37  1.72867e+07
45  38  1.54577e+07
45  39  2.58476e+07
45  40  1.84238e+06
45  41  3.50973e+06
45  42  5.34401e+06
45  43  5.14814e+06
45  44  9.17451e+06
45  45  1.71683e+06
45  46  1.29229e+06
45  47  2.72561e+07
45  48  0
45  49  5.78934e+06
45  50  0
45  51  1.70282e+07
45  52  0
45  53  2.22307e+06
45  54  1.01449e+07
45  55  6.59643e+06
45  56  3.07347e+06
45  57  1.6387e+07
45  58  9.0611e+06
45  59  2.84163e+06
45  60  5.61793e+06
45  61  0
45  62  5.5862e+06
45  63  0
45  64  9.68883e+06
45  65  6.76025e+06
45  66  1.3862e+07
45  67  0
46  0  1.52905e+07
46  1  9.969e+06
46  2  2.24602e+06
46  3  1.71972e+07
46  4  1.1205e+06
46  5  1.49865e+07
46  6  5.15867e+06
46  7  1.02507e+07
46  8  1.22168e+07
46  9  1.10246e+07
46  10  1.67979e+07
46  11  3.941e+06
46  12  3.79689e+06
46  13  3.43257e+06
46  14  7.76989e+06
46  15  1.66398e+07
46  16  2.69824e+06
46  17  1.24583e+07
46  18  1.59252e+07
46  19  1.34084e+07
46  20  1.36492e+07
46  21  5.31696e+06
46  22  0
46  23  0
46  24  1.6084e+07
46  25  7.89951e+06
46  26  8.49215e+06
46  27  1.51198e+07
46  28  2.01836e+07
46  29  7.83711e+06
46  30  0
46  31  3.34754e+06
46  32  0
46  33  9.20404e+06
46  34  1.05363e+06
46  35  2.22584e+07
46  36  4.30719e+06
46  37  7.20681e+06
46  38  2.26238e+07
46  39  0
46  40  1.55175e+07
46  41  1.06498e+07
46  42  1.70838e+07
46  43  1.10938e+07
46  44  1.38444e+07
46  45  3.63837e+06
46  46  6.67893e+06
46  47  6.34434e+06
46  48  1.90743e+07
46  49  3.51748e+06
46  50  2.47759e+06
46  51  1.97114e+06
46  52  2.19662e+06
46  53  1.60631e+06
46  54  0
46  55  1.29109e+07
46  56  1119.13
46  57  1.20189e+06
46  58  0
46  59  1.36679e+06
46  60  8.77096e+06
46  61  0
46  62  1.19692e+07
46  63  0
46  64  0
46  65  2.61113e+06
46  66  0
46  67  1.13535e+07
47  0  6.17059e+06
47  1  0
47  2  7.57614e+06
47  3  3.3499e+06
47  4  1.53963e+06
47  5  3.70474e+06
47  6  6.57256e+06
47  7  1.27253e+07
47  8  1.57748e+07
47  9  3.38167e+07
47  10  4.72883e+06
47  11  7.08576e+06
47  12  1.85963e+07
47  13  6.95257e+06
47  14  0
47  15  6.18818e+06
47  16  1.66899e+07
47  17  1.76371e+07
47  18  6.96034e+06
47  19  1.57004e+07
47  20  1.2497e+07
47  21  4.22993e+06
47  22  6.20517e+06
47  23  6.74575e+06
47  24  1.24678e+07
47  25  2.93174e+06
47  26  1.09291e+07
47  27  1.15023e+07
47  28  6.64448e+06
47  29  1.23414e+07
47  30  0
47  31  2.65123e+06
47  32  8.27368e+06
47  33  9.45193e+06
47  34  1.25141e+07
47  35  0
47  36  3.85685e+06
47  37  4.98861e+06
47  38  1.35096e+07
47  39  1.02632e+07
47  40  6.53113e+06
47  41  1.14847e+07
47  42  7.90701e+06
47  43  1.53229e+07
47  44  1.62495e+07
47  45  2.00464e+07
47  46  1.67186e+07
47  47  1.30035e+07
47  48  2.21085e+07
47  49  7.30501e+06
47  50  0
47  51  6.41685e+06
47  52  921717
47  53  1.89476e+06
47  54  9.78774e+06
47  55  3.0509e+06
47  56  2.54102e+06
47  57  1.6028e+07
47  58  0
47  59  2.06476e+07
47  60  0
47  61  4.58039e+06
47  62  335183
47  63  4.97297e+06
47  64  2.29584e+07
47  65  2.02387e+07
47  66  9.25666e+06
47  67  6.65172e+06

