row  column  (image_36_a.edf Fe-K*image_36_a.edf Ar-K**2.3)
74  28  5.47486e+08
74  29  5.45873e+08
74  30  5.62707e+08
75  0  2.23113e+08
75  1  2.23533e+08
75  2  2.09403e+08
75  3  2.55065e+08
75  4  2.61153e+08
75  5  2.45457e+08
75  6  3.06561e+08
75  7  6.59714e+08
75  8  3.36437e+08
75  9  2.66094e+08
75  10  4.18884e+08
75  11  2.32275e+08
75  12  2.72642e+08
75  13  2.24336e+08
75  14  1.81123e+08
75  15  1.77197e+08
75  16  3.15566e+08
75  17  2.20411e+08
75  18  2.36095e+08
75  19  2.74801e+08
75  20  3.76356e+08
75  21  2.56e+08
75  22  2.61198e+08
75  23  3.18576e+08
75  24  3.26716e+08
75  25  3.57588e+08
75  26  3.51828e+08
75  27  4.24023e+08
75  28  4.32521e+08
75  29  5.33874e+08
75  30  5.38919e+08
76  0  2.06479e+08
76  1  2.3976e+08
76  2  2.27026e+08
76  3  2.36009e+08
76  4  3.03985e+08
76  5  2.83849e+08
76  6  2.48362e+08
76  7  7.01732e+08
76  8  3.71736e+08
76  9  2.65269e+08
76  10  3.41883e+08
76  11  3.45572e+08
76  12  2.42856e+08
76  13  2.4907e+08
76  14  2.41298e+08
76  15  3.07851e+08
76  16  4.19483e+08
76  17  1.95563e+08
76  18  2.07871e+08
76  19  3.45626e+08
76  20  3.63427e+08
76  21  2.82552e+08
76  22  3.0519e+08
76  23  2.9533e+08
76  24  2.96215e+08
76  25  2.62292e+08
76  26  3.21939e+08
76  27  3.20844e+08
76  28  3.47858e+08
76  29  4.50929e+08
76  30  4.63937e+08
77  0  1.88392e+08
77  1  2.51456e+08
77  2  2.64668e+08
77  3  2.04584e+08
77  4  3.37082e+08
77  5  2.85563e+08
77  6  3.98522e+08
77  7  5.79346e+08
77  8  1.99478e+08
77  9  2.43248e+08
77  10  3.97431e+08
77  11  2.33612e+08
77  12  1.86998e+08
77  13  2.33459e+08
77  14  2.26269e+08
77  15  2.76115e+08
77  16  2.60996e+08
77  17  2.71237e+08
77  18  2.45105e+08
77  19  4.15012e+08
77  20  3.62477e+08
77  21  2.23123e+08
77  22  2.79838e+08
77  23  2.81373e+08
77  24  2.74598e+08
77  25  3.9837e+08
77  26  3.54198e+08
77  27  3.24405e+08
77  28  3.55527e+08
77  29  4.11587e+08
77  30  4.12654e+08
78  0  2.14519e+08
78  1  2.2022e+08
78  2  1.9531e+08
78  3  2.6881e+08
78  4  2.74882e+08
78  5  2.58239e+08
78  6  3.16567e+08
78  7  7.23859e+08
78  8  2.44349e+08
78  9  2.5338e+08
78  10  2.78997e+08
78  11  2.55788e+08
78  12  2.75617e+08
78  13  2.23181e+08
78  14  1.63962e+08
78  15  2.65259e+08
78  16  2.24009e+08
78  17  2.82925e+08
78  18  2.22538e+08
78  19  3.509e+08
78  20  4.14176e+08
78  21  2.30693e+08
78  22  2.88201e+08
78  23  2.52826e+08
78  24  3.32681e+08
78  25  2.79924e+08
78  26  3.18415e+08
78  27  2.9733e+08
78  28  2.93388e+08
78  29  3.69264e+08
78  30  3.80171e+08
79  0  1.57878e+08
79  1  2.27684e+08
79  2  2.24382e+08
79  3  2.3472e+08
79  4  2.79513e+08
79  5  2.55312e+08
79  6  2.72243e+08
79  7  3.9003e+08
79  8  3.14104e+08
79  9  2.13169e+08
79  10  2.07805e+08
79  11  2.11521e+08
79  12  2.52423e+08
79  13  2.33801e+08
79  14  2.05181e+08
79  15  2.34476e+08
79  16  2.61772e+08
79  17  2.44256e+08
79  18  2.02943e+08
79  19  2.89542e+08
79  20  3.78393e+08
79  21  2.74739e+08
79  22  2.32496e+08
79  23  2.187e+08
79  24  3.31044e+08
79  25  2.91048e+08
79  26  2.87229e+08
79  27  3.09082e+08
79  28  3.65683e+08
79  29  2.71174e+08
79  30  3.06212e+08
80  0  2.16903e+08
80  1  2.23003e+08
80  2  1.65244e+08
80  3  2.25804e+08
80  4  3.26326e+08
80  5  2.67751e+08
80  6  3.63091e+08
80  7  4.57192e+08
80  8  2.24872e+08
80  9  1.77815e+08
80  10  2.69778e+08
80  11  2.35399e+08
80  12  1.75537e+08
80  13  1.88377e+08
80  14  2.20389e+08
80  15  1.74984e+08
80  16  2.29758e+08
80  17  2.36285e+08
80  18  2.18784e+08
80  19  2.29119e+08
80  20  2.37621e+08
80  21  2.81159e+08
80  22  2.82308e+08
80  23  2.06855e+08
80  24  2.27379e+08
80  25  3.39283e+08
80  26  3.05639e+08
80  27  3.10395e+08
80  28  2.49219e+08
80  29  4.08224e+08
80  30  3.16522e+08
81  0  2.05207e+08
81  1  2.0843e+08
81  2  2.55493e+08
81  3  2.16041e+08
81  4  2.71069e+08
81  5  2.73003e+08
81  6  2.89109e+08
81  7  4.13967e+08
81  8  1.94692e+08
81  9  2.23272e+08
81  10  2.69409e+08
81  11  2.05502e+08
81  12  2.15234e+08
81  13  2.71546e+08
81  14  2.32315e+08
81  15  2.12461e+08
81  16  1.98662e+08
81  17  2.12703e+08
81  18  2.58586e+08
81  19  2.46683e+08
81  20  2.89818e+08
81  21  2.38883e+08
81  22  2.32242e+08
81  23  2.2985e+08
81  24  3.16705e+08
81  25  2.70195e+08
81  26  2.82403e+08
81  27  2.5129e+08
81  28  2.82675e+08
81  29  2.80016e+08
81  30  2.89797e+08
82  0  2.34581e+08
82  1  1.92805e+08
82  2  2.03047e+08
82  3  2.13593e+08
82  4  2.6406e+08
82  5  2.55293e+08
82  6  3.37203e+08
82  7  2.90473e+08
82  8  2.47995e+08
82  9  2.35626e+08
82  10  2.23919e+08
82  11  2.20583e+08
82  12  2.33114e+08
82  13  2.85154e+08
82  14  2.49024e+08
82  15  2.07699e+08
82  16  2.33841e+08
82  17  1.5227e+08
82  18  2.06159e+08
82  19  2.89164e+08
82  20  2.09377e+08
82  21  2.47179e+08
82  22  2.74057e+08
82  23  2.83204e+08
82  24  3.69531e+08
82  25  3.17161e+08
82  26  2.63899e+08
82  27  2.14321e+08
82  28  2.8665e+08
82  29  2.79258e+08
82  30  3.15135e+08
83  0  2.10239e+08
83  1  1.94488e+08
83  2  2.15431e+08
83  3  2.31896e+08
83  4  2.3648e+08
83  5  2.81826e+08
83  6  3.1005e+08
83  7  3.1601e+08
83  8  2.18781e+08
83  9  2.58745e+08
83  10  2.69173e+08
83  11  2.60527e+08
83  12  1.90512e+08
83  13  2.47632e+08
83  14  2.43801e+08
83  15  1.88583e+08
83  16  2.25857e+08
83  17  2.77667e+08
83  18  2.1104e+08
83  19  2.53384e+08
83  20  2.72227e+08
83  21  2.98538e+08
83  22  3.34508e+08
83  23  2.09637e+08
83  24  3.14223e+08
83  25  2.92248e+08
83  26  2.53283e+08
83  27  2.32192e+08
83  28  2.08927e+08
83  29  2.4956e+08
83  30  2.76312e+08
84  0  1.8248e+08
84  1  2.23734e+08
84  2  2.01825e+08
84  3  2.14931e+08
84  4  2.11415e+08
84  5  2.22572e+08
84  6  2.45878e+08
84  7  2.65732e+08
84  8  2.05984e+08
84  9  2.01721e+08
84  10  2.43673e+08
84  11  2.15219e+08
84  12  2.60049e+08
84  13  2.95531e+08
84  14  2.47157e+08
84  15  2.14977e+08
84  16  1.89106e+08
84  17  1.97267e+08
84  18  2.10127e+08
84  19  2.54064e+08
84  20  1.89465e+08
84  21  2.14858e+08
84  22  2.76749e+08
84  23  2.29404e+08
84  24  3.98545e+08
84  25  2.90591e+08
84  26  2.67888e+08
84  27  2.85251e+08
84  28  2.82282e+08
84  29  2.5904e+08
84  30  2.45486e+08
85  0  1.9358e+08
85  1  1.77902e+08
85  2  2.24173e+08
85  3  2.3209e+08
85  4  1.50727e+08
85  5  2.39132e+08
85  6  2.40023e+08
85  7  2.34276e+08
85  8  1.41631e+08
85  9  2.48526e+08
85  10  1.9887e+08
85  11  1.86975e+08
85  12  2.10502e+08
85  13  2.89162e+08
85  14  2.2945e+08
85  15  2.78537e+08
85  16  2.0633e+08
85  17  2.6277e+08
85  18  1.7551e+08
85  19  2.51615e+08
85  20  2.28181e+08
85  21  2.10125e+08
85  22  2.56885e+08
85  23  2.58371e+08
85  24  2.82377e+08
85  25  3.83345e+08
85  26  2.55096e+08
85  27  1.77553e+08
85  28  2.47665e+08
85  29  2.23583e+08
85  30  2.64209e+08
86  0  1.33301e+08
86  1  2.07418e+08
86  2  1.88457e+08
86  3  2.41078e+08
86  4  2.2446e+08
86  5  1.56433e+08
86  6  2.36423e+08
86  7  2.25803e+08
86  8  2.22597e+08
86  9  2.38802e+08
86  10  1.95369e+08
86  11  1.75951e+08
86  12  2.64053e+08
86  13  2.84504e+08
86  14  1.96168e+08
86  15  2.16579e+08
86  16  2.39351e+08
86  17  2.03217e+08
86  18  2.6646e+08
86  19  1.9963e+08
86  20  2.6813e+08
86  21  1.8319e+08
86  22  2.46054e+08
86  23  2.50033e+08
86  24  3.64128e+08
86  25  3.2131e+08
86  26  2.49688e+08
86  27  2.37501e+08
86  28  2.61222e+08
86  29  2.50946e+08
86  30  2.71008e+08

