row  column  (image_36_a.edf Zn-K*image_36_a.edf Ar-K**2.3)
77  21  1.4457e+07
77  22  0
77  23  3.96949e+07
77  24  5.31343e+07
77  25  8.60983e+07
77  26  0
77  27  6.75998e+07
77  28  4.93665e+07
77  29  1.83517e+07
77  30  9.72478e+07
78  0  0
78  1  4.20155e+07
78  2  7.16089e+06
78  3  0
78  4  0
78  5  4.34175e+07
78  6  0
78  7  3.70104e+07
78  8  5.07356e+06
78  9  0
78  10  1.27108e+07
78  11  6.27377e+06
78  12  1.90528e+07
78  13  6.3242e+06
78  14  1.26153e+07
78  15  0
78  16  6.56961e+06
78  17  2.84924e+07
78  18  0
78  19  2.43571e+07
78  20  0
78  21  0
78  22  0
78  23  0
78  24  2.9488e+07
78  25  6.58514e+07
78  26  3.57543e+07
78  27  0
78  28  3.49566e+07
78  29  0
78  30  2.78968e+07
79  0  1.32005e+07
79  1  0
79  2  0
79  3  0
79  4  0
79  5  0
79  6  4.97332e+06
79  7  1.41615e+07
79  8  0
79  9  0
79  10  1.9581e+07
79  11  0
79  12  0
79  13  4.97971e+06
79  14  0
79  15  0
79  16  0
79  17  0
79  18  0
79  19  0
79  20  3.87701e+06
79  21  4.89732e+07
79  22  0
79  23  3.64362e+07
79  24  0
79  25  7.45505e+06
79  26  3.13335e+07
79  27  9.25429e+06
79  28  0
79  29  8.70164e+06
79  30  2.87811e+07
80  0  0
80  1  0
80  2  3.61545e+07
80  3  0
80  4  0
80  5  0
80  6  0
80  7  0
80  8  1.44357e+07
80  9  0
80  10  1.65899e+07
80  11  2.64653e+07
80  12  0
80  13  0
80  14  2.25053e+07
80  15  2.51138e+07
80  16  0
80  17  8.38369e+06
80  18  0
80  19  1.15504e+07
80  20  0
80  21  5.05854e+07
80  22  2.86204e+07
80  23  0
80  24  0
80  25  7.25668e+07
80  26  2.74634e+07
80  27  0
80  28  0
80  29  3.13409e+07
80  30  2.35836e+07
81  0  2.91946e+07
81  1  0
81  2  1.54224e+07
81  3  0
81  4  0
81  5  0
81  6  0
81  7  0
81  8  0
81  9  0
81  10  0
81  11  0
81  12  5.33081e+07
81  13  0
81  14  7.61158e+07
81  15  0
81  16  0
81  17  1.03451e+07
81  18  0
81  19  0
81  20  4.87622e+06
81  21  4.59789e+07
81  22  0
81  23  3.01112e+07
81  24  3.28178e+07
81  25  1.31315e+07
81  26  0
81  27  2.33983e+07
81  28  4.3703e+07
81  29  0
81  30  0
82  0  7.12545e+06
82  1  0
82  2  0
82  3  0
82  4  5.44004e+07
82  5  3.33299e+07
82  6  0
82  7  5.50627e+07
82  8  6.02114e+06
82  9  0
82  10  2.90622e+07
82  11  0
82  12  4.41551e+07
82  13  3.0001e+07
82  14  0
82  15  3.22826e+07
82  16  0
82  17  6.70109e+07
82  18  0
82  19  0
82  20  4.00464e+07
82  21  1.69575e+07
82  22  2.32258e+07
82  23  0
82  24  1.26221e+07
82  25  1.39239e+07
82  26  0
82  27  0
82  28  2.06868e+07
82  29  0
82  30  0
83  0  2.88257e+06
83  1  5.60413e+07
83  2  0
83  3  0
83  4  0
83  5  3.22481e+07
83  6  2.47196e+07
83  7  0
83  8  2.86186e+07
83  9  7.06104e+06
83  10  0
83  11  0
83  12  1.77403e+07
83  13  5.46402e+07
83  14  0
83  15  3.53835e+07
83  16  0
83  17  0
83  18  2.18656e+07
83  19  3.13416e+07
83  20  4.75345e+07
83  21  0
83  22  0
83  23  0
83  24  8.52364e+06
83  25  7.21955e+06
83  26  0
83  27  0
83  28  1.97341e+07
83  29  0
83  30  0
84  0  0
84  1  2.75895e+07
84  2  0
84  3  0
84  4  0
84  5  0
84  6  0
84  7  0
84  8  0
84  9  3.76813e+06
84  10  2.78009e+07
84  11  5.55822e+07
84  12  1.97146e+07
84  13  0
84  14  2.46792e+07
84  15  0
84  16  0
84  17  0
84  18  0
84  19  4.06484e+07
84  20  0
84  21  0
84  22  0
84  23  4.72004e+06
84  24  7.74759e+06
84  25  0
84  26  0
84  27  0
84  28  0
84  29  3.04633e+07
84  30  3.17922e+07
85  0  2.93108e+07
85  1  0
85  2  0
85  3  0
85  4  0
85  5  3.63073e+07
85  6  0
85  7  0
85  8  8.90249e+06
85  9  2.19051e+06
85  10  1.90902e+07
85  11  0
85  12  6.59376e+07
85  13  5.67868e+07
85  14  0
85  15  1.15384e+07
85  16  7.10921e+07
85  17  2.75138e+07
85  18  0
85  19  0
85  20  0
85  21  3.59764e+07
85  22  0
85  23  0
85  24  0
85  25  0
85  26  0
85  27  3.40963e+07
85  28  3.63697e+07
85  29  0
85  30  0
86  0  0
86  1  0
86  2  0
86  3  3.30881e+07
86  4  846418
86  5  0
86  6  2.87327e+07
86  7  0
86  8  0
86  9  1.92121e+07
86  10  0
86  11  2.56277e+07
86  12  1.04143e+08
86  13  4.18286e+07
86  14  0
86  15  2.06908e+07
86  16  0
86  17  0
86  18  0
86  19  0
86  20  0
86  21  2.85686e+07
86  22  0
86  23  0
86  24  0
86  25  6.33377e+07
86  26  4.32922e+07
86  27  0
86  28  0
86  29  0
86  30  0

